Precinct	total_votes	votes|Joseph Berrios	votes|Frederick ''Fritz'' Kaegi	votes|Andrea A. Raila
Evanston Ward 3 Precinct 6	363	61	229	73
Evanston Ward 3 Precinct 7	313	55	194	64
Evanston Ward 4 Precinct 1	208	36	122	50
Evanston Ward 4 Precinct 2	310	64	184	62
Evanston Ward 4 Precinct 3	184	30	120	34
Evanston Ward 4 Precinct 4	566	88	389	89
Evanston Ward 4 Precinct 5	238	39	141	58
Evanston Ward 4 Precinct 6	479	71	303	105
Evanston Ward 5 Precinct 1	247	116	79	52
Evanston Ward 5 Precinct 2	384	79	221	84
Evanston Ward 5 Precinct 3	297	122	111	64
Evanston Ward 5 Precinct 4	137	66	41	30
Evanston Ward 6 Precinct 1	617	93	414	110
Evanston Ward 6 Precinct 2	316	62	206	48
Evanston Ward 6 Precinct 3	340	39	253	48
Evanston Ward 6 Precinct 4	410	67	283	60
Evanston Ward 6 Precinct 5	526	68	394	64
Evanston Ward 6 Precinct 6	269	25	215	29
Evanston Ward 6 Precinct 7	511	76	356	79
Evanston Ward 7 Precinct 1	613	68	452	93
Evanston Ward 7 Precinct 2	607	104	406	97
Evanston Ward 7 Precinct 3	67	18	29	20
Evanston Ward 7 Precinct 4	334	44	238	52
Evanston Ward 7 Precinct 5	526	75	380	71
Evanston Ward 7 Precinct 6	19	4	9	6
Evanston Ward 8 Precinct 1	407	106	233	68
Evanston Ward 8 Precinct 2	258	76	117	65
Evanston Ward 8 Precinct 3	229	68	101	60
Evanston Ward 8 Precinct 4	385	66	245	74
Evanston Ward 8 Precinct 5	388	99	224	65
Evanston Ward 9 Precinct 1	260	42	162	56
Evanston Ward 9 Precinct 2	353	84	209	60
Evanston Ward 9 Precinct 3	500	77	329	94
Evanston Ward 9 Precinct 4	460	83	285	92
Evanston Ward 9 Precinct 5	276	50	171	55
Evanston Ward 9 Precinct 6	322	64	195	63
Hanover 1	164	47	72	45
Hanover 2	142	51	59	32
Hanover 3	67	27	21	19
Hanover 4	101	30	34	37
Hanover 5	116	55	37	24
Hanover 6	92	28	45	19
Hanover 7	136	47	54	35
Hanover 8	103	33	44	26
Hanover 9	175	48	83	44
Hanover 10	85	31	32	22
Hanover 11	129	69	27	33
Hanover 12	78	31	27	20
Hanover 13	67	24	25	18
Hanover 14	166	70	55	41
Hanover 15	94	46	27	21
Hanover 16	168	54	64	50
Hanover 17	89	37	39	13
Hanover 18	92	27	39	26
Hanover 19	86	26	41	19
Hanover 20	165	57	71	37
Hanover 21	70	23	30	17
Hanover 22	126	52	45	29
Hanover 23	150	56	61	33
Hanover 24	111	46	41	24
Hanover 25	128	47	57	24
Hanover 26	162	63	57	42
Hanover 27	367	124	155	88
Hanover 28	185	63	78	44
Hanover 29	60	26	23	11
Hanover 30	138	50	57	31
Hanover 31	111	38	42	31
Hanover 32	94	34	28	32
Hanover 33	126	52	37	37
Hanover 34	166	70	66	30
Hanover 35	99	39	38	22
Hanover 36	87	24	39	24
Hanover 37	245	77	104	64
Hanover 38	137	48	49	40
Hanover 39	157	54	63	40
Hanover 40	168	60	67	41
Hanover 41	193	69	77	47
Hanover 42	125	43	53	29
Hanover 43	162	56	60	46
Hanover 44	208	66	85	57
Lemont 1	134	34	64	36
Lemont 2	127	44	63	20
Lemont 3	152	42	81	29
Lemont 4	165	37	94	34
Lemont 5	185	43	94	48
Lemont 6	165	44	95	26
Lemont 7	162	53	72	37
Lemont 8	202	63	90	49
Lemont 9	87	24	52	11
Lemont 10	126	35	64	27
Lemont 11	198	47	95	56
Lemont 12	126	40	60	26
Lemont 13	143	36	74	33
Lemont 14	119	31	61	27
Leyden 1	72	32	27	13
Leyden 2	87	47	19	21
Leyden 3	203	93	62	48
Leyden 4	108	47	39	22
Leyden 5	165	76	65	24
Leyden 6	214	89	80	45
Leyden 7	100	44	26	30
Leyden 8	176	72	68	36
Leyden 9	209	77	89	43
Leyden 10	171	83	58	30
Leyden 11	141	48	55	38
Leyden 12	59	23	19	17
Leyden 13	135	69	42	24
Leyden 14	112	39	38	35
Leyden 15	155	61	54	40
Leyden 16	174	79	59	36
Leyden 17	84	39	32	13
Leyden 18	116	55	31	30
Leyden 19	182	51	83	48
Leyden 20	72	22	40	10
Leyden 21	104	54	24	26
Leyden 22	108	27	61	20
Leyden 23	239	53	135	51
Leyden 24	123	59	39	25
Leyden 25	104	54	20	30
Leyden 26	226	72	105	49
Leyden 27	31	14	9	8
Leyden 28	77	37	21	19
Leyden 29	80	42	21	17
Leyden 30	152	58	62	32
Leyden 31	144	60	49	35
Leyden 32	180	79	60	41
Leyden 33	117	47	44	26
Leyden 34	103	34	48	21
Leyden 35	64	23	22	19
Leyden 36	118	50	38	30
Leyden 37	103	49	31	23
Leyden 38	36	15	11	10
Leyden 39	107	37	47	23
Leyden 40	138	69	34	35
Leyden 41	72	33	22	17
Leyden 42	151	59	59	33
Leyden 43	114	36	52	26
Leyden 44	86	43	28	15
Leyden 45	101	49	36	16
Leyden 46	145	64	51	30
Leyden 47	92	41	26	25
Leyden 48	144	70	49	25
Leyden 49	207	71	86	50
Leyden 50	202	68	86	48
Lyons 1	41	6	30	5
Lyons 2	211	77	91	43
Lyons 3	164	81	57	26
Lyons 4	389	94	196	99
Lyons 5	205	67	98	40
Lyons 6	158	57	62	39
Lyons 7	266	96	120	50
Lyons 8	131	58	52	21
Lyons 9	349	65	214	70
Lyons 10	239	67	117	55
Lyons 11	229	34	141	54
Lyons 12	88	14	49	25
Lyons 13	76	37	12	27
Lyons 14	299	47	198	54
Lyons 15	312	39	212	61
Lyons 16	478	74	300	104
Lyons 17	101	22	58	21
Lyons 18	214	30	142	42
Lyons 19	200	85	76	39
Lyons 20	374	48	236	90
Lyons 21	396	69	242	85
Lyons 22	138	73	41	24
Lyons 23	262	60	142	60
Lyons 24	209	37	131	41
Lyons 25	196	47	103	46
Lyons 26	88	17	53	18
Lyons 27	104	26	55	23
Lyons 28	262	64	150	48
Lyons 29	135	62	51	22
Lyons 30	61	18	30	13
Lyons 31	228	49	139	40
Lyons 32	84	27	36	21
Lyons 33	82	32	29	21
Lyons 34	94	34	52	8
Lyons 35	138	56	41	41
Lyons 36	118	35	57	26
Lyons 37	141	77	39	25
Lyons 38	115	62	32	21
Lyons 39	261	33	168	60
Lyons 40	204	36	116	52
Lyons 41	121	25	65	31
Lyons 42	187	30	124	33
Lyons 43	229	42	145	42
Lyons 44	376	67	252	57
Lyons 45	332	88	174	70
Lyons 46	153	37	77	39
Lyons 47	261	43	165	53
Lyons 48	224	94	74	56
Lyons 49	150	46	75	29
Lyons 50	268	60	153	55
Lyons 51	163	56	72	35
Lyons 52	234	70	116	48
Lyons 53	199	52	103	44
Lyons 54	112	26	59	27
Lyons 55	226	33	147	46
Lyons 56	292	150	82	60
Lyons 57	223	124	56	43
Lyons 58	106	40	39	27
Lyons 59	137	64	43	30
Lyons 60	305	165	83	57
Lyons 61	217	48	127	42
Lyons 62	64	24	29	11
Lyons 63	216	49	121	46
Lyons 64	193	89	60	44
Lyons 65	260	86	121	53
Lyons 66	136	64	52	20
Lyons 67	204	75	81	48
Lyons 68	143	44	62	37
Lyons 69	310	59	196	55
Lyons 70	139	61	35	43
Lyons 71	82	42	21	19
Lyons 72	309	59	182	68
Lyons 73	227	59	126	42
Lyons 74	87	37	37	13
Lyons 75	135	53	46	36
Lyons 76	138	56	49	33
Lyons 77	117	45	44	28
Lyons 78	131	33	75	23
Maine 1	93	29	38	26
Maine 2	130	39	52	39
Maine 3	62	32	20	10
Maine 4	154	34	78	42
Maine 5	124	46	41	37
Maine 6	263	81	124	58
Maine 7	119	32	53	34
Maine 8	167	51	72	44
Maine 9	271	82	129	60
Maine 10	146	39	77	30
Maine 11	109	25	54	30
Maine 12	140	38	69	33
Maine 13	163	49	80	34
Maine 14	233	52	107	74
Maine 15	90	35	32	23
Maine 16	139	29	73	37
Maine 17	162	48	72	42
Maine 18	142	43	60	39
Maine 19	92	31	45	16
Maine 20	111	23	71	17
Maine 21	203	30	132	41
Maine 22	221	49	122	50
Maine 23	129	44	55	30
Maine 24	282	66	156	60
Maine 25	216	29	148	39
Maine 26	174	59	76	39
Maine 27	150	35	84	31
Maine 28	55	23	21	11
Maine 29	247	57	148	42
Maine 30	431	70	286	75
Maine 31	150	44	69	37
Maine 32	99	30	51	18
Maine 33	83	31	34	18
Maine 34	192	53	93	46
Maine 35	178	48	87	43
Maine 36	160	40	80	40
Maine 37	162	39	84	39
Maine 38	100	22	52	26
Maine 39	160	44	89	27
Maine 40	156	42	79	35
Maine 41	112	33	50	29
Maine 42	267	55	168	44
Maine 43	126	26	78	22
Maine 44	128	29	63	36
Maine 45	39	15	20	4
Maine 46	150	39	78	33
Maine 47	173	61	77	35
Maine 48	219	57	104	58
Maine 49	136	50	56	30
Maine 50	143	24	87	32
Maine 51	136	63	50	23
Maine 52	197	46	104	47
Maine 53	118	35	58	25
Maine 54	210	42	129	39
Maine 55	151	39	86	26
Maine 56	157	49	70	38
Maine 57	69	35	15	19
Maine 58	171	46	92	33
Maine 59	140	50	59	31
Maine 60	255	66	130	59
Maine 61	77	22	36	19
Maine 62	90	25	39	26
Maine 63	125	30	71	24
Maine 64	84	21	40	23
Maine 65	88	27	41	20
Maine 66	35	19	6	10
Maine 67	211	27	149	35
Maine 68	117	44	43	30
Maine 69	128	44	49	35
Maine 70	123	59	37	27
Maine 71	86	25	51	10
Maine 72	146	36	72	38
Maine 73	44	12	18	14
Maine 74	161	40	83	38
Maine 75	148	48	65	35
Maine 76	90	24	47	19
Maine 77	222	70	108	44
Maine 78	150	49	71	30
Maine 79	139	68	34	37
Maine 80	163	47	79	37
Maine 81	70	18	31	21
Maine 82	159	38	91	30
Maine 83	99	42	36	21
Maine 84	92	30	40	22
Maine 85	88	21	49	18
Maine 86	132	54	50	28
Maine 87	105	19	63	23
Maine 88	77	16	42	19
Maine 89	73	28	28	17
Maine 90	83	34	34	15
Maine 91	242	77	111	54
Maine 92	132	38	54	40
New Trier 1	345	65	217	63
New Trier 2	397	90	231	76
New Trier 3	286	43	186	57
New Trier 4	331	69	199	63
New Trier 5	197	29	132	36
New Trier 6	178	23	131	24
New Trier 7	250	48	150	52
New Trier 8	155	23	102	30
New Trier 9	224	37	144	43
New Trier 10	196	31	142	23
New Trier 11	243	49	140	54
New Trier 12	193	27	128	38
New Trier 13	345	60	221	64
New Trier 14	231	40	136	55
New Trier 15	311	59	198	54
New Trier 16	264	42	175	47
New Trier 17	290	44	196	50
New Trier 18	202	27	145	30
New Trier 19	92	11	61	20
New Trier 20	335	69	210	56
New Trier 21	363	67	217	79
New Trier 22	176	28	118	30
New Trier 23	228	42	131	55
New Trier 24	318	80	172	66
New Trier 25	213	31	138	44
New Trier 26	265	35	192	38
New Trier 27	317	51	211	55
New Trier 28	231	39	145	47
New Trier 29	229	32	152	45
New Trier 30	328	37	242	49
New Trier 31	314	52	214	48
New Trier 32	273	27	200	46
New Trier 33	378	53	268	57
New Trier 34	200	31	128	41
New Trier 35	189	36	130	23
New Trier 36	387	50	274	63
New Trier 37	316	54	214	48
New Trier 38	320	42	228	50
New Trier 39	219	48	141	30
New Trier 40	127	12	87	28
New Trier 41	165	21	114	30
Niles 1	245	58	135	52
Niles 2	211	70	102	39
Niles 3	288	71	168	49
Niles 4	119	37	46	36
Niles 5	128	37	57	34
Niles 6	171	37	94	40
Niles 7	286	107	127	52
Niles 8	141	27	91	23
Niles 9	154	49	73	32
Niles 10	214	71	90	53
Niles 11	121	30	60	31
Niles 12	138	53	53	32
Niles 13	183	54	80	49
Niles 14	321	75	162	84
Niles 15	250	83	110	57
Niles 16	268	70	137	61
Niles 17	314	85	176	53
Niles 18	176	43	97	36
Niles 19	277	72	160	45
Niles 20	185	55	84	46
Niles 21	414	96	246	72
Niles 22	214	83	79	52
Niles 23	249	69	144	36
Niles 24	256	76	108	72
Niles 25	165	49	84	32
Niles 26	235	64	111	60
Niles 27	161	53	62	46
Niles 28	325	59	195	71
Niles 29	153	45	80	28
Niles 30	158	40	87	31
Niles 31	299	73	164	62
Niles 32	105	29	57	19
Niles 33	294	74	140	80
Niles 34	216	63	114	39
Niles 35	242	61	133	48
Niles 36	158	53	68	37
Niles 37	228	69	103	56
Niles 38	362	105	183	74
Niles 39	259	75	134	50
Niles 40	110	18	73	19
Niles 41	257	83	114	60
Niles 42	207	77	91	39
Niles 43	225	76	100	49
Niles 44	302	88	151	63
Niles 45	221	48	138	35
Niles 46	230	58	135	37
Niles 47	159	40	101	18
Niles 48	188	60	88	40
Niles 49	465	92	279	94
Niles 50	225	62	98	65
Niles 51	112	21	60	31
Niles 52	178	50	92	36
Niles 53	309	76	172	61
Niles 54	147	35	79	33
Niles 55	191	40	111	40
Niles 56	271	68	148	55
Niles 57	262	63	141	58
Niles 58	233	66	110	57
Niles 59	329	83	186	60
Niles 60	314	106	130	78
Niles 61	287	78	137	72
Niles 62	158	48	70	40
Niles 63	362	75	200	87
Niles 64	318	76	174	68
Northfield 1	181	49	81	51
Northfield 2	190	41	111	38
Northfield 3	142	37	61	44
Northfield 4	176	27	102	47
Northfield 5	157	28	96	33
Northfield 6	184	34	118	32
Northfield 7	289	47	190	52
Northfield 8	158	21	109	28
Northfield 9	135	29	86	20
Northfield 10	185	54	94	37
Northfield 11	92	24	49	19
Northfield 12	368	64	230	74
Northfield 13	162	39	102	21
Northfield 14	197	43	111	43
Northfield 15	191	30	131	30
Northfield 16	241	55	144	42
Northfield 17	166	41	89	36
Northfield 18	292	65	166	61
Northfield 19	242	53	153	36
Northfield 20	208	38	137	33
Northfield 21	345	55	215	75
Northfield 22	250	65	154	31
Northfield 23	140	38	74	28
Northfield 24	202	48	107	47
Northfield 25	183	44	102	37
Northfield 26	190	49	96	45
Northfield 27	167	51	71	45
Northfield 28	296	67	166	63
Northfield 29	163	23	111	29
Northfield 30	271	45	174	52
Northfield 31	231	34	155	42
Northfield 32	275	61	164	50
Northfield 33	80	23	37	20
Northfield 34	184	47	103	34
Northfield 35	188	37	110	41
Northfield 36	142	32	88	22
Northfield 37	202	43	130	29
Northfield 38	211	38	125	48
Northfield 39	109	34	50	25
Northfield 40	115	25	67	23
Northfield 41	240	54	128	58
Northfield 42	170	39	112	19
Northfield 43	225	52	132	41
Northfield 44	205	46	128	31
Northfield 45	239	41	163	35
Northfield 46	294	54	185	55
Northfield 47	297	64	160	73
Northfield 48	202	38	122	42
Northfield 49	168	30	109	29
Northfield 50	180	56	87	37
Northfield 51	431	76	264	91
Northfield 52	242	45	158	39
Northfield 53	282	57	169	56
Northfield 54	166	41	98	27
Northfield 55	241	67	139	35
Northfield 56	275	65	157	53
Northfield 57	157	40	75	42
Northfield 58	117	33	65	19
Northfield 59	148	40	72	36
Northfield 60	316	74	204	38
Northfield 61	144	33	87	24
Northfield 62	185	48	100	37
Norwood Park 1	170	67	63	40
Norwood Park 2	221	88	92	41
Norwood Park 3	192	49	103	40
Norwood Park 4	225	74	97	54
Norwood Park 5	196	70	96	30
Norwood Park 6	231	102	87	42
Norwood Park 7	175	79	68	28
Norwood Park 8	112	48	48	16
Norwood Park 9	137	55	49	33
Norwood Park 10	175	84	64	27
Norwood Park 11	281	65	167	49
Norwood Park 12	148	66	44	38
Norwood Park 13	141	52	62	27
Norwood Park 14	148	42	75	31
Norwood Park 15	133	51	52	30
Norwood Park 16	120	53	43	24
Norwood Park 17	190	69	75	46
Oak Park 1	303	66	176	61
Oak Park 2	494	61	373	60
Oak Park 3	563	92	381	90
Oak Park 4	431	73	298	60
Oak Park 5	510	62	385	63
Oak Park 6	428	106	224	98
Oak Park 7	307	39	230	38
Oak Park 8	444	66	331	47
Oak Park 9	251	40	178	33
Oak Park 10	465	44	375	46
Oak Park 11	365	68	258	39
Oak Park 12	197	28	128	41
Oak Park 13	379	76	227	76
Oak Park 14	463	43	367	53
Oak Park 15	522	100	338	84
Oak Park 16	624	77	445	102
Oak Park 17	606	87	414	105
Oak Park 18	352	36	267	49
Oak Park 19	400	72	245	83
Oak Park 20	514	77	340	97
Oak Park 21	244	60	144	40
Oak Park 22	235	44	134	57
Oak Park 23	375	60	245	70
Oak Park 24	315	33	260	22
Oak Park 25	384	57	269	58
Oak Park 26	405	50	314	41
Oak Park 27	125	27	79	19
Oak Park 28	429	99	241	89
Oak Park 29	414	59	294	61
Oak Park 30	480	124	273	83
Oak Park 31	666	93	456	117
Oak Park 32	276	56	175	45
Oak Park 33	353	64	202	87
Oak Park 34	322	50	216	56
Oak Park 35	465	87	317	61
Oak Park 36	508	67	357	84
Oak Park 37	226	47	129	50
Orland 1	219	61	108	50
Orland 2	202	60	98	44
Orland 3	102	45	41	16
Orland 4	117	28	61	28
Orland 5	110	44	40	26
Orland 6	114	30	64	20
Orland 7	86	43	33	10
Orland 8	152	51	67	34
Orland 9	189	63	85	41
Orland 10	175	41	96	38
Orland 11	119	40	55	24
Orland 12	72	27	29	16
Orland 13	230	73	116	41
Orland 14	164	53	75	36
Orland 15	183	55	93	35
Orland 16	121	36	62	23
Orland 17	117	35	60	22
Orland 18	230	64	127	39
Orland 19	114	37	59	18
Orland 20	70	27	28	15
Orland 21	199	54	111	34
Orland 22	167	50	84	33
Orland 23	149	37	85	27
Orland 24	148	51	75	22
Orland 25	272	82	138	52
Orland 26	157	51	76	30
Orland 27	109	37	51	21
Orland 28	105	25	56	24
Orland 29	195	51	99	45
Orland 30	95	27	52	16
Orland 31	106	34	50	22
Orland 32	94	26	54	14
Orland 33	129	30	69	30
Orland 34	184	63	86	35
Orland 35	196	55	105	36
Orland 36	219	79	85	55
Orland 37	237	86	123	28
Orland 38	77	21	35	21
Orland 39	138	35	73	30
Orland 40	156	54	68	34
Orland 41	149	42	73	34
Orland 42	204	64	115	25
Orland 43	184	52	94	38
Orland 44	137	35	83	19
Orland 45	163	56	84	23
Orland 46	128	35	64	29
Orland 47	214	72	96	46
Orland 48	155	48	73	34
Orland 49	109	35	52	22
Orland 50	132	42	61	29
Orland 51	212	50	126	36
Orland 52	169	47	86	36
Orland 53	200	40	122	38
Orland 54	203	58	104	41
Orland 55	159	32	98	29
Orland 56	134	35	78	21
Orland 57	163	30	94	39
Orland 58	177	41	104	32
Orland 59	167	48	86	33
Orland 60	130	30	70	30
Orland 61	145	31	85	29
Orland 62	172	41	87	44
Orland 63	176	42	101	33
Orland 64	194	71	93	30
Orland 65	158	41	82	35
Orland 66	161	38	87	36
Orland 67	91	29	46	16
Orland 68	94	26	46	22
Orland 69	113	36	53	24
Orland 70	188	57	88	43
Orland 71	168	47	87	34
Orland 72	150	51	67	32
Orland 73	189	60	88	41
Orland 74	126	31	75	20
Orland 75	195	56	99	40
Palatine 1	117	30	48	39
Palatine 2	192	31	110	51
Palatine 3	81	14	43	24
Palatine 4	65	20	31	14
Palatine 5	200	51	86	63
Palatine 6	180	40	94	46
Palatine 7	170	43	76	51
Palatine 8	162	36	90	36
Palatine 9	149	35	84	30
Palatine 10	141	35	72	34
Palatine 11	122	38	58	26
Palatine 12	113	22	61	30
Palatine 13	149	43	70	36
Palatine 14	144	38	74	32
Palatine 15	159	40	68	51
Palatine 16	78	32	28	18
Palatine 17	181	40	93	48
Palatine 18	130	31	65	34
Palatine 19	166	39	98	29
Palatine 20	118	46	33	39
Palatine 21	182	58	82	42
Palatine 22	158	40	78	40
Palatine 23	89	9	60	20
Palatine 24	163	50	82	31
Palatine 25	138	33	70	35
Palatine 26	197	56	96	45
Palatine 27	106	38	48	20
Palatine 28	123	24	65	34
Palatine 29	197	63	85	49
Palatine 30	131	37	57	37
Palatine 31	117	19	77	21
Palatine 32	116	28	67	21
Palatine 33	91	20	45	26
Palatine 34	177	31	94	52
Palatine 35	155	33	86	36
Palatine 36	136	34	83	19
Palatine 37	175	56	72	47
Palatine 38	117	13	76	28
Palatine 39	211	58	103	50
Palatine 40	211	35	119	57
Palatine 41	189	43	111	35
Palatine 42	187	47	104	36
Palatine 43	167	54	76	37
Palatine 44	133	30	72	31
Palatine 45	115	26	71	18
Palatine 46	175	40	109	26
Palatine 47	153	43	73	37
Palatine 48	138	31	84	23
Palatine 49	101	17	57	27
Palatine 50	238	44	133	61
Palatine 51	89	23	34	32
Palatine 52	128	26	70	32
Palatine 53	133	21	84	28
Palatine 54	237	44	141	52
Palatine 55	97	17	55	25
Palatine 56	151	36	72	43
Palatine 57	234	55	118	61
Palatine 58	127	34	48	45
Palatine 59	223	59	110	54
Palatine 60	134	42	58	34
Palatine 61	81	28	31	22
Palatine 62	108	31	52	25
Palatine 63	151	39	79	33
Palatine 64	129	31	58	40
Palatine 65	117	22	66	29
Palatine 66	155	49	59	47
Palatine 67	71	11	41	19
Palatine 68	105	14	67	24
Palatine 69	129	26	57	46
Palos 1	100	30	48	22
Palos 2	132	31	80	21
Palos 3	150	48	73	29
Palos 4	122	49	54	19
Palos 5	141	52	60	29
Palos 6	77	44	18	15
Palos 7	177	52	80	45
Palos 8	67	26	27	14
Palos 9	116	38	52	26
Palos 10	179	56	85	38
Palos 11	146	35	95	16
Palos 12	169	59	64	46
Palos 13	147	49	73	25
Palos 14	112	33	54	25
Palos 15	163	44	87	32
Palos 16	231	62	134	35
Palos 17	222	74	97	51
Palos 18	188	67	84	37
Palos 19	238	72	124	42
Palos 20	196	54	104	38
Palos 21	106	36	43	27
Palos 22	39	11	18	10
Palos 23	102	35	36	31
Palos 24	96	35	45	16
Palos 25	231	158	53	20
Palos 26	74	22	30	22
Palos 27	205	57	95	53
Palos 28	138	49	44	45
Palos 29	162	40	96	26
Palos 30	232	74	119	39
Palos 31	197	60	96	41
Palos 32	83	30	35	18
Palos 33	197	53	109	35
Palos 34	132	46	52	34
Palos 35	246	77	121	48
Palos 36	194	67	89	38
Palos 37	185	59	91	35
Palos 38	184	54	94	36
Palos 39	199	45	119	35
Proviso 1	191	47	115	29
Proviso 2	167	58	80	29
Proviso 3	265	112	88	65
Proviso 4	237	124	64	49
Proviso 5	251	137	76	38
Proviso 6	133	40	58	35
Proviso 7	64	27	20	17
Proviso 8	159	72	62	25
Proviso 9	225	113	78	34
Proviso 10	124	89	20	15
Proviso 11	156	94	41	21
Proviso 12	240	157	47	36
Proviso 13	141	70	37	34
Proviso 14	131	83	28	20
Proviso 15	141	80	31	30
Proviso 16	172	79	56	37
Proviso 17	148	76	47	25
Proviso 18	298	139	116	43
Proviso 19	216	122	58	36
Proviso 20	216	114	67	35
Proviso 21	186	31	102	53
Proviso 22	214	103	70	41
Proviso 23	103	31	53	19
Proviso 24	354	47	242	65
Proviso 25	261	36	148	77
Proviso 26	297	66	164	67
Proviso 27	271	72	139	60
Proviso 28	211	61	113	37
Proviso 29	306	75	161	70
Proviso 30	208	102	73	33
Proviso 31	140	89	32	19
Proviso 32	277	72	140	65
Proviso 33	298	146	102	50
Proviso 34	452	190	150	112
Proviso 35	231	76	120	35
Proviso 36	256	115	88	53
Proviso 37	172	91	50	31
Proviso 38	238	96	98	44
Proviso 39	243	104	86	53
Proviso 40	260	112	88	60
Proviso 41	193	100	62	31
Proviso 42	189	88	76	25
Proviso 43	188	100	61	27
Proviso 44	180	98	53	29
Proviso 45	229	104	67	58
Proviso 46	56	13	35	8
Proviso 47	142	69	54	19
Proviso 48	265	122	80	63
Proviso 49	152	61	61	30
Proviso 50	309	113	127	69
Proviso 51	222	77	102	43
Proviso 52	153	88	35	30
Proviso 53	218	107	80	31
Proviso 54	308	87	150	71
Proviso 55	228	37	152	39
Proviso 56	212	87	81	44
Proviso 57	174	59	79	36
Proviso 58	148	83	44	21
Proviso 59	165	63	64	38
Proviso 60	140	61	55	24
Proviso 61	279	74	147	58
Proviso 62	347	92	188	67
Proviso 63	267	69	131	67
Proviso 64	264	131	79	54
Proviso 65	202	71	91	40
Proviso 66	314	92	161	61
Proviso 67	374	95	196	83
Proviso 68	154	31	89	34
Proviso 69	210	92	71	47
Proviso 70	165	34	103	28
Proviso 71	365	151	134	80
Proviso 72	254	59	133	62
Proviso 73	237	58	135	44
Proviso 74	279	72	140	67
Proviso 75	237	56	126	55
Proviso 76	277	82	122	73
Proviso 77	117	38	57	22
Proviso 78	57	24	16	17
Proviso 79	222	95	87	40
Proviso 80	87	43	16	28
Proviso 81	172	72	66	34
Proviso 82	352	204	103	45
Proviso 83	295	150	104	41
Proviso 84	129	43	65	21
Proviso 85	250	81	116	53
Proviso 86	265	136	88	41
Proviso 87	275	189	51	35
Proviso 88	68	32	21	15
Proviso 89	193	61	99	33
Proviso 90	383	108	177	98
Proviso 91	187	88	68	31
Proviso 92	241	80	115	46
Proviso 93	142	53	55	34
Proviso 94	217	101	76	40
Proviso 95	210	109	62	39
Proviso 96	135	26	74	35
Proviso 97	286	63	154	69
Proviso 98	253	166	59	28
Proviso 99	229	116	72	41
Proviso 100	315	201	80	34
Proviso 101	158	61	72	25
Proviso 102	267	87	115	65
Rich 1	980	424	398	158
Rich 2	342	106	162	74
Rich 3	468	178	205	85
Rich 4	242	100	96	46
Rich 5	433	151	203	79
Rich 6	441	147	215	79
Rich 7	241	93	107	41
Rich 8	429	225	116	88
Rich 9	345	158	120	67
Rich 10	244	109	83	52
Rich 11	294	82	154	58
Rich 12	314	131	107	76
Rich 13	132	69	40	23
Rich 14	221	85	81	55
Rich 15	568	211	251	106
Rich 16	173	66	70	37
Rich 17	197	75	92	30
Rich 18	277	133	77	67
Rich 19	147	46	75	26
Rich 20	326	105	152	69
Rich 21	326	160	95	71
Rich 22	233	84	93	56
Rich 23	369	150	122	97
Rich 24	306	120	113	73
Rich 25	442	183	169	90
Rich 26	297	133	96	68
Rich 27	297	127	115	55
Rich 28	269	124	85	60
Rich 29	279	68	157	54
Rich 30	423	193	151	79
Rich 31	254	46	159	49
Rich 32	350	132	158	60
Rich 33	223	51	127	45
Rich 34	311	120	118	73
Rich 35	270	85	119	66
Rich 36	695	282	271	142
Rich 37	232	117	76	39
Rich 38	220	102	73	45
Rich 39	376	120	178	78
Rich 40	266	118	92	56
Rich 41	233	90	93	50
Rich 42	284	139	91	54
Rich 43	312	141	94	77
Rich 44	229	113	76	40
Rich 45	444	160	193	91
Rich 46	397	169	143	85
Rich 47	474	214	185	75
Rich 48	342	169	102	71
Rich 49	169	74	61	34
Rich 50	71	27	25	19
Rich 51	254	117	89	48
River Forest 1	323	56	194	73
River Forest 2	220	28	165	27
River Forest 3	281	70	164	47
River Forest 4	306	41	207	58
River Forest 5	222	30	153	39
River Forest 6	202	35	124	43
River Forest 7	309	40	226	43
River Forest 8	394	56	278	60
Riverside 1	335	80	191	64
Riverside 2	13	9	3	1
Riverside 3	164	40	95	29
Riverside 4	407	80	243	84
Riverside 5	176	36	95	45
Riverside 6	160	46	75	39
Riverside 7	159	67	59	33
Riverside 8	330	55	198	77
Riverside 9	265	49	165	51
Riverside 10	307	65	190	52
Riverside 11	320	64	181	75
Riverside 12	155	43	76	36
Riverside 13	209	73	101	35
Schaumburg 1	271	85	132	54
Schaumburg 2	205	63	78	64
Schaumburg 3	150	50	56	44
Schaumburg 4	109	41	33	35
Schaumburg 5	107	31	52	24
Schaumburg 6	135	43	58	34
Schaumburg 7	86	34	30	22
Schaumburg 8	126	41	48	37
Schaumburg 9	134	44	52	38
Schaumburg 10	85	44	30	11
Schaumburg 11	111	29	56	26
Schaumburg 12	118	36	48	34
Schaumburg 13	96	36	40	20
Schaumburg 14	172	52	90	30
Schaumburg 15	122	43	56	23
Schaumburg 16	167	56	69	42
Schaumburg 17	140	43	65	32
Schaumburg 18	120	45	42	33
Schaumburg 19	109	39	42	28
Schaumburg 20	119	31	55	33
Schaumburg 21	177	47	86	44
Schaumburg 22	152	57	58	37
Schaumburg 23	156	48	63	45
Schaumburg 24	176	59	75	42
Schaumburg 25	139	43	65	31
Schaumburg 26	151	48	61	42
