Precinct	total_votes	votes|Maria Pappas
48045	393	393
48046	333	333
49001	316	316
49002	356	356
49003	560	560
49004	615	615
49005	516	516
49006	484	484
49007	540	540
49008	414	414
49009	545	545
49010	496	496
49011	585	585
49012	693	693
49013	593	593
49014	434	434
49015	367	367
49016	494	494
49017	348	348
49018	678	678
49019	462	462
49020	753	753
49021	302	302
49022	480	480
49023	692	692
49024	430	430
49025	671	671
49026	560	560
49027	569	569
49028	685	685
49029	619	619
49030	581	581
49031	392	392
49032	492	492
49033	419	419
50001	283	283
50002	206	206
50003	273	273
50004	361	361
50005	199	199
50006	402	402
50007	423	423
50008	369	369
50009	301	301
50010	271	271
50011	165	165
50012	141	141
50013	406	406
50014	104	104
50015	424	424
50016	103	103
50017	314	314
50018	76	76
50019	219	219
50020	336	336
50021	315	315
50022	254	254
50023	218	218
50024	213	213
50025	282	282
50026	305	305
50027	89	89
50028	371	371
50029	312	312
50030	245	245
50031	454	454
50032	402	402
50033	229	229
50034	455	455
50035	480	480
50036	327	327
50037	400	400
50038	146	146
50039	187	187
50040	248	248
Barrington 1	427	427
Barrington 2	423	423
Barrington 3	414	414
Barrington 4	539	539
Barrington 5	355	355
Barrington 6	538	538
Barrington 7	128	128
Barrington 8	580	580
Barrington 9	326	326
Barrington 10	599	599
Barrington 11	287	287
Berwyn Ward 1 Precinct 1	322	322
Berwyn Ward 1 Precinct 2	350	350
Berwyn Ward 1 Precinct 3	570	570
Berwyn Ward 1 Precinct 4	334	334
Berwyn Ward 1 Precinct 5	322	322
Berwyn Ward 2 Precinct 1	261	261
Berwyn Ward 2 Precinct 2	335	335
Berwyn Ward 2 Precinct 3	471	471
Berwyn Ward 2 Precinct 4	589	589
Berwyn Ward 3 Precinct 1	398	398
Berwyn Ward 3 Precinct 2	304	304
Berwyn Ward 3 Precinct 3	313	313
Berwyn Ward 3 Precinct 4	402	402
Berwyn Ward 3 Precinct 5	533	533
Berwyn Ward 4 Precinct 1	257	257
Berwyn Ward 4 Precinct 2	419	419
Berwyn Ward 4 Precinct 3	491	491
Berwyn Ward 4 Precinct 4	269	269
Berwyn Ward 5 Precinct 1	628	628
Berwyn Ward 5 Precinct 2	386	386
Berwyn Ward 5 Precinct 3	348	348
Berwyn Ward 6 Precinct 1	215	215
Berwyn Ward 6 Precinct 2	295	295
Berwyn Ward 6 Precinct 3	397	397
Berwyn Ward 6 Precinct 4	467	467
Berwyn Ward 7 Precinct 1	359	359
Berwyn Ward 7 Precinct 2	387	387
Berwyn Ward 7 Precinct 3	441	441
Berwyn Ward 7 Precinct 4	538	538
Berwyn Ward 8 Precinct 1	637	637
Berwyn Ward 8 Precinct 2	389	389
Berwyn Ward 8 Precinct 3	268	268
Bloom 1	522	522
Bloom 2	493	493
Bloom 3	342	342
Bloom 4	366	366
Bloom 5	306	306
Bloom 6	186	186
Bloom 7	441	441
Bloom 8	383	383
Bloom 9	305	305
Bloom 10	187	187
Bloom 11	234	234
Bloom 12	441	441
Bloom 13	745	745
Bloom 14	623	623
Bloom 15	317	317
Bloom 16	435	435
Bloom 17	359	359
Bloom 18	393	393
Bloom 19	465	465
Bloom 20	414	414
Bloom 21	120	120
Bloom 22	357	357
Bloom 23	435	435
Bloom 24	734	734
Bloom 25	303	303
Bloom 26	284	284
Bloom 27	423	423
Bloom 28	383	383
Bloom 29	176	176
Bloom 30	561	561
Bloom 31	386	386
Bloom 32	340	340
Bloom 33	417	417
Bloom 34	284	284
Bloom 35	230	230
Bloom 36	613	613
Bloom 37	303	303
Bloom 38	1060	1060
Bloom 39	306	306
Bloom 40	313	313
Bloom 41	605	605
Bloom 42	441	441
Bloom 43	468	468
Bloom 44	488	488
Bloom 45	671	671
Bloom 46	328	328
Bloom 47	567	567
Bloom 48	374	374
Bloom 49	534	534
Bloom 50	423	423
Bloom 51	219	219
Bloom 52	327	327
Bloom 53	209	209
Bloom 54	398	398
Bloom 55	358	358
Bloom 56	331	331
Bloom 57	375	375
Bloom 58	340	340
Bloom 59	351	351
Bloom 60	412	412
Bloom 61	322	322
Bremen 1	411	411
Bremen 2	407	407
Bremen 3	305	305
Bremen 4	370	370
Bremen 5	249	249
Bremen 6	286	286
Bremen 7	267	267
Bremen 8	360	360
Bremen 9	287	287
Bremen 10	421	421
Bremen 11	430	430
Bremen 12	340	340
Bremen 13	399	399
Bremen 14	300	300
Bremen 15	284	284
Bremen 16	342	342
Bremen 17	395	395
Bremen 18	469	469
Bremen 19	163	163
Bremen 20	279	279
Bremen 21	477	477
Bremen 22	268	268
Bremen 23	150	150
Bremen 24	283	283
Bremen 25	456	456
Bremen 26	431	431
Bremen 27	421	421
Bremen 28	266	266
Bremen 29	645	645
Bremen 30	346	346
Bremen 31	433	433
Bremen 32	417	417
Bremen 33	313	313
Bremen 34	419	419
Bremen 35	285	285
Bremen 36	233	233
Bremen 37	221	221
Bremen 38	357	357
Bremen 39	285	285
Bremen 40	687	687
Bremen 41	234	234
Bremen 42	422	422
Bremen 43	290	290
Bremen 44	375	375
Bremen 45	211	211
Bremen 46	336	336
Bremen 47	397	397
Bremen 48	361	361
Bremen 49	405	405
Bremen 50	357	357
Bremen 51	577	577
Bremen 52	284	284
Bremen 53	218	218
Bremen 54	263	263
Bremen 55	338	338
Bremen 56	507	507
Bremen 57	347	347
Bremen 58	434	434
Bremen 59	359	359
Bremen 60	303	303
Bremen 61	333	333
Bremen 62	404	404
Bremen 63	594	594
Bremen 64	458	458
Bremen 65	204	204
Bremen 66	388	388
Bremen 67	441	441
Bremen 68	203	203
Bremen 69	415	415
Bremen 70	285	285
Bremen 71	333	333
Bremen 72	249	249
Bremen 73	381	381
Bremen 74	403	403
Bremen 75	518	518
Bremen 76	287	287
Bremen 77	534	534
Bremen 78	416	416
Bremen 79	361	361
Bremen 80	423	423
Calumet 1	416	416
Calumet 2	377	377
Calumet 3	445	445
Calumet 4	386	386
Calumet 5	389	389
Calumet 6	638	638
Calumet 7	486	486
Calumet 8	283	283
Calumet 9	350	350
Calumet 10	481	481
Calumet 11	650	650
Calumet 12	343	343
Cicero 1	473	473
Cicero 2	234	234
Cicero 3	307	307
Cicero 4	340	340
Cicero 5	483	483
Cicero 6	409	409
Cicero 7	282	282
Cicero 8	233	233
Cicero 9	405	405
Cicero 10	465	465
Cicero 11	430	430
Cicero 12	334	334
Cicero 13	372	372
Cicero 14	365	365
Cicero 15	420	420
Cicero 16	297	297
Cicero 17	457	457
Cicero 18	253	253
Cicero 19	534	534
Cicero 20	282	282
Cicero 21	393	393
Cicero 22	329	329
Cicero 23	506	506
Cicero 24	456	456
Cicero 25	366	366
Cicero 26	276	276
Cicero 27	405	405
Cicero 28	390	390
Cicero 29	366	366
Cicero 30	351	351
Cicero 31	301	301
Cicero 32	345	345
Elk Grove 1	379	379
Elk Grove 2	350	350
Elk Grove 3	458	458
Elk Grove 4	396	396
Elk Grove 5	593	593
Elk Grove 6	305	305
Elk Grove 7	502	502
Elk Grove 8	327	327
Elk Grove 9	394	394
Elk Grove 10	595	595
Elk Grove 11	458	458
Elk Grove 12	248	248
Elk Grove 13	387	387
Elk Grove 14	460	460
Elk Grove 15	295	295
Elk Grove 16	455	455
Elk Grove 17	364	364
Elk Grove 18	546	546
Elk Grove 19	493	493
Elk Grove 20	417	417
Elk Grove 21	346	346
Elk Grove 22	414	414
Elk Grove 23	638	638
Elk Grove 24	340	340
Elk Grove 25	345	345
Elk Grove 26	317	317
Elk Grove 27	473	473
Elk Grove 28	362	362
Elk Grove 29	362	362
Elk Grove 30	348	348
Elk Grove 31	258	258
Elk Grove 32	258	258
Elk Grove 33	235	235
Elk Grove 34	703	703
Elk Grove 35	330	330
Elk Grove 36	267	267
Elk Grove 37	463	463
Elk Grove 38	283	283
Elk Grove 39	536	536
Elk Grove 40	379	379
Elk Grove 41	289	289
Elk Grove 42	350	350
Elk Grove 43	398	398
Elk Grove 44	320	320
Elk Grove 45	333	333
Elk Grove 46	275	275
Elk Grove 47	510	510
Elk Grove 48	305	305
Elk Grove 49	416	416
Elk Grove 50	215	215
Elk Grove 51	533	533
Elk Grove 52	218	218
Evanston Ward 1 Precinct 1	459	459
Evanston Ward 1 Precinct 2	655	655
Evanston Ward 1 Precinct 3	614	614
Evanston Ward 1 Precinct 4	904	904
Evanston Ward 2 Precinct 1	1132	1132
Evanston Ward 2 Precinct 2	454	454
Evanston Ward 2 Precinct 3	579	579
Evanston Ward 2 Precinct 4	762	762
Evanston Ward 2 Precinct 5	536	536
Evanston Ward 3 Precinct 1	670	670
Evanston Ward 3 Precinct 2	769	769
Evanston Ward 3 Precinct 3	719	719
Evanston Ward 3 Precinct 4	351	351
Evanston Ward 3 Precinct 5	711	711
Evanston Ward 3 Precinct 6	617	617
Evanston Ward 3 Precinct 7	549	549
Evanston Ward 4 Precinct 1	378	378
Evanston Ward 4 Precinct 2	574	574
Evanston Ward 4 Precinct 3	470	470
Evanston Ward 4 Precinct 4	936	936
Evanston Ward 4 Precinct 5	351	351
Evanston Ward 4 Precinct 6	804	804
Evanston Ward 5 Precinct 1	534	534
Evanston Ward 5 Precinct 2	835	835
Evanston Ward 5 Precinct 3	595	595
Evanston Ward 5 Precinct 4	329	329
Evanston Ward 6 Precinct 1	951	951
Evanston Ward 6 Precinct 2	499	499
Evanston Ward 6 Precinct 3	532	532
Evanston Ward 6 Precinct 4	659	659
Evanston Ward 6 Precinct 5	822	822
Evanston Ward 6 Precinct 6	437	437
Evanston Ward 6 Precinct 7	786	786
Evanston Ward 7 Precinct 1	947	947
Evanston Ward 7 Precinct 2	1014	1014
Evanston Ward 7 Precinct 3	386	386
Evanston Ward 7 Precinct 4	468	468
Evanston Ward 7 Precinct 5	823	823
Evanston Ward 7 Precinct 6	45	45
Evanston Ward 8 Precinct 1	702	702
Evanston Ward 8 Precinct 2	546	546
Evanston Ward 8 Precinct 3	467	467
Evanston Ward 8 Precinct 4	615	615
Evanston Ward 8 Precinct 5	745	745
Evanston Ward 9 Precinct 1	489	489
Evanston Ward 9 Precinct 2	583	583
Evanston Ward 9 Precinct 3	840	840
Evanston Ward 9 Precinct 4	736	736
Evanston Ward 9 Precinct 5	422	422
Evanston Ward 9 Precinct 6	560	560
Hanover 1	557	557
Hanover 2	408	408
Hanover 3	200	200
Hanover 4	392	392
Hanover 5	391	391
Hanover 6	336	336
Hanover 7	446	446
Hanover 8	345	345
Hanover 9	421	421
Hanover 10	251	251
Hanover 11	408	408
Hanover 12	265	265
Hanover 13	292	292
Hanover 14	509	509
Hanover 15	312	312
Hanover 16	522	522
Hanover 17	304	304
Hanover 18	389	389
Hanover 19	320	320
Hanover 20	594	594
Hanover 21	226	226
Hanover 22	369	369
Hanover 23	416	416
Hanover 24	414	414
Hanover 25	375	375
Hanover 26	581	581
Hanover 27	1167	1167
Hanover 28	553	553
Hanover 29	265	265
Hanover 30	427	427
Hanover 31	297	297
Hanover 32	342	342
Hanover 33	394	394
Hanover 34	495	495
Hanover 35	414	414
Hanover 36	319	319
Hanover 37	558	558
Hanover 38	440	440
Hanover 39	467	467
Hanover 40	488	488
Hanover 41	630	630
Hanover 42	423	423
Hanover 43	452	452
Hanover 44	492	492
Lemont 1	344	344
Lemont 2	301	301
Lemont 3	461	461
Lemont 4	402	402
Lemont 5	423	423
Lemont 6	437	437
Lemont 7	377	377
Lemont 8	476	476
Lemont 9	236	236
Lemont 10	333	333
Lemont 11	525	525
Lemont 12	504	504
Lemont 13	492	492
Lemont 14	394	394
Leyden 1	283	283
Leyden 2	187	187
Leyden 3	454	454
Leyden 4	355	355
Leyden 5	352	352
Leyden 6	496	496
Leyden 7	211	211
Leyden 8	469	469
Leyden 9	492	492
Leyden 10	509	509
Leyden 11	383	383
Leyden 12	336	336
Leyden 13	447	447
Leyden 14	316	316
Leyden 15	447	447
Leyden 16	415	415
Leyden 17	327	327
Leyden 18	224	224
Leyden 19	398	398
Leyden 20	196	196
Leyden 21	275	275
Leyden 22	289	289
Leyden 23	694	694
Leyden 24	397	397
Leyden 25	228	228
Leyden 26	609	609
Leyden 27	76	76
Leyden 28	206	206
Leyden 29	265	265
Leyden 30	428	428
Leyden 31	408	408
Leyden 32	453	453
Leyden 33	386	386
Leyden 34	295	295
Leyden 35	206	206
Leyden 36	374	374
Leyden 37	253	253
Leyden 38	147	147
Leyden 39	287	287
Leyden 40	366	366
Leyden 41	219	219
Leyden 42	354	354
Leyden 43	303	303
Leyden 44	326	326
Leyden 45	268	268
Leyden 46	320	320
Leyden 47	311	311
Leyden 48	404	404
Leyden 49	573	573
Leyden 50	534	534
Lyons 1	48	48
Lyons 2	370	370
Lyons 3	343	343
Lyons 4	685	685
Lyons 5	441	441
Lyons 6	299	299
Lyons 7	452	452
Lyons 8	256	256
Lyons 9	560	560
Lyons 10	396	396
Lyons 11	343	343
Lyons 12	280	280
Lyons 13	197	197
Lyons 14	535	535
Lyons 15	503	503
Lyons 16	820	820
Lyons 17	269	269
Lyons 18	382	382
Lyons 19	386	386
Lyons 20	721	721
Lyons 21	712	712
Lyons 22	287	287
Lyons 23	430	430
Lyons 24	357	357
Lyons 25	402	402
Lyons 26	267	267
Lyons 27	353	353
Lyons 28	513	513
Lyons 29	307	307
Lyons 30	62	62
Lyons 31	396	396
Lyons 32	192	192
Lyons 33	141	141
Lyons 34	192	192
Lyons 35	321	321
Lyons 36	371	371
Lyons 37	283	283
Lyons 38	194	194
Lyons 39	445	445
Lyons 40	350	350
Lyons 41	237	237
Lyons 42	405	405
Lyons 43	386	386
Lyons 44	656	656
Lyons 45	615	615
Lyons 46	302	302
Lyons 47	437	437
Lyons 48	401	401
Lyons 49	260	260
Lyons 50	481	481
Lyons 51	302	302
Lyons 52	457	457
Lyons 53	407	407
Lyons 54	226	226
Lyons 55	469	469
Lyons 56	557	557
Lyons 57	455	455
Lyons 58	265	265
Lyons 59	336	336
Lyons 60	645	645
Lyons 61	417	417
Lyons 62	187	187
Lyons 63	529	529
Lyons 64	385	385
Lyons 65	526	526
Lyons 66	277	277
Lyons 67	434	434
Lyons 68	311	311
Lyons 69	541	541
Lyons 70	366	366
Lyons 71	173	173
Lyons 72	560	560
Lyons 73	412	412
Lyons 74	193	193
Lyons 75	267	267
Lyons 76	269	269
Lyons 77	288	288
Lyons 78	258	258
Maine 1	280	280
Maine 2	330	330
Maine 3	186	186
Maine 4	414	414
Maine 5	469	469
Maine 6	599	599
Maine 7	297	297
Maine 8	439	439
Maine 9	689	689
Maine 10	315	315
Maine 11	288	288
Maine 12	310	310
Maine 13	418	418
Maine 14	533	533
Maine 15	242	242
Maine 16	303	303
Maine 17	414	414
Maine 18	372	372
Maine 19	271	271
Maine 20	240	240
Maine 21	533	533
Maine 22	546	546
Maine 23	340	340
Maine 24	576	576
Maine 25	462	462
Maine 26	407	407
Maine 27	312	312
Maine 28	208	208
Maine 29	592	592
Maine 30	969	969
Maine 31	395	395
Maine 32	234	234
Maine 33	275	275
Maine 34	520	520
Maine 35	397	397
Maine 36	371	371
Maine 37	386	386
Maine 38	290	290
Maine 39	355	355
Maine 40	353	353
Maine 41	301	301
Maine 42	624	624
Maine 43	310	310
Maine 44	281	281
Maine 45	181	181
Maine 46	381	381
Maine 47	421	421
Maine 48	500	500
Maine 49	392	392
Maine 50	392	392
Maine 51	357	357
Maine 52	385	385
Maine 53	353	353
Maine 54	411	411
Maine 55	311	311
Maine 56	471	471
Maine 57	246	246
Maine 58	398	398
Maine 59	367	367
Maine 60	655	655
Maine 61	241	241
Maine 62	197	197
Maine 63	298	298
Maine 64	286	286
Maine 65	248	248
Maine 66	168	168
Maine 67	533	533
Maine 68	286	286
Maine 69	343	343
Maine 70	431	431
Maine 71	198	198
Maine 72	306	306
Maine 73	122	122
Maine 74	326	326
Maine 75	324	324
Maine 76	206	206
Maine 77	626	626
Maine 78	341	341
Maine 79	364	364
Maine 80	390	390
Maine 81	207	207
Maine 82	370	370
Maine 83	276	276
Maine 84	193	193
Maine 85	226	226
Maine 86	343	343
Maine 87	257	257
Maine 88	229	229
Maine 89	263	263
Maine 90	214	214
Maine 91	572	572
Maine 92	266	266
New Trier 1	772	772
New Trier 2	839	839
New Trier 3	567	567
New Trier 4	684	684
New Trier 5	444	444
New Trier 6	375	375
New Trier 7	517	517
New Trier 8	373	373
New Trier 9	487	487
New Trier 10	468	468
New Trier 11	553	553
New Trier 12	520	520
New Trier 13	680	680
New Trier 14	543	543
New Trier 15	652	652
New Trier 16	641	641
New Trier 17	534	534
New Trier 18	384	384
New Trier 19	283	283
New Trier 20	662	662
New Trier 21	600	600
New Trier 22	425	425
New Trier 23	408	408
New Trier 24	671	671
New Trier 25	424	424
New Trier 26	422	422
New Trier 27	550	550
New Trier 28	410	410
New Trier 29	465	465
New Trier 30	594	594
New Trier 31	591	591
New Trier 32	479	479
New Trier 33	667	667
New Trier 34	427	427
New Trier 35	329	329
New Trier 36	691	691
New Trier 37	545	545
New Trier 38	576	576
New Trier 39	376	376
New Trier 40	307	307
New Trier 41	397	397
Niles 1	444	444
Niles 2	485	485
Niles 3	728	728
Niles 4	335	335
Niles 5	250	250
Niles 6	392	392
Niles 7	712	712
Niles 8	257	257
Niles 9	312	312
Niles 10	487	487
Niles 11	252	252
Niles 12	342	342
Niles 13	507	507
Niles 14	639	639
Niles 15	525	525
Niles 16	627	627
Niles 17	597	597
Niles 18	316	316
Niles 19	511	511
Niles 20	419	419
Niles 21	733	733
Niles 22	438	438
Niles 23	500	500
Niles 24	530	530
Niles 25	284	284
Niles 26	515	515
Niles 27	414	414
Niles 28	550	550
Niles 29	305	305
Niles 30	355	355
Niles 31	520	520
Niles 32	253	253
Niles 33	614	614
Niles 34	451	451
Niles 35	536	536
Niles 36	320	320
Niles 37	492	492
Niles 38	715	715
Niles 39	548	548
Niles 40	227	227
Niles 41	560	560
Niles 42	443	443
Niles 43	571	571
Niles 44	556	556
Niles 45	387	387
Niles 46	560	560
Niles 47	304	304
Niles 48	426	426
Niles 49	735	735
Niles 50	505	505
Niles 51	248	248
Niles 52	360	360
Niles 53	682	682
Niles 54	287	287
Niles 55	338	338
Niles 56	577	577
Niles 57	522	522
Niles 58	491	491
Niles 59	691	691
Niles 60	626	626
Niles 61	622	622
Niles 62	297	297
Niles 63	597	597
Niles 64	612	612
Northfield 1	488	488
Northfield 2	460	460
Northfield 3	376	376
Northfield 4	434	434
Northfield 5	324	324
Northfield 6	431	431
Northfield 7	652	652
Northfield 8	476	476
Northfield 9	359	359
Northfield 10	421	421
Northfield 11	282	282
Northfield 12	747	747
Northfield 13	391	391
Northfield 14	403	403
Northfield 15	396	396
Northfield 16	568	568
Northfield 17	436	436
Northfield 18	674	674
Northfield 19	511	511
Northfield 20	507	507
Northfield 21	722	722
Northfield 22	562	562
Northfield 23	334	334
Northfield 24	455	455
Northfield 25	428	428
Northfield 26	420	420
Northfield 27	484	484
Northfield 28	784	784
Northfield 29	395	395
Northfield 30	541	541
Northfield 31	559	559
Northfield 32	663	663
Northfield 33	245	245
Northfield 34	343	343
Northfield 35	449	449
Northfield 36	323	323
Northfield 37	499	499
Northfield 38	389	389
Northfield 39	245	245
Northfield 40	286	286
Northfield 41	461	461
Northfield 42	416	416
Northfield 43	549	549
Northfield 44	379	379
Northfield 45	600	600
Northfield 46	679	679
Northfield 47	666	666
Northfield 48	449	449
Northfield 49	399	399
Northfield 50	588	588
Northfield 51	1148	1148
Northfield 52	474	474
Northfield 53	533	533
Northfield 54	444	444
Northfield 55	520	520
Northfield 56	613	613
Northfield 57	325	325
Northfield 58	263	263
Northfield 59	449	449
Northfield 60	684	684
Northfield 61	358	358
Northfield 62	519	519
Norwood Park 1	380	380
Norwood Park 2	397	397
Norwood Park 3	461	461
Norwood Park 4	466	466
Norwood Park 5	341	341
Norwood Park 6	497	497
Norwood Park 7	278	278
Norwood Park 8	248	248
Norwood Park 9	241	241
Norwood Park 10	258	258
Norwood Park 11	593	593
Norwood Park 12	347	347
Norwood Park 13	290	290
Norwood Park 14	352	352
Norwood Park 15	306	306
Norwood Park 16	270	270
Norwood Park 17	365	365
Oak Park 1	498	498
Oak Park 2	814	814
Oak Park 3	845	845
Oak Park 4	709	709
Oak Park 5	751	751
Oak Park 6	832	832
Oak Park 7	531	531
Oak Park 8	662	662
Oak Park 9	423	423
Oak Park 10	638	638
Oak Park 11	599	599
Oak Park 12	361	361
Oak Park 13	642	642
Oak Park 14	704	704
Oak Park 15	842	842
Oak Park 16	917	917
Oak Park 17	945	945
Oak Park 18	577	577
Oak Park 19	700	700
Oak Park 20	932	932
Oak Park 21	491	491
Oak Park 22	491	491
Oak Park 23	647	647
Oak Park 24	457	457
Oak Park 25	636	636
Oak Park 26	594	594
Oak Park 27	183	183
Oak Park 28	868	868
Oak Park 29	601	601
Oak Park 30	785	785
Oak Park 31	1024	1024
Oak Park 32	448	448
Oak Park 33	605	605
Oak Park 34	549	549
Oak Park 35	777	777
Oak Park 36	797	797
Oak Park 37	429	429
Orland 1	594	594
Orland 2	442	442
Orland 3	232	232
Orland 4	260	260
Orland 5	272	272
Orland 6	264	264
Orland 7	217	217
Orland 8	309	309
Orland 9	459	459
Orland 10	402	402
Orland 11	264	264
Orland 12	173	173
Orland 13	579	579
Orland 14	390	390
Orland 15	480	480
Orland 16	331	331
Orland 17	284	284
Orland 18	501	501
Orland 19	265	265
Orland 20	203	203
Orland 21	451	451
Orland 22	373	373
Orland 23	316	316
Orland 24	334	334
Orland 25	623	623
Orland 26	321	321
Orland 27	262	262
Orland 28	249	249
Orland 29	525	525
Orland 30	246	246
Orland 31	272	272
Orland 32	230	230
Orland 33	315	315
Orland 34	421	421
Orland 35	386	386
Orland 36	483	483
Orland 37	422	422
Orland 38	226	226
Orland 39	309	309
Orland 40	413	413
Orland 41	339	339
Orland 42	448	448
Orland 43	370	370
Orland 44	336	336
Orland 45	370	370
Orland 46	304	304
Orland 47	532	532
Orland 48	375	375
Orland 49	285	285
Orland 50	305	305
Orland 51	440	440
Orland 52	386	386
Orland 53	297	297
Orland 54	505	505
Orland 55	276	276
Orland 56	279	279
Orland 57	373	373
Orland 58	401	401
Orland 59	381	381
Orland 60	288	288
Orland 61	312	312
Orland 62	410	410
Orland 63	415	415
Orland 64	467	467
Orland 65	339	339
Orland 66	345	345
Orland 67	268	268
Orland 68	302	302
Orland 69	228	228
Orland 70	516	516
Orland 71	322	322
Orland 72	310	310
Orland 73	513	513
Orland 74	258	258
Orland 75	417	417
Palatine 1	317	317
Palatine 2	605	605
Palatine 3	298	298
Palatine 4	263	263
Palatine 5	542	542
Palatine 6	535	535
Palatine 7	483	483
Palatine 8	511	511
Palatine 9	375	375
Palatine 10	473	473
Palatine 11	372	372
Palatine 12	376	376
Palatine 13	370	370
Palatine 14	433	433
Palatine 15	521	521
Palatine 16	307	307
Palatine 17	442	442
Palatine 18	320	320
Palatine 19	445	445
Palatine 20	411	411
Palatine 21	557	557
Palatine 22	435	435
Palatine 23	265	265
Palatine 24	529	529
Palatine 25	373	373
Palatine 26	569	569
Palatine 27	330	330
Palatine 28	302	302
Palatine 29	562	562
Palatine 30	353	353
Palatine 31	337	337
Palatine 32	405	405
Palatine 33	279	279
Palatine 34	528	528
Palatine 35	407	407
Palatine 36	381	381
Palatine 37	517	517
Palatine 38	389	389
Palatine 39	580	580
Palatine 40	629	629
Palatine 41	584	584
Palatine 42	576	576
Palatine 43	403	403
Palatine 44	435	435
Palatine 45	356	356
Palatine 46	478	478
Palatine 47	458	458
Palatine 48	338	338
Palatine 49	278	278
Palatine 50	633	633
Palatine 51	251	251
Palatine 52	414	414
Palatine 53	335	335
Palatine 54	571	571
Palatine 55	305	305
Palatine 56	495	495
Palatine 57	621	621
Palatine 58	381	381
Palatine 59	596	596
Palatine 60	441	441
Palatine 61	258	258
Palatine 62	358	358
Palatine 63	436	436
Palatine 64	410	410
Palatine 65	385	385
Palatine 66	537	537
Palatine 67	298	298
Palatine 68	361	361
Palatine 69	419	419
Palos 1	220	220
Palos 2	287	287
Palos 3	303	303
Palos 4	302	302
Palos 5	244	244
Palos 6	206	206
Palos 7	428	428
Palos 8	141	141
Palos 9	286	286
Palos 10	404	404
Palos 11	380	380
Palos 12	344	344
Palos 13	349	349
Palos 14	251	251
Palos 15	335	335
Palos 16	470	470
Palos 17	471	471
Palos 18	441	441
Palos 19	475	475
Palos 20	423	423
Palos 21	256	256
Palos 22	67	67
Palos 23	249	249
Palos 24	225	225
Palos 25	433	433
Palos 26	232	232
Palos 27	416	416
Palos 28	351	351
Palos 29	377	377
Palos 30	463	463
Palos 31	407	407
Palos 32	207	207
Palos 33	449	449
Palos 34	270	270
Palos 35	465	465
Palos 36	438	438
Palos 37	412	412
Palos 38	354	354
Palos 39	408	408
Proviso 1	367	367
Proviso 2	361	361
Proviso 3	529	529
Proviso 4	488	488
Proviso 5	490	490
Proviso 6	326	326
Proviso 7	98	98
Proviso 8	316	316
Proviso 9	436	436
Proviso 10	346	346
Proviso 11	325	325
Proviso 12	497	497
Proviso 13	437	437
Proviso 14	280	280
Proviso 15	377	377
Proviso 16	406	406
Proviso 17	321	321
Proviso 18	610	610
Proviso 19	486	486
Proviso 20	430	430
Proviso 21	385	385
Proviso 22	386	386
Proviso 23	200	200
Proviso 24	663	663
Proviso 25	537	537
Proviso 26	572	572
Proviso 27	505	505
Proviso 28	473	473
Proviso 29	602	602
Proviso 30	523	523
Proviso 31	320	320
Proviso 32	534	534
Proviso 33	562	562
Proviso 34	790	790
Proviso 35	515	515
Proviso 36	471	471
Proviso 37	334	334
Proviso 38	439	439
Proviso 39	548	548
Proviso 40	475	475
Proviso 41	413	413
Proviso 42	312	312
Proviso 43	320	320
Proviso 44	349	349
Proviso 45	432	432
Proviso 46	126	126
Proviso 47	260	260
Proviso 48	574	574
Proviso 49	342	342
Proviso 50	682	682
Proviso 51	501	501
Proviso 52	326	326
Proviso 53	484	484
Proviso 54	689	689
Proviso 55	420	420
Proviso 56	360	360
Proviso 57	402	402
Proviso 58	300	300
Proviso 59	394	394
Proviso 60	329	329
Proviso 61	568	568
Proviso 62	606	606
Proviso 63	521	521
Proviso 64	491	491
Proviso 65	392	392
Proviso 66	615	615
Proviso 67	738	738
Proviso 68	316	316
Proviso 69	371	371
Proviso 70	385	385
Proviso 71	778	778
Proviso 72	437	437
Proviso 73	463	463
Proviso 74	537	537
Proviso 75	513	513
Proviso 76	558	558
Proviso 77	281	281
Proviso 78	117	117
Proviso 79	399	399
Proviso 80	298	298
Proviso 81	380	380
Proviso 82	669	669
Proviso 83	583	583
Proviso 84	298	298
Proviso 85	501	501
Proviso 86	473	473
Proviso 87	468	468
Proviso 88	203	203
Proviso 89	363	363
Proviso 90	736	736
Proviso 91	388	388
Proviso 92	588	588
Proviso 93	337	337
Proviso 94	410	410
Proviso 95	366	366
Proviso 96	264	264
Proviso 97	597	597
Proviso 98	473	473
Proviso 99	488	488
Proviso 100	564	564
Proviso 101	396	396
Proviso 102	561	561
Rich 1	1787	1787
Rich 2	543	543
Rich 3	743	743
Rich 4	441	441
Rich 5	654	654
Rich 6	755	755
Rich 7	473	473
Rich 8	856	856
Rich 9	701	701
Rich 10	412	412
Rich 11	500	500
Rich 12	603	603
Rich 13	298	298
Rich 14	419	419
Rich 15	879	879
Rich 16	386	386
Rich 17	435	435
Rich 18	577	577
Rich 19	305	305
Rich 20	671	671
Rich 21	629	629
Rich 22	489	489
Rich 23	754	754
Rich 24	596	596
Rich 25	778	778
Rich 26	586	586
Rich 27	580	580
Rich 28	439	439
Rich 29	514	514
Rich 30	757	757
Rich 31	435	435
Rich 32	699	699
Rich 33	411	411
Rich 34	530	530
Rich 35	415	415
Rich 36	1297	1297
Rich 37	436	436
Rich 38	498	498
Rich 39	590	590
Rich 40	498	498
Rich 41	364	364
Rich 42	520	520
