Precinct	total_votes	votes|Thomas J. Dart
48044	308	308
48045	192	192
48046	171	171
49001	142	142
49002	162	162
49003	264	264
49004	271	271
49005	290	290
49006	220	220
49007	225	225
49008	195	195
49009	230	230
49010	270	270
49011	308	308
49012	326	326
49013	291	291
49014	219	219
49015	169	169
49016	261	261
49017	138	138
49018	315	315
49019	179	179
49020	367	367
49021	138	138
49022	268	268
49023	288	288
49024	168	168
49025	300	300
49026	248	248
49027	251	251
49028	289	289
49029	293	293
49030	296	296
49031	205	205
49032	248	248
49033	194	194
50001	160	160
50002	110	110
50003	154	154
50004	203	203
50005	112	112
50006	211	211
50007	262	262
50008	163	163
50009	160	160
50010	112	112
50011	117	117
50012	92	92
50013	149	149
50014	52	52
50015	248	248
50016	57	57
50017	104	104
50018	46	46
50019	96	96
50020	180	180
50021	152	152
50022	111	111
50023	90	90
50024	116	116
50025	136	136
50026	125	125
50027	51	51
50028	139	139
50029	94	94
50030	109	109
50031	173	173
50032	156	156
50033	134	134
50034	255	255
50035	255	255
50036	182	182
50037	190	190
50038	94	94
50039	82	82
50040	146	146
