Precinct	total_votes	votes|Thomas J. Dart
48044	655	655
48045	391	391
48046	326	326
49001	328	328
49002	357	357
49003	564	564
49004	611	611
49005	519	519
49006	480	480
49007	540	540
49008	419	419
49009	553	553
49010	497	497
49011	591	591
49012	701	701
49013	582	582
49014	437	437
49015	377	377
49016	490	490
49017	357	357
49018	674	674
49019	463	463
49020	751	751
49021	292	292
49022	480	480
49023	687	687
49024	435	435
49025	671	671
49026	554	554
49027	571	571
49028	681	681
49029	612	612
49030	585	585
49031	403	403
49032	508	508
49033	413	413
50001	286	286
50002	202	202
50003	273	273
50004	376	376
50005	193	193
50006	403	403
50007	427	427
50008	368	368
50009	305	305
50010	276	276
50011	162	162
50012	141	141
50013	412	412
50014	102	102
50015	428	428
50016	105	105
50017	311	311
50018	75	75
50019	214	214
50020	330	330
50021	311	311
50022	257	257
50023	207	207
50024	212	212
50025	285	285
50026	311	311
50027	88	88
50028	386	386
50029	311	311
50030	247	247
50031	450	450
50032	396	396
50033	229	229
50034	471	471
50035	484	484
50036	323	323
50037	397	397
50038	143	143
50039	194	194
50040	248	248
