Precinct	total_votes	votes|Kimberly Neely Dubuclet
48043	230	230
48044	283	283
48045	184	184
48046	143	143
49001	138	138
49002	152	152
49003	240	240
49004	258	258
49005	272	272
49006	205	205
49007	204	204
49008	161	161
49009	215	215
49010	251	251
49011	295	295
49012	318	318
49013	285	285
49014	192	192
49015	152	152
49016	246	246
49017	127	127
49018	306	306
49019	170	170
49020	347	347
49021	122	122
49022	248	248
49023	283	283
49024	150	150
49025	283	283
49026	247	247
49027	249	249
49028	286	286
49029	282	282
49030	278	278
49031	183	183
49032	231	231
49033	177	177
50001	130	130
50002	97	97
50003	134	134
50004	166	166
50005	90	90
50006	192	192
50007	220	220
50008	140	140
50009	137	137
50010	86	86
50011	91	91
50012	72	72
50013	145	145
50014	42	42
50015	199	199
50016	46	46
50017	91	91
50018	43	43
50019	89	89
50020	148	148
50021	122	122
50022	99	99
50023	81	81
50024	95	95
50025	106	106
50026	113	113
50027	43	43
50028	133	133
50029	85	85
50030	83	83
50031	160	160
50032	144	144
50033	124	124
50034	206	206
50035	223	223
50036	142	142
50037	166	166
50038	70	70
50039	72	72
50040	110	110
