Precinct	total_votes	votes|Susana A. Mendoza
48044	220	220
48045	140	140
48046	166	166
49001	127	127
49002	156	156
49003	255	255
49004	258	258
49005	244	244
49006	182	182
49007	192	192
49008	176	176
49009	210	210
49010	224	224
49011	261	261
49012	245	245
49013	263	263
49014	215	215
49015	161	161
49016	254	254
49017	198	198
49018	264	264
49019	186	186
49020	318	318
49021	147	147
49022	272	272
49023	233	233
49024	169	169
49025	261	261
49026	244	244
49027	227	227
49028	258	258
49029	235	235
49030	218	218
49031	183	183
49032	241	241
49033	178	178
50001	189	189
50002	116	116
50003	184	184
50004	208	208
50005	146	146
50006	210	210
50007	273	273
50008	153	153
50009	162	162
50010	148	148
50011	105	105
50012	104	104
50013	150	150
50014	66	66
50015	244	244
50016	70	70
50017	135	135
50018	47	47
50019	124	124
50020	183	183
50021	120	120
50022	120	120
50023	123	123
50024	140	140
50025	163	163
50026	161	161
50027	70	70
50028	204	204
50029	131	131
50030	130	130
50031	180	180
50032	174	174
50033	129	129
50034	217	217
50035	220	220
50036	176	176
50037	188	188
50038	133	133
50039	104	104
50040	180	180
