Precinct	total_votes	votes|Leslie Geissler Munger	votes|Susana Mendoza	votes|Claire Ball	votes|Tim Curtin
Oak Park 18	716	218	450	28	20
Oak Park 19	854	213	581	28	32
Oak Park 20	1110	292	747	41	30
Oak Park 21	610	86	478	22	24
Oak Park 22	552	93	413	28	18
Oak Park 23	784	206	515	32	31
Oak Park 24	606	184	382	19	21
Oak Park 25	743	160	538	20	25
Oak Park 26	700	150	499	26	25
Oak Park 27	269	70	184	7	8
Oak Park 28	1047	226	754	41	26
Oak Park 29	717	188	477	22	30
Oak Park 30	951	137	751	26	37
Oak Park 31	1249	280	883	37	49
Oak Park 32	557	85	437	19	16
Oak Park 33	751	111	585	25	30
Oak Park 34	700	152	498	20	30
Oak Park 35	998	254	656	45	43
Oak Park 36	952	226	658	31	37
Oak Park 37	537	109	379	25	24
Orland 1	903	467	378	28	30
Orland 2	811	494	261	39	17
Orland 3	406	169	202	17	18
Orland 4	495	277	177	21	20
Orland 5	482	243	209	15	15
Orland 6	435	220	172	27	16
Orland 7	422	215	180	15	12
Orland 8	571	269	258	21	23
Orland 9	777	404	320	29	24
Orland 10	655	364	238	22	31
Orland 11	474	239	201	19	15
Orland 12	337	170	151	6	10
Orland 13	857	428	380	20	29
Orland 14	738	380	313	24	21
Orland 15	878	575	266	26	11
Orland 16	677	446	206	15	10
Orland 17	460	204	219	19	18
Orland 18	812	449	327	26	10
Orland 19	488	265	197	14	12
Orland 20	358	225	113	12	8
Orland 21	853	535	279	20	19
Orland 22	617	333	248	15	21
Orland 23	546	307	205	18	16
Orland 24	621	342	223	32	24
Orland 25	1092	588	449	30	25
Orland 26	591	288	262	28	13
Orland 27	458	242	187	12	17
Orland 28	495	319	153	12	11
Orland 29	1005	607	350	28	20
Orland 30	437	252	159	15	11
Orland 31	516	279	209	15	13
Orland 32	420	235	159	15	11
Orland 33	510	312	184	7	7
Orland 34	743	448	258	21	16
Orland 35	716	414	257	14	31
Orland 36	848	365	414	32	37
Orland 37	732	415	284	19	14
Orland 38	380	180	162	20	18
Orland 39	531	333	172	18	8
Orland 40	763	441	278	22	22
Orland 41	639	346	265	14	14
Orland 42	747	419	302	12	14
Orland 43	610	331	238	19	22
Orland 44	568	313	235	14	6
Orland 45	641	405	208	15	13
Orland 46	536	297	211	13	15
Orland 47	959	590	321	20	28
Orland 48	665	355	269	24	17
Orland 49	493	272	189	22	10
Orland 50	570	270	245	29	26
Orland 51	811	514	251	29	17
Orland 52	665	426	197	23	19
Orland 53	545	318	190	16	21
Orland 54	917	599	282	23	13
Orland 55	535	315	191	12	17
Orland 56	583	421	151	5	6
Orland 57	666	422	210	21	13
Orland 58	697	389	280	16	12
Orland 59	701	411	247	23	20
Orland 60	482	286	172	14	10
Orland 61	560	325	195	20	20
Orland 62	720	407	268	25	20
Orland 63	746	465	240	24	17
Orland 64	896	607	245	19	25
Orland 65	586	376	180	17	13
Orland 66	615	377	211	17	10
Orland 67	433	225	177	10	21
Orland 68	517	317	161	16	23
Orland 69	408	142	230	23	13
Orland 70	826	415	359	31	21
Orland 71	634	443	156	16	19
Orland 72	538	271	232	25	10
Orland 73	875	482	338	38	17
Orland 74	432	241	167	13	11
Orland 75	784	561	190	18	15
Palatine 1	509	259	203	27	20
Palatine 2	870	494	316	35	25
Palatine 3	591	432	145	9	5
Palatine 4	532	164	326	22	20
Palatine 5	922	440	416	46	20
Palatine 6	775	401	321	31	22
Palatine 7	726	370	293	40	23
Palatine 8	751	373	331	26	21
Palatine 9	655	423	203	16	13
Palatine 10	841	610	195	25	11
Palatine 11	619	310	274	25	10
Palatine 12	626	437	168	14	7
Palatine 13	643	298	298	22	25
Palatine 14	629	322	262	32	13
Palatine 15	767	393	313	37	24
Palatine 16	587	182	353	25	27
Palatine 17	673	353	273	23	24
Palatine 18	489	260	192	25	12
Palatine 19	730	456	237	25	12
Palatine 20	612	193	354	40	25
Palatine 21	872	413	380	47	32
Palatine 22	694	377	281	23	13
Palatine 23	505	377	116	7	5
Palatine 24	832	414	358	41	19
Palatine 25	555	322	199	21	13
Palatine 26	883	477	351	27	28
Palatine 27	541	232	280	20	9
Palatine 28	487	282	173	18	14
Palatine 29	880	464	365	28	23
Palatine 30	532	244	248	22	18
Palatine 31	508	328	158	16	6
Palatine 32	686	421	226	22	17
Palatine 33	453	175	239	21	18
Palatine 34	895	544	299	37	15
Palatine 35	611	341	237	19	14
Palatine 36	636	356	250	15	15
Palatine 37	778	390	339	21	28
Palatine 38	643	410	202	19	12
Palatine 39	996	522	406	39	29
Palatine 40	1031	590	392	27	22
Palatine 41	935	530	348	36	21
Palatine 42	834	453	333	35	13
Palatine 43	593	359	203	19	12
Palatine 44	894	650	217	17	10
Palatine 45	558	366	163	16	13
Palatine 46	808	452	314	21	21
Palatine 47	731	417	258	34	22
Palatine 48	593	378	195	15	5
Palatine 49	517	351	141	14	11
Palatine 50	1013	596	366	30	21
Palatine 51	414	198	185	15	16
Palatine 52	694	462	198	17	17
Palatine 53	560	290	223	27	20
Palatine 54	854	482	341	17	14
Palatine 55	508	307	182	11	8
Palatine 56	766	412	305	30	19
Palatine 57	934	490	378	39	27
Palatine 58	667	310	320	25	12
Palatine 59	958	502	406	28	22
Palatine 60	688	219	408	37	24
Palatine 61	465	177	246	24	18
Palatine 62	540	177	308	34	21
Palatine 63	700	358	291	31	20
Palatine 64	682	302	331	26	23
Palatine 65	579	324	220	24	11
Palatine 66	869	280	534	30	25
Palatine 67	624	466	135	16	7
Palatine 68	627	412	182	19	14
Palatine 69	656	334	271	37	14
Palos 1	451	311	119	9	12
Palos 2	491	341	128	10	12
Palos 3	539	319	184	15	21
Palos 4	500	256	209	20	15
Palos 5	485	244	205	18	18
Palos 6	425	166	225	22	12
Palos 7	696	334	310	24	28
Palos 8	293	155	112	17	9
Palos 9	484	326	133	16	9
Palos 10	835	563	222	25	25
Palos 11	669	445	191	21	12
Palos 12	603	279	275	23	26
Palos 13	672	448	201	15	8
Palos 14	390	210	156	14	10
Palos 15	646	406	209	17	14
Palos 16	848	557	258	14	19
Palos 17	812	365	391	30	26
Palos 18	712	346	315	25	26
Palos 19	758	371	326	21	40
Palos 20	730	370	315	20	25
Palos 21	444	211	187	23	23
Palos 22	106	57	42	5	2
Palos 23	451	197	224	13	17
Palos 24	431	305	107	14	5
Palos 25	512	70	410	14	18
Palos 26	411	197	182	14	18
Palos 27	700	315	338	21	26
Palos 28	555	95	423	20	17
Palos 29	672	449	201	11	11
Palos 30	723	409	268	25	21
Palos 31	746	421	264	25	36
Palos 32	343	169	146	13	15
Palos 33	722	482	206	16	18
Palos 34	468	255	173	22	18
Palos 35	860	449	348	29	34
Palos 36	758	393	298	37	30
Palos 37	800	541	219	22	18
Palos 38	634	345	243	26	20
Palos 39	810	525	248	18	19
Proviso 1	548	104	406	21	17
Proviso 2	547	74	457	8	8
Proviso 3	723	144	535	20	24
Proviso 4	695	30	631	18	16
Proviso 5	654	34	595	15	10
Proviso 6	511	249	226	20	16
Proviso 7	152	52	90	2	8
Proviso 8	423	81	310	15	17
Proviso 9	541	36	477	18	10
Proviso 10	568	42	497	16	13
Proviso 11	570	98	440	23	9
Proviso 12	765	192	534	23	16
Proviso 13	697	155	487	30	25
Proviso 14	495	108	364	9	14
Proviso 15	594	81	485	13	15
Proviso 16	592	131	422	19	20
Proviso 17	411	32	360	7	12
Proviso 18	802	58	697	25	22
Proviso 19	703	31	642	18	12
Proviso 20	534	33	473	16	12
Proviso 21	505	212	247	25	21
Proviso 22	486	27	429	20	10
Proviso 23	304	166	118	8	12
Proviso 24	959	531	380	27	21
Proviso 25	777	382	335	37	23
Proviso 26	769	361	360	27	21
Proviso 27	734	302	373	31	28
Proviso 28	721	355	315	30	21
Proviso 29	863	343	442	42	36
Proviso 30	671	122	511	18	20
Proviso 31	380	17	343	14	6
Proviso 32	797	346	395	28	28
Proviso 33	697	41	626	21	9
Proviso 34	1000	90	858	29	23
Proviso 35	814	478	297	20	19
Proviso 36	697	34	634	12	17
Proviso 37	434	22	391	12	9
Proviso 38	603	62	505	22	14
Proviso 39	769	140	589	21	19
Proviso 40	617	28	555	18	16
Proviso 41	552	40	491	11	10
Proviso 42	409	23	367	9	10
Proviso 43	431	24	381	15	11
Proviso 44	471	33	412	16	10
Proviso 45	625	32	563	17	13
Proviso 46	176	101	66	5	4
Proviso 47	385	28	334	11	12
Proviso 48	744	74	632	21	17
Proviso 49	466	63	367	16	20
Proviso 50	955	265	626	34	30
Proviso 51	725	275	401	31	18
Proviso 52	512	29	457	17	9
Proviso 53	692	36	624	19	13
Proviso 54	1041	450	497	54	40
Proviso 55	636	338	270	20	8
Proviso 56	487	36	426	15	10
Proviso 57	585	226	312	25	22
Proviso 58	423	28	373	10	12
Proviso 59	531	135	366	12	18
Proviso 60	464	78	358	18	10
Proviso 61	726	149	530	19	28
Proviso 62	754	182	514	35	23
Proviso 63	754	354	346	25	29
Proviso 64	614	28	560	14	12
Proviso 65	515	83	383	20	29
Proviso 66	775	209	496	33	37
Proviso 67	866	204	571	52	39
Proviso 68	405	162	206	25	12
Proviso 69	565	23	518	11	13
Proviso 70	549	312	218	11	8
Proviso 71	1088	305	711	43	29
Proviso 72	565	125	385	25	30
Proviso 73	592	166	376	26	24
Proviso 74	609	142	407	33	27
Proviso 75	718	296	366	22	34
Proviso 76	748	175	493	36	44
Proviso 77	424	170	228	18	8
Proviso 78	290	63	205	13	9
Proviso 79	491	48	422	11	10
Proviso 80	488	73	383	17	15
Proviso 81	508	125	337	29	17
Proviso 82	869	56	779	22	12
Proviso 83	753	41	681	15	16
Proviso 84	510	308	177	12	13
Proviso 85	761	328	384	31	18
Proviso 86	641	28	577	20	16
Proviso 87	748	195	510	20	23
Proviso 88	376	41	314	7	14
Proviso 89	511	209	250	27	25
Proviso 90	1057	397	561	47	52
Proviso 91	555	116	412	17	10
Proviso 92	850	347	463	25	15
Proviso 93	466	143	291	16	16
Proviso 94	521	32	464	16	9
Proviso 95	521	137	354	17	13
Proviso 96	439	219	194	12	14
Proviso 97	920	502	356	32	30
Proviso 98	667	216	427	11	13
Proviso 99	642	35	580	17	10
Proviso 100	861	313	519	21	8
Proviso 101	608	227	344	16	21
Proviso 102	792	319	425	29	19
Rich 1	2098	141	1878	42	37
Rich 2	613	79	503	10	21
Rich 3	883	201	647	19	16
Rich 4	586	66	493	9	18
Rich 5	792	154	610	17	11
Rich 6	871	124	712	17	18
Rich 7	602	182	397	11	12
Rich 8	1122	140	932	36	14
Rich 9	871	88	736	26	21
Rich 10	522	76	423	16	7
Rich 11	651	159	455	19	18
Rich 12	803	153	613	19	18
Rich 13	435	65	348	12	10
Rich 14	595	150	404	25	16
Rich 15	975	85	862	13	15
Rich 16	577	125	415	26	11
Rich 17	632	160	429	23	20
Rich 18	722	63	632	20	7
Rich 19	462	237	194	18	13
Rich 20	1062	625	382	23	32
Rich 21	892	124	725	30	13
Rich 22	708	121	534	21	32
Rich 23	935	100	795	28	12
Rich 24	733	141	561	20	11
Rich 25	1003	133	823	26	21
Rich 26	794	125	623	26	20
Rich 27	757	91	629	19	18
Rich 28	560	30	498	22	10
Rich 29	680	262	379	20	19
Rich 30	922	66	819	24	13
Rich 31	566	249	287	11	19
Rich 32	886	148	688	28	22
Rich 33	548	243	285	11	9
Rich 34	583	81	472	20	10
Rich 35	498	109	372	9	8
Rich 36	1351	149	1144	37	21
Rich 37	506	31	460	11	4
Rich 38	687	63	601	11	12
Rich 39	716	153	519	20	24
Rich 40	638	58	552	16	12
Rich 41	466	69	372	13	12
Rich 42	626	45	555	19	7
Rich 43	796	59	713	16	8
Rich 44	532	31	475	18	8
Rich 45	821	149	643	14	15
Rich 46	996	45	918	19	14
Rich 47	1061	99	915	24	23
Rich 48	728	44	652	20	12
Rich 49	693	134	516	22	21
Rich 50	414	187	194	17	16
Rich 51	676	71	574	11	20
River Forest 1	1032	528	456	27	21
River Forest 2	687	399	262	16	10
River Forest 3	742	318	383	21	20
River Forest 4	821	361	407	26	27
River Forest 5	536	260	250	11	15
River Forest 6	522	263	224	21	14
River Forest 7	742	302	400	18	22
River Forest 8	960	375	525	25	35
Riverside 1	756	420	293	29	14
Riverside 2	85	30	43	4	8
Riverside 3	448	212	199	18	19
Riverside 4	937	474	406	24	33
Riverside 5	475	163	270	18	24
Riverside 6	597	277	257	35	28
Riverside 7	498	227	230	24	17
Riverside 8	833	421	367	20	25
Riverside 9	584	290	248	18	28
Riverside 10	816	442	313	35	26
Riverside 11	891	414	382	42	53
Riverside 12	491	182	270	21	18
Riverside 13	781	342	377	33	29
Schaumburg 1	1153	422	668	28	35
Schaumburg 2	1058	342	644	30	42
Schaumburg 3	672	325	306	24	17
Schaumburg 4	429	121	266	26	16
Schaumburg 5	429	257	146	19	7
Schaumburg 6	614	276	295	26	17
Schaumburg 7	512	138	337	20	17
Schaumburg 8	557	220	293	25	19
Schaumburg 9	530	186	301	23	20
Schaumburg 10	456	173	255	16	12
Schaumburg 11	603	323	248	16	16
Schaumburg 12	700	287	372	21	20
Schaumburg 13	506	250	226	16	14
Schaumburg 14	729	408	282	18	21
Schaumburg 15	649	306	291	28	24
Schaumburg 16	846	329	450	35	32
Schaumburg 17	720	396	292	22	10
Schaumburg 18	573	202	318	33	20
Schaumburg 19	511	208	279	13	11
Schaumburg 20	511	287	208	10	6
Schaumburg 21	894	434	392	33	35
Schaumburg 22	780	222	490	32	36
Schaumburg 23	738	311	374	25	28
Schaumburg 24	789	369	360	32	28
Schaumburg 25	730	320	365	30	15
Schaumburg 26	774	310	389	44	31
Schaumburg 27	535	222	269	27	17
Schaumburg 28	801	352	387	35	27
Schaumburg 29	758	386	333	27	12
Schaumburg 30	606	319	257	16	14
Schaumburg 31	911	430	426	35	20
Schaumburg 32	821	380	371	48	22
Schaumburg 33	553	288	234	16	15
Schaumburg 34	830	230	552	26	22
Schaumburg 35	491	207	248	19	17
Schaumburg 36	480	195	247	20	18
Schaumburg 37	455	232	195	19	9
Schaumburg 38	590	238	308	34	10
Schaumburg 39	941	492	399	32	18
Schaumburg 40	621	341	252	21	7
Schaumburg 41	634	324	278	18	14
Schaumburg 42	774	279	425	45	25
Schaumburg 43	588	147	400	18	23
Schaumburg 44	826	209	547	38	32
Schaumburg 45	710	290	367	26	27
Schaumburg 46	507	216	260	15	16
Schaumburg 47	617	338	240	20	19
Schaumburg 48	573	262	269	27	15
Schaumburg 49	486	170	271	27	18
Schaumburg 50	504	291	186	21	6
Schaumburg 51	530	152	335	29	14
Schaumburg 52	903	503	335	37	28
Schaumburg 53	644	321	287	27	9
Schaumburg 54	830	432	367	15	16
Schaumburg 55	597	315	244	18	20
Schaumburg 56	715	356	313	24	22
Schaumburg 57	880	488	363	18	11
Schaumburg 58	438	192	209	24	13
Schaumburg 59	850	486	313	32	19
Schaumburg 60	505	162	308	20	15
Schaumburg 61	960	429	459	43	29
Schaumburg 62	754	265	430	34	25
Schaumburg 63	569	298	239	21	11
Schaumburg 64	600	296	264	21	19
Schaumburg 65	535	275	231	15	14
Schaumburg 66	605	329	245	15	16
Schaumburg 67	652	292	308	32	20
Schaumburg 68	545	272	242	19	12
Schaumburg 69	534	284	221	16	13
Schaumburg 70	535	324	188	13	10
Schaumburg 71	637	278	318	21	20
Schaumburg 72	654	288	315	34	17
Schaumburg 73	801	393	353	30	25
Schaumburg 74	537	300	203	20	14
Schaumburg 75	560	334	200	11	15
Schaumburg 76	619	341	246	24	8
Schaumburg 77	877	382	446	20	29
Schaumburg 78	611	218	340	25	28
Stickney 1	326	150	141	21	14
Stickney 2	495	138	324	16	17
Stickney 3	939	335	534	25	45
Stickney 4	754	296	407	22	29
Stickney 5	819	327	436	31	25
Stickney 6	965	396	489	38	42
Stickney 7	396	117	242	21	16
Stickney 8	627	240	329	26	32
Stickney 9	617	249	320	27	21
Stickney 10	822	253	497	41	31
Stickney 11	702	279	364	36	23
Stickney 12	696	257	381	29	29
Stickney 13	532	169	318	20	25
Stickney 14	821	352	415	30	24
Stickney 15	738	247	432	24	35
Stickney 16	721	237	426	33	25
Stickney 17	493	186	263	22	22
Stickney 18	383	139	218	16	10
Stickney 19	587	211	337	19	20
Stickney 20	534	176	328	13	17
Thornton 1	329	27	289	7	6
Thornton 2	300	21	247	17	15
Thornton 3	626	76	518	16	16
Thornton 4	762	59	675	13	15
Thornton 5	544	45	477	11	11
Thornton 6	729	42	654	20	13
Thornton 7	528	27	484	8	9
Thornton 8	708	48	622	23	15
Thornton 9	322	23	287	6	6
Thornton 10	608	77	500	19	12
Thornton 11	382	43	318	15	6
Thornton 12	477	62	390	16	9
Thornton 13	550	166	345	23	16
Thornton 14	613	144	431	21	17
Thornton 15	555	55	478	12	10
Thornton 16	605	211	353	19	22
Thornton 17	710	164	516	15	15
Thornton 18	924	373	486	37	28
Thornton 19	790	185	559	19	27
Thornton 20	443	197	217	14	15
Thornton 21	813	138	630	21	24
Thornton 22	592	31	545	8	8
Thornton 23	541	97	415	18	11
Thornton 24	693	250	387	29	27
Thornton 25	599	227	312	35	25
Thornton 26	609	141	431	27	10
Thornton 27	763	89	637	25	12
Thornton 28	517	54	440	11	12
Thornton 29	369	15	332	11	11
Thornton 30	408	23	367	10	8
Thornton 31	238	33	193	6	6
Thornton 32	536	26	485	17	8
Thornton 33	582	43	515	12	12
Thornton 34	874	57	773	28	16
Thornton 35	786	70	683	12	21
Thornton 36	378	23	338	14	3
Thornton 37	757	254	475	16	12
Thornton 38	851	84	718	28	21
Thornton 39	442	27	395	14	6
Thornton 40	450	36	392	8	14
Thornton 41	403	57	325	15	6
Thornton 42	401	16	369	10	6
Thornton 43	514	227	263	13	11
Thornton 44	442	34	385	14	9
Thornton 45	502	27	461	10	4
Thornton 46	672	44	601	12	15
Thornton 47	478	152	299	20	7
Thornton 48	533	38	476	10	9
Thornton 49	354	15	324	9	6
Thornton 50	500	97	386	10	7
Thornton 51	499	201	259	26	13
Thornton 52	631	36	560	18	17
Thornton 53	403	23	367	10	3
Thornton 54	851	114	698	22	17
Thornton 55	401	43	340	11	7
Thornton 56	625	107	483	17	18
Thornton 57	457	217	204	17	19
Thornton 58	694	111	551	18	14
Thornton 59	485	56	403	19	7
Thornton 60	386	28	339	11	8
Thornton 61	404	47	342	10	5
Thornton 62	228	76	132	10	10
Thornton 63	363	68	279	7	9
Thornton 64	481	28	440	6	7
Thornton 65	794	290	434	36	34
Thornton 66	847	124	694	12	17
Thornton 67	768	281	416	41	30
Thornton 68	668	204	420	23	21
Thornton 69	459	17	423	13	6
Thornton 70	341	30	294	8	9
Thornton 71	355	17	323	8	7
Thornton 72	596	20	551	10	15
Thornton 73	886	110	738	25	13
Thornton 74	687	26	627	22	12
Thornton 75	578	32	517	17	12
Thornton 76	664	83	558	13	10
Thornton 77	929	53	840	18	18
Thornton 78	643	45	574	18	6
Thornton 79	831	135	651	19	26
Thornton 80	509	76	411	13	9
Thornton 81	557	55	481	16	5
Thornton 82	592	277	272	25	18
Thornton 83	795	53	713	15	14
Thornton 84	765	50	684	20	11
Thornton 85	494	27	449	13	5
Thornton 86	451	35	398	11	7
Thornton 87	820	33	757	16	14
Thornton 88	567	32	498	27	10
Thornton 89	820	87	694	23	16
Thornton 90	595	73	493	16	13
Thornton 91	573	98	456	12	7
Thornton 92	690	102	561	12	15
Thornton 93	412	22	371	10	9
Thornton 94	676	64	581	13	18
Thornton 95	487	31	432	10	14
Thornton 96	518	29	468	14	7
Thornton 97	349	69	260	7	13
Thornton 98	257	17	230	5	5
Thornton 99	533	45	463	19	6
Thornton 100	416	31	363	11	11
Thornton 101	549	29	495	16	9
Thornton 102	389	18	345	13	13
Thornton 103	376	23	337	10	6
Thornton 104	289	16	257	9	7
Thornton 105	537	31	486	13	7
Thornton 106	461	31	418	9	3
Thornton 107	773	69	677	13	14
Thornton 108	392	29	345	11	7
Thornton 109	531	28	476	15	12
Thornton 110	430	23	389	8	10
Thornton 111	458	31	408	9	10
Thornton 112	381	42	321	9	9
Thornton 113	345	17	315	7	6
Thornton 114	600	165	412	9	14
Thornton 115	574	36	518	14	6
Thornton 116	715	62	622	14	17
Thornton 117	684	221	432	18	13
Thornton 118	569	167	359	27	16
Thornton 119	665	60	577	18	10
Thornton 120	887	83	770	21	13
Thornton 121	489	40	426	15	8
Thornton 122	817	152	624	25	16
Thornton 123	428	56	355	9	8
Wheeling 1	688	331	318	27	12
Wheeling 2	511	296	189	15	11
Wheeling 3	677	361	261	31	24
Wheeling 4	537	238	268	15	16
Wheeling 5	626	318	273	21	14
Wheeling 6	444	222	188	26	8
Wheeling 7	906	496	365	31	14
Wheeling 8	475	280	160	22	13
Wheeling 9	598	216	346	17	19
Wheeling 10	820	495	282	27	16
Wheeling 11	957	486	413	29	29
Wheeling 12	1009	588	352	42	27
Wheeling 13	642	376	232	12	22
Wheeling 14	561	334	196	17	14
Wheeling 15	601	321	247	17	16
Wheeling 16	290	93	174	11	12
Wheeling 17	696	279	378	20	19
Wheeling 18	629	355	236	21	17
Wheeling 19	889	511	328	27	23
Wheeling 20	777	446	281	31	19
Wheeling 21	490	324	143	14	9
Wheeling 22	732	354	327	33	18
Wheeling 23	631	422	181	20	8
Wheeling 24	578	430	127	11	10
Wheeling 25	806	375	371	36	24
Wheeling 26	976	553	365	36	22
Wheeling 27	1066	567	436	39	24
Wheeling 28	939	533	347	33	26
Wheeling 29	424	217	186	14	7
Wheeling 30	973	606	315	34	18
Wheeling 31	500	247	222	14	17
Wheeling 32	479	303	154	10	12
Wheeling 33	452	133	281	14	24
Wheeling 34	894	509	339	28	18
Wheeling 35	679	375	273	16	15
Wheeling 36	1005	577	386	17	25
Wheeling 37	829	276	498	35	20
Wheeling 38	808	356	378	44	30
Wheeling 39	742	369	319	32	22
Wheeling 40	704	408	248	28	20
Wheeling 41	1096	693	362	23	18
Wheeling 42	910	478	364	39	29
Wheeling 43	682	305	338	26	13
Wheeling 44	842	532	283	14	13
Wheeling 45	526	262	236	14	14
Wheeling 46	1144	636	420	48	40
Wheeling 47	635	301	286	25	23
Wheeling 48	610	318	255	26	11
Wheeling 49	843	308	477	32	26
Wheeling 50	557	201	323	21	12
Wheeling 51	853	458	341	25	29
Wheeling 52	565	277	258	16	14
Wheeling 53	780	487	261	25	7
Wheeling 54	797	511	239	23	24
Wheeling 55	671	313	315	28	15
Wheeling 56	620	321	265	21	13
Wheeling 57	751	459	256	21	15
Wheeling 58	574	326	210	23	15
Wheeling 59	782	402	331	30	19
Wheeling 60	505	259	224	13	9
Wheeling 61	830	518	267	25	20
Wheeling 62	823	461	318	25	19
Wheeling 63	551	235	280	22	14
Wheeling 64	975	460	457	34	24
Wheeling 65	894	521	327	25	21
Wheeling 66	871	456	371	25	19
Wheeling 67	405	194	209	2	0
Wheeling 68	423	270	135	12	6
Wheeling 69	644	342	246	33	23
Wheeling 70	936	475	412	27	22
Wheeling 71	1082	616	421	28	17
Wheeling 72	693	325	320	26	22
Wheeling 73	690	355	303	19	13
Wheeling 74	520	203	283	16	18
Wheeling 75	720	412	266	16	26
Wheeling 76	915	346	501	42	26
Wheeling 77	319	101	198	8	12
Wheeling 78	1028	556	406	34	32
Wheeling 79	635	276	320	17	22
Wheeling 80	653	245	358	25	25
Wheeling 81	552	327	212	9	4
Wheeling 82	899	478	367	30	24
Wheeling 83	1013	621	347	27	18
Wheeling 84	939	367	505	38	29
Wheeling 85	577	290	258	19	10
Wheeling 86	775	456	271	30	18
Wheeling 87	659	379	248	19	13
Wheeling 88	721	302	385	19	15
Wheeling 89	450	223	207	11	9
Wheeling 90	678	412	229	17	20
Wheeling 91	821	436	355	21	9
Wheeling 92	1107	636	415	27	29
Worth 1	367	141	195	14	17
Worth 2	746	349	329	37	31
Worth 3	658	295	310	27	26
Worth 4	945	258	606	46	35
Worth 5	717	371	301	28	17
Worth 6	745	365	307	37	36
Worth 7	673	434	205	20	14
Worth 8	721	211	452	28	30
Worth 9	750	312	376	28	34
Worth 10	759	268	447	22	22
Worth 11	674	310	315	19	30
Worth 12	440	181	227	18	14
Worth 13	726	305	373	25	23
Worth 14	622	161	417	18	26
Worth 15	907	317	522	33	35
Worth 16	877	409	396	36	36
Worth 17	729	160	501	30	38
Worth 18	532	360	140	23	9
Worth 19	661	236	364	30	31
Worth 20	464	124	315	10	15
Worth 21	941	345	504	47	45
Worth 22	510	236	235	17	22
Worth 23	718	388	273	41	16
Worth 24	395	65	300	14	16
Worth 25	779	359	365	26	29
Worth 26	516	218	259	17	22
Worth 27	541	255	223	34	29
Worth 28	440	142	270	16	12
Worth 29	528	127	364	19	18
Worth 30	712	298	370	18	26
Worth 31	817	275	485	34	23
Worth 32	441	216	188	18	19
Worth 33	655	268	342	19	26
Worth 34	627	164	413	28	22
Worth 35	755	389	309	32	25
Worth 36	676	271	367	24	14
Worth 37	510	117	351	18	24
Worth 38	642	209	385	28	20
Worth 39	639	294	303	26	16
Worth 40	720	259	415	23	23
Worth 41	347	161	166	10	10
Worth 42	587	236	305	28	18
Worth 43	445	19	400	17	9
Worth 44	454	202	217	9	26
Worth 45	534	241	256	15	22
Worth 46	806	369	366	41	30
Worth 47	376	163	182	14	17
Worth 48	480	239	204	20	17
Worth 49	413	177	209	13	14
Worth 50	722	377	304	22	19
Worth 51	490	243	190	24	33
Worth 52	425	211	172	21	21
Worth 53	687	271	358	32	26
Worth 54	707	242	411	27	27
Worth 55	402	126	238	19	19
Worth 56	683	398	241	23	21
Worth 57	690	302	345	28	15
Worth 58	728	308	354	33	33
Worth 59	803	157	598	25	23
Worth 60	413	227	165	8	13
Worth 61	580	278	245	32	25
Worth 62	385	195	162	18	10
Worth 63	665	236	379	25	25
Worth 64	942	582	320	18	22
Worth 65	969	612	302	27	28
Worth 66	477	236	198	18	25
Worth 67	441	249	155	20	17
Worth 68	501	108	373	9	11
Worth 69	741	229	471	25	16
Worth 70	791	380	341	33	37
Worth 71	526	246	238	16	26
Worth 72	738	278	398	32	30
Worth 73	404	131	237	21	15
Worth 74	341	155	155	15	16
Worth 75	798	344	380	29	45
Worth 76	328	119	176	18	15
Worth 77	682	285	356	16	25
Worth 78	791	319	412	33	27
Worth 79	457	268	159	16	14
Worth 80	729	171	519	15	24
Worth 81	482	265	181	21	15
Worth 82	632	294	277	28	33
Worth 83	319	76	217	12	14
Worth 84	666	298	308	41	19
Worth 85	652	335	270	26	21
Worth 86	667	285	325	26	31
Worth 87	569	238	286	19	26
Worth 88	401	151	229	8	13
Worth 89	854	544	278	17	15
Worth 90	708	246	402	30	30
Worth 91	375	186	167	10	12
Worth 92	703	356	304	23	20
Worth 93	391	169	193	10	19
Worth 94	760	356	335	33	36
Worth 95	675	450	184	18	23
Worth 96	783	253	473	33	24
Worth 97	516	110	370	22	14
Worth 98	761	379	336	27	19
Worth 99	434	215	178	26	15
Worth 100	703	330	338	17	18
