Precinct	total_votes	votes|Donald J. Trump & Michael R. Pence	votes|Hillary R. Clinton & Timothy M. Kaine	votes|Gary Johnson & Bill Weld	votes|Jill Stein & Ajamu Baraka
Norwood Park 10	480	277	191	8	4
Norwood Park 11	913	353	503	49	8
Norwood Park 12	579	255	296	22	6
Norwood Park 13	606	313	262	20	11
Norwood Park 14	584	210	343	24	7
Norwood Park 15	550	251	278	14	7
Norwood Park 16	523	242	264	9	8
Norwood Park 17	666	305	328	18	15
Oak Park 1	616	29	557	16	14
Oak Park 2	1002	126	821	43	12
Oak Park 3	1061	103	912	24	22
Oak Park 4	937	142	746	36	13
Oak Park 5	924	106	779	31	8
Oak Park 6	1061	77	940	28	16
Oak Park 7	639	60	545	28	6
Oak Park 8	795	42	725	15	13
Oak Park 9	559	35	496	17	11
Oak Park 10	812	80	703	20	9
Oak Park 11	766	55	673	24	14
Oak Park 12	455	54	366	19	16
Oak Park 13	840	51	751	17	21
Oak Park 14	887	93	743	37	14
Oak Park 15	1046	60	937	23	26
Oak Park 16	1167	109	995	49	14
Oak Park 17	1174	124	990	41	19
Oak Park 18	733	109	580	29	15
Oak Park 19	872	97	725	33	17
Oak Park 20	1133	131	952	37	13
Oak Park 21	622	47	547	15	13
Oak Park 22	558	50	480	16	12
Oak Park 23	783	81	662	28	12
Oak Park 24	605	75	500	26	4
Oak Park 25	761	79	641	27	14
Oak Park 26	706	43	637	16	10
Oak Park 27	273	34	223	8	8
Oak Park 28	1056	96	911	27	22
Oak Park 29	740	82	615	27	16
Oak Park 30	966	57	866	17	26
Oak Park 31	1266	114	1088	43	21
Oak Park 32	571	37	519	9	6
Oak Park 33	764	71	665	10	18
Oak Park 34	710	71	597	26	16
Oak Park 35	1008	105	837	44	22
Oak Park 36	983	96	835	32	20
Oak Park 37	543	57	456	13	17
Orland 1	937	428	461	29	19
Orland 2	827	446	343	27	11
Orland 3	422	178	227	9	8
Orland 4	501	256	215	24	6
Orland 5	494	252	217	17	8
Orland 6	450	207	207	27	9
Orland 7	422	204	192	18	8
Orland 8	587	296	260	16	15
Orland 9	812	392	386	21	13
Orland 10	676	330	316	16	14
Orland 11	493	238	230	19	6
Orland 12	345	182	144	10	9
Orland 13	903	415	458	21	9
Orland 14	758	362	363	25	8
Orland 15	907	511	334	46	16
Orland 16	695	410	265	12	8
Orland 17	462	181	248	22	11
Orland 18	850	417	403	26	4
Orland 19	488	235	226	19	8
Orland 20	370	221	135	10	4
Orland 21	864	457	367	30	10
Orland 22	624	284	313	21	6
Orland 23	556	263	264	26	3
Orland 24	642	335	280	20	7
Orland 25	1119	549	534	30	6
Orland 26	620	304	288	23	5
Orland 27	475	226	221	21	7
Orland 28	502	279	194	20	9
Orland 29	1036	550	452	24	10
Orland 30	450	228	205	14	3
Orland 31	530	269	226	23	12
Orland 32	432	230	182	12	8
Orland 33	533	283	231	13	6
Orland 34	775	434	320	14	7
Orland 35	730	365	332	20	13
Orland 36	866	370	450	27	19
Orland 37	755	399	331	20	5
Orland 38	390	174	197	13	6
Orland 39	552	293	242	11	6
Orland 40	788	424	332	26	6
Orland 41	660	334	302	19	5
Orland 42	767	365	367	24	11
Orland 43	622	283	309	21	9
Orland 44	585	295	266	12	12
Orland 45	656	343	279	28	6
Orland 46	541	268	251	16	6
Orland 47	982	551	398	22	11
Orland 48	674	338	302	24	10
Orland 49	506	250	228	18	10
Orland 50	587	267	287	25	8
Orland 51	826	419	348	44	15
Orland 52	682	385	275	14	8
Orland 53	554	271	254	21	8
Orland 54	933	520	381	24	8
Orland 55	558	263	278	11	6
Orland 56	595	371	201	15	8
Orland 57	680	378	273	24	5
Orland 58	722	350	339	29	4
Orland 59	712	360	318	24	10
Orland 60	492	243	231	13	5
Orland 61	574	310	230	28	6
Orland 62	740	348	350	28	14
Orland 63	765	414	318	29	4
Orland 64	913	535	340	29	9
Orland 65	608	356	229	19	4
Orland 66	629	317	283	24	5
Orland 67	444	219	208	10	7
Orland 68	529	288	218	16	7
Orland 69	423	133	260	24	6
Orland 70	860	409	412	25	14
Orland 71	646	407	211	18	10
Orland 72	560	255	276	19	10
Orland 73	895	420	428	34	13
Orland 74	446	209	211	16	10
Orland 75	796	490	259	36	11
Palatine 1	522	196	291	30	5
Palatine 2	881	326	490	50	15
Palatine 3	585	331	228	20	6
Palatine 4	542	142	366	23	11
Palatine 5	944	378	505	43	18
Palatine 6	783	281	442	51	9
Palatine 7	745	279	399	51	16
Palatine 8	769	266	431	53	19
Palatine 9	667	289	336	31	11
Palatine 10	833	403	367	52	11
Palatine 11	628	218	363	34	13
Palatine 12	649	335	288	25	1
Palatine 13	667	266	353	34	14
Palatine 14	655	264	349	32	10
Palatine 15	784	302	428	42	12
Palatine 16	636	167	427	32	10
Palatine 17	669	250	364	38	17
Palatine 18	504	189	279	29	7
Palatine 19	733	319	366	38	10
Palatine 20	633	167	414	33	19
Palatine 21	888	365	465	43	15
Palatine 22	693	259	380	48	6
Palatine 23	496	267	204	21	4
Palatine 24	845	366	441	31	7
Palatine 25	551	217	282	38	14
Palatine 26	892	320	507	51	14
Palatine 27	559	177	355	22	5
Palatine 28	492	192	273	23	4
Palatine 29	904	375	492	26	11
Palatine 30	548	203	313	26	6
Palatine 31	497	204	251	31	11
Palatine 32	698	295	362	31	10
Palatine 33	467	161	268	28	10
Palatine 34	890	376	451	54	9
Palatine 35	625	225	359	32	9
Palatine 36	646	263	346	31	6
Palatine 37	802	296	462	26	18
Palatine 38	666	310	319	32	5
Palatine 39	1026	414	546	48	18
Palatine 40	1049	421	552	59	17
Palatine 41	950	369	531	41	9
Palatine 42	850	347	464	31	8
Palatine 43	610	257	314	31	8
Palatine 44	891	506	343	36	6
Palatine 45	562	239	282	28	13
Palatine 46	812	319	445	36	12
Palatine 47	752	309	400	30	13
Palatine 48	591	246	319	24	2
Palatine 49	510	243	232	28	7
Palatine 50	1038	424	532	61	21
Palatine 51	429	168	237	17	7
Palatine 52	703	326	341	27	9
Palatine 53	569	230	293	34	12
Palatine 54	864	325	488	41	10
Palatine 55	514	217	271	23	3
Palatine 56	816	314	444	44	14
Palatine 57	950	344	527	58	21
Palatine 58	697	255	402	29	11
Palatine 59	980	363	571	38	8
Palatine 60	704	174	478	32	20
Palatine 61	486	154	300	18	14
Palatine 62	557	152	374	18	13
Palatine 63	724	267	405	37	15
Palatine 64	689	237	401	32	19
Palatine 65	597	227	331	34	5
Palatine 66	888	242	599	31	16
Palatine 67	625	357	226	31	11
Palatine 68	635	267	332	26	10
Palatine 69	673	248	376	39	10
Palos 1	467	266	171	23	7
Palos 2	507	299	185	15	8
Palos 3	549	278	243	21	7
Palos 4	512	243	254	8	7
Palos 5	496	241	228	19	8
Palos 6	450	201	228	15	6
Palos 7	730	335	353	24	18
Palos 8	304	167	118	14	5
Palos 9	491	286	184	16	5
Palos 10	852	507	299	34	12
Palos 11	682	386	261	27	8
Palos 12	636	271	332	13	20
Palos 13	689	403	262	14	10
Palos 14	410	209	187	10	4
Palos 15	673	373	264	26	10
Palos 16	857	482	328	32	15
Palos 17	856	391	430	17	18
Palos 18	753	348	372	22	11
Palos 19	792	365	374	34	19
Palos 20	754	348	371	19	16
Palos 21	470	228	212	21	9
Palos 22	113	58	50	4	1
Palos 23	474	199	248	18	9
Palos 24	442	247	165	26	4
Palos 25	519	78	407	10	24
Palos 26	441	223	199	9	10
Palos 27	705	299	381	17	8
Palos 28	573	99	446	19	9
Palos 29	681	381	261	33	6
Palos 30	757	344	372	25	16
Palos 31	777	393	354	19	11
Palos 32	366	176	171	8	11
Palos 33	746	409	307	23	7
Palos 34	479	235	223	14	7
Palos 35	891	440	409	26	16
Palos 36	793	389	359	31	14
Palos 37	819	441	341	30	7
Palos 38	673	354	301	11	7
Palos 39	825	410	371	26	18
Proviso 1	549	52	473	16	8
Proviso 2	560	56	487	7	10
Proviso 3	746	109	607	22	8
Proviso 4	715	10	699	2	4
Proviso 5	670	14	650	3	3
Proviso 6	522	219	288	13	2
Proviso 7	169	51	112	2	4
Proviso 8	434	69	353	6	6
Proviso 9	548	23	519	3	3
Proviso 10	581	35	531	6	9
Proviso 11	601	131	455	10	5
Proviso 12	787	230	538	14	5
Proviso 13	716	166	525	22	3
Proviso 14	510	130	366	8	6
Proviso 15	600	81	499	14	6
Proviso 16	605	107	478	15	5
Proviso 17	424	18	396	4	6
Proviso 18	822	33	772	12	5
Proviso 19	725	17	703	2	3
Proviso 20	548	19	525	1	3
Proviso 21	520	158	342	14	6
Proviso 22	506	15	483	3	5
Proviso 23	313	113	185	13	2
Proviso 24	968	278	615	60	15
Proviso 25	782	265	457	41	19
Proviso 26	791	224	503	49	15
Proviso 27	736	222	465	30	19
Proviso 28	735	293	410	19	13
Proviso 29	884	235	573	55	21
Proviso 30	679	114	555	4	6
Proviso 31	394	6	380	0	8
Proviso 32	810	267	489	39	15
Proviso 33	708	17	679	7	5
Proviso 34	1021	47	959	10	5
Proviso 35	851	409	415	21	6
Proviso 36	702	18	673	5	6
Proviso 37	444	9	427	3	5
Proviso 38	608	40	560	7	1
Proviso 39	781	96	658	18	9
Proviso 40	629	10	603	7	9
Proviso 41	563	10	551	1	1
Proviso 42	414	10	394	3	7
Proviso 43	449	11	428	3	7
Proviso 44	480	20	453	3	4
Proviso 45	652	7	641	1	3
Proviso 46	181	69	99	10	3
Proviso 47	400	16	380	3	1
Proviso 48	762	51	692	9	10
Proviso 49	489	58	416	9	6
Proviso 50	977	198	744	29	6
Proviso 51	736	211	484	30	11
Proviso 52	531	16	508	4	3
Proviso 53	713	9	693	8	3
Proviso 54	1055	337	651	45	22
Proviso 55	637	169	426	38	4
Proviso 56	510	20	488	1	1
Proviso 57	585	168	381	25	11
Proviso 58	436	18	412	4	2
Proviso 59	543	107	417	13	6
Proviso 60	476	66	392	9	9
Proviso 61	739	76	622	25	16
Proviso 62	754	88	636	23	7
Proviso 63	760	276	442	26	16
Proviso 64	624	19	591	4	10
Proviso 65	527	52	450	12	13
Proviso 66	800	135	619	29	17
Proviso 67	889	118	712	37	22
Proviso 68	417	91	296	26	4
Proviso 69	575	15	552	1	7
Proviso 70	553	216	312	19	6
Proviso 71	1103	234	827	30	12
Proviso 72	566	78	461	17	10
Proviso 73	606	107	473	13	13
Proviso 74	629	109	488	23	9
Proviso 75	724	200	462	46	16
Proviso 76	766	110	621	22	13
Proviso 77	436	153	263	13	7
Proviso 78	308	76	223	2	7
Proviso 79	514	22	487	4	1
Proviso 80	502	63	428	5	6
Proviso 81	518	104	394	10	10
Proviso 82	885	28	847	4	6
Proviso 83	781	21	754	2	4
Proviso 84	534	272	248	11	3
Proviso 85	786	260	490	23	13
Proviso 86	646	10	626	6	4
Proviso 87	781	266	489	24	2
Proviso 88	398	37	350	5	6
Proviso 89	506	165	303	25	13
Proviso 90	1070	304	695	44	27
Proviso 91	561	97	448	9	7
Proviso 92	873	279	540	32	22
Proviso 93	478	123	328	16	11
Proviso 94	533	16	510	5	2
Proviso 95	540	143	383	7	7
Proviso 96	444	127	291	22	4
Proviso 97	944	357	543	32	12
Proviso 98	694	274	403	9	8
Proviso 99	659	28	623	6	2
Proviso 100	878	398	454	21	5
Proviso 101	623	177	420	23	3
Proviso 102	804	243	523	21	17
Rich 1	2133	63	2034	16	20
Rich 2	619	38	577	1	3
Rich 3	889	127	743	9	10
Rich 4	586	37	535	9	5
Rich 5	803	84	697	9	13
Rich 6	888	58	811	7	12
Rich 7	609	153	434	13	9
Rich 8	1147	106	1019	9	13
Rich 9	876	44	807	14	11
Rich 10	529	50	469	3	7
Rich 11	663	106	535	13	9
Rich 12	811	102	683	15	11
Rich 13	452	45	400	3	4
Rich 14	600	108	472	16	4
Rich 15	993	39	932	8	14
Rich 16	580	108	448	15	9
Rich 17	648	133	496	10	9
Rich 18	740	47	675	12	6
Rich 19	469	201	255	10	3
Rich 20	1097	534	528	31	4
Rich 21	912	88	806	13	5
Rich 22	709	86	594	20	9
Rich 23	949	44	895	2	8
Rich 24	742	80	643	11	8
Rich 25	1002	88	892	12	10
Rich 26	821	94	709	8	10
Rich 27	765	53	692	12	8
Rich 28	568	14	546	4	4
Rich 29	690	160	506	13	11
Rich 30	943	33	898	2	10
Rich 31	569	126	413	23	7
Rich 32	892	91	783	14	4
Rich 33	546	144	375	17	10
Rich 34	587	36	539	10	2
Rich 35	503	65	431	4	3
Rich 36	1364	83	1255	16	10
Rich 37	510	10	492	4	4
Rich 38	706	34	658	8	6
Rich 39	739	77	635	14	13
Rich 40	654	39	604	7	4
Rich 41	475	39	425	7	4
Rich 42	639	16	612	4	7
Rich 43	804	24	770	4	6
Rich 44	540	12	523	2	3
Rich 45	838	87	732	10	9
Rich 46	1018	18	987	3	10
Rich 47	1075	60	994	13	8
Rich 48	733	19	706	3	5
Rich 49	704	102	578	13	11
Rich 50	418	192	202	17	7
Rich 51	684	38	628	8	10
River Forest 1	1051	315	683	39	14
River Forest 2	692	197	445	43	7
River Forest 3	754	173	532	34	15
River Forest 4	833	171	604	46	12
River Forest 5	537	107	381	37	12
River Forest 6	525	138	358	22	7
River Forest 7	744	161	544	27	12
River Forest 8	967	167	735	52	13
Riverside 1	754	250	457	38	9
Riverside 2	91	37	48	4	2
Riverside 3	452	137	286	23	6
Riverside 4	950	285	595	56	14
Riverside 5	481	118	327	19	17
Riverside 6	617	252	324	23	18
Riverside 7	501	197	278	18	8
Riverside 8	832	269	512	38	13
Riverside 9	589	180	368	30	11
Riverside 10	828	309	464	36	19
Riverside 11	926	282	538	77	29
Riverside 12	498	137	326	24	11
Riverside 13	791	268	477	29	17
Schaumburg 1	1214	312	852	37	13
Schaumburg 2	1085	297	738	25	25
Schaumburg 3	703	281	383	26	13
Schaumburg 4	435	97	314	14	10
Schaumburg 5	451	191	236	18	6
Schaumburg 6	629	227	365	26	11
Schaumburg 7	550	147	385	12	6
Schaumburg 8	577	185	361	15	16
Schaumburg 9	562	144	380	21	17
Schaumburg 10	464	159	274	16	15
Schaumburg 11	633	267	334	22	10
Schaumburg 12	729	221	476	23	9
Schaumburg 13	527	225	278	19	5
Schaumburg 14	738	308	379	32	19
Schaumburg 15	668	271	356	24	17
Schaumburg 16	897	297	552	35	13
Schaumburg 17	731	290	395	39	7
Schaumburg 18	601	172	389	25	15
Schaumburg 19	521	161	328	19	13
Schaumburg 20	522	195	300	21	6
Schaumburg 21	908	381	473	36	18
Schaumburg 22	811	199	571	33	8
Schaumburg 23	762	275	449	26	12
Schaumburg 24	805	322	429	38	16
Schaumburg 25	746	248	462	22	14
Schaumburg 26	793	251	509	21	12
Schaumburg 27	566	202	346	12	6
Schaumburg 28	809	266	492	45	6
Schaumburg 29	779	287	449	37	6
Schaumburg 30	607	224	341	34	8
Schaumburg 31	925	325	550	40	10
Schaumburg 32	860	315	498	36	11
Schaumburg 33	555	221	310	15	9
Schaumburg 34	857	196	614	29	18
Schaumburg 35	503	152	315	26	10
Schaumburg 36	494	184	276	22	12
Schaumburg 37	469	173	269	19	8
Schaumburg 38	607	208	364	24	11
Schaumburg 39	961	356	548	45	12
Schaumburg 40	648	264	349	32	3
Schaumburg 41	656	268	360	18	10
Schaumburg 42	788	243	490	40	15
Schaumburg 43	608	121	453	14	20
Schaumburg 44	848	157	637	40	14
Schaumburg 45	733	242	451	29	11
Schaumburg 46	522	176	316	19	11
Schaumburg 47	650	263	336	36	15
Schaumburg 48	588	208	356	19	5
Schaumburg 49	506	143	325	29	9
Schaumburg 50	523	228	269	19	7
Schaumburg 51	546	123	405	12	6
Schaumburg 52	917	399	458	45	15
Schaumburg 53	653	254	368	22	9
Schaumburg 54	856	330	493	27	6
Schaumburg 55	626	267	326	26	7
Schaumburg 56	737	303	394	31	9
Schaumburg 57	907	386	475	35	11
Schaumburg 58	449	168	264	13	4
Schaumburg 59	854	397	406	44	7
Schaumburg 60	514	136	348	24	6
Schaumburg 61	990	354	572	44	20
Schaumburg 62	777	220	520	25	12
Schaumburg 63	582	235	303	36	8
Schaumburg 64	627	238	352	23	14
Schaumburg 65	550	186	329	31	4
Schaumburg 66	615	248	338	20	9
Schaumburg 67	669	266	367	28	8
Schaumburg 68	567	211	333	17	6
Schaumburg 69	544	221	281	35	7
Schaumburg 70	555	285	243	20	7
Schaumburg 71	665	210	418	25	12
Schaumburg 72	677	237	405	27	8
Schaumburg 73	848	337	472	30	9
Schaumburg 74	543	213	292	31	7
Schaumburg 75	567	257	279	21	10
Schaumburg 76	640	264	337	33	6
Schaumburg 77	907	302	552	35	18
Schaumburg 78	628	176	424	15	13
Stickney 1	334	143	168	13	10
Stickney 2	510	133	361	5	11
Stickney 3	963	346	573	21	23
Stickney 4	778	338	416	13	11
Stickney 5	860	348	472	25	15
Stickney 6	1007	424	540	23	20
Stickney 7	412	123	271	14	4
Stickney 8	639	272	339	18	10
Stickney 9	634	253	350	21	10
Stickney 10	854	299	525	16	14
Stickney 11	715	288	396	20	11
Stickney 12	721	298	402	16	5
Stickney 13	550	203	320	17	10
Stickney 14	846	356	451	24	15
Stickney 15	768	282	455	18	13
Stickney 16	754	227	487	22	18
Stickney 17	500	178	289	22	11
Stickney 18	402	149	238	9	6
Stickney 19	606	206	381	8	11
Stickney 20	542	167	356	13	6
Thornton 1	331	12	315	0	4
Thornton 2	314	22	282	5	5
Thornton 3	638	61	562	9	6
Thornton 4	783	28	738	10	7
Thornton 5	552	48	498	2	4
Thornton 6	750	29	710	6	5
Thornton 7	533	12	514	3	4
Thornton 8	713	24	686	3	0
Thornton 9	337	8	325	1	3
Thornton 10	615	66	535	8	6
Thornton 11	387	28	351	2	6
Thornton 12	488	49	424	7	8
Thornton 13	565	154	383	21	7
Thornton 14	627	134	474	14	5
Thornton 15	564	23	533	4	4
Thornton 16	622	200	392	18	12
Thornton 17	729	143	560	14	12
Thornton 18	953	353	554	32	14
Thornton 19	808	181	608	13	6
Thornton 20	455	198	233	17	7
Thornton 21	820	111	695	5	9
Thornton 22	607	12	588	3	4
Thornton 23	549	66	463	15	5
Thornton 24	705	181	471	30	23
Thornton 25	596	162	400	23	11
Thornton 26	621	121	474	18	8
Thornton 27	775	67	700	2	6
Thornton 28	523	44	466	5	8
Thornton 29	372	5	356	6	5
Thornton 30	411	10	399	0	2
Thornton 31	239	26	207	4	2
Thornton 32	542	12	523	6	1
Thornton 33	601	18	569	7	7
Thornton 34	896	28	843	14	11
Thornton 35	805	56	733	6	10
Thornton 36	387	5	378	2	2
Thornton 37	786	225	539	16	6
Thornton 38	853	65	775	4	9
Thornton 39	452	6	438	5	3
Thornton 40	460	8	445	2	5
Thornton 41	407	40	361	5	1
Thornton 42	409	9	393	4	3
Thornton 43	523	221	281	15	6
Thornton 44	444	8	429	4	3
Thornton 45	506	6	493	3	4
Thornton 46	693	25	659	3	6
Thornton 47	487	137	335	13	2
Thornton 48	547	15	526	4	2
Thornton 49	368	6	355	3	4
Thornton 50	504	78	413	12	1
Thornton 51	503	192	285	21	5
Thornton 52	648	18	621	4	5
Thornton 53	415	12	399	3	1
Thornton 54	873	72	782	12	7
Thornton 55	415	27	381	4	3
Thornton 56	647	102	530	6	9
Thornton 57	469	202	237	21	9
Thornton 58	704	92	600	7	5
Thornton 59	498	33	456	5	4
Thornton 60	397	18	372	1	6
Thornton 61	423	37	382	2	2
Thornton 62	239	80	147	9	3
Thornton 63	367	62	299	4	2
Thornton 64	493	14	473	3	3
Thornton 65	804	283	479	29	13
Thornton 66	862	86	760	4	12
Thornton 67	769	222	495	38	14
Thornton 68	678	207	447	14	10
Thornton 69	472	3	465	2	2
Thornton 70	345	13	326	2	4
Thornton 71	370	9	357	1	3
Thornton 72	596	8	582	1	5
Thornton 73	892	85	789	9	9
Thornton 74	695	11	674	4	6
Thornton 75	589	18	562	5	4
Thornton 76	670	64	595	4	7
Thornton 77	947	17	922	5	3
Thornton 78	656	18	630	5	3
Thornton 79	842	105	711	14	12
Thornton 80	522	57	454	5	6
Thornton 81	563	32	525	4	2
Thornton 82	610	290	285	21	14
Thornton 83	817	27	776	10	4
Thornton 84	786	23	753	5	5
Thornton 85	500	21	475	1	3
Thornton 86	467	23	431	9	4
Thornton 87	832	15	811	3	3
Thornton 88	572	21	542	4	5
Thornton 89	829	47	766	8	8
Thornton 90	599	51	531	8	9
Thornton 91	576	65	504	4	3
Thornton 92	702	81	609	7	5
Thornton 93	420	14	397	3	6
Thornton 94	678	49	620	5	4
Thornton 95	510	8	494	1	7
Thornton 96	527	17	506	2	2
Thornton 97	359	74	278	4	3
Thornton 98	266	5	260	1	0
Thornton 99	537	33	496	3	5
Thornton 100	415	16	391	3	5
Thornton 101	562	14	542	3	3
Thornton 102	406	19	383	1	3
Thornton 103	385	11	370	4	0
Thornton 104	299	11	287	1	0
Thornton 105	553	12	536	0	5
Thornton 106	465	15	445	4	1
Thornton 107	786	39	737	3	7
Thornton 108	405	12	386	3	4
Thornton 109	540	15	519	3	3
Thornton 110	442	13	423	2	4
Thornton 111	467	10	450	4	3
Thornton 112	385	35	343	3	4
Thornton 113	349	7	342	0	0
Thornton 114	617	147	450	18	2
Thornton 115	579	16	557	3	3
Thornton 116	718	60	644	5	9
Thornton 117	694	201	472	15	6
Thornton 118	589	103	445	30	11
Thornton 119	692	21	665	3	3
Thornton 120	914	56	844	6	8
Thornton 121	497	30	464	1	2
Thornton 122	819	114	680	11	14
Thornton 123	433	35	389	7	2
Wheeling 1	726	280	419	20	7
Wheeling 2	510	208	277	20	5
Wheeling 3	704	233	413	51	7
Wheeling 4	549	172	358	14	5
Wheeling 5	641	202	389	34	16
Wheeling 6	450	163	259	23	5
Wheeling 7	932	278	589	51	14
Wheeling 8	474	168	265	37	4
Wheeling 9	633	193	407	22	11
Wheeling 10	843	321	452	60	10
Wheeling 11	985	380	560	32	13
Wheeling 12	1050	477	516	47	10
Wheeling 13	662	305	320	29	8
Wheeling 14	562	202	314	34	12
Wheeling 15	611	210	363	23	15
Wheeling 16	303	86	197	15	5
Wheeling 17	722	242	458	14	8
Wheeling 18	635	252	345	33	5
Wheeling 19	887	293	521	58	15
Wheeling 20	760	262	425	63	10
Wheeling 21	486	227	235	17	7
Wheeling 22	752	234	482	24	12
Wheeling 23	632	273	317	40	2
Wheeling 24	582	261	292	24	5
Wheeling 25	812	253	522	24	13
Wheeling 26	981	339	573	58	11
Wheeling 27	1098	428	628	32	10
Wheeling 28	966	417	503	32	14
Wheeling 29	428	154	242	22	10
Wheeling 30	979	425	493	54	7
Wheeling 31	504	182	291	18	13
Wheeling 32	485	220	234	22	9
Wheeling 33	482	157	306	8	11
Wheeling 34	920	340	520	51	9
Wheeling 35	702	246	413	39	4
Wheeling 36	999	348	574	59	18
Wheeling 37	859	221	600	24	14
Wheeling 38	828	303	474	38	13
Wheeling 39	770	271	456	31	12
Wheeling 40	709	273	378	50	8
Wheeling 41	1094	432	580	68	14
Wheeling 42	966	417	509	33	7
Wheeling 43	704	255	414	27	8
Wheeling 44	869	408	421	37	3
Wheeling 45	539	175	324	29	11
Wheeling 46	1159	477	600	57	25
Wheeling 47	669	252	388	20	9
Wheeling 48	631	239	361	26	5
Wheeling 49	861	238	570	34	19
Wheeling 50	575	170	378	20	7
Wheeling 51	878	385	451	36	6
Wheeling 52	583	202	356	16	9
Wheeling 53	790	336	403	42	9
Wheeling 54	814	425	353	25	11
Wheeling 55	697	235	434	24	4
Wheeling 56	654	252	370	27	5
Wheeling 57	759	283	426	44	6
Wheeling 58	601	253	324	16	8
Wheeling 59	798	301	443	43	11
Wheeling 60	515	153	340	12	10
Wheeling 61	839	417	373	39	10
Wheeling 62	855	331	476	35	13
Wheeling 63	586	208	355	14	9
Wheeling 64	990	330	606	37	17
Wheeling 65	916	384	481	38	13
Wheeling 66	889	334	513	35	7
Wheeling 67	410	99	293	15	3
Wheeling 68	425	183	214	21	7
Wheeling 69	646	224	379	30	13
Wheeling 70	947	323	576	36	12
Wheeling 71	1110	436	613	52	9
Wheeling 72	703	260	395	41	7
Wheeling 73	709	241	427	33	8
Wheeling 74	553	166	341	31	15
Wheeling 75	737	304	393	31	9
Wheeling 76	950	290	606	32	22
Wheeling 77	330	93	225	7	5
Wheeling 78	1045	381	605	51	8
Wheeling 79	661	243	388	16	14
Wheeling 80	682	230	419	18	15
Wheeling 81	565	173	356	30	6
Wheeling 82	907	314	540	47	6
Wheeling 83	1029	426	561	33	9
Wheeling 84	980	316	619	31	14
Wheeling 85	580	230	332	10	8
Wheeling 86	776	334	397	37	8
Wheeling 87	683	246	391	35	11
Wheeling 88	744	220	489	23	12
Wheeling 89	476	171	282	11	12
Wheeling 90	691	281	382	24	4
Wheeling 91	831	271	511	42	7
Wheeling 92	1129	429	633	54	13
Worth 1	378	148	217	9	4
Worth 2	766	340	383	31	12
Worth 3	688	306	357	18	7
Worth 4	1010	279	684	29	18
Worth 5	745	338	369	25	13
Worth 6	781	392	344	25	20
Worth 7	684	374	279	24	7
Worth 8	744	215	498	15	16
Worth 9	775	325	411	26	13
Worth 10	780	243	503	22	12
Worth 11	699	285	384	18	12
Worth 12	451	183	252	10	6
Worth 13	736	271	432	23	10
Worth 14	621	142	451	15	13
Worth 15	931	316	568	30	17
Worth 16	902	449	412	28	13
Worth 17	741	141	564	20	16
Worth 18	537	318	186	30	3
Worth 19	677	191	439	28	19
Worth 20	469	117	336	7	9
Worth 21	992	371	565	31	25
Worth 22	523	227	273	12	11
Worth 23	753	393	326	23	11
Worth 24	399	69	313	10	7
Worth 25	802	337	418	31	16
Worth 26	538	216	301	11	10
Worth 27	555	253	270	21	11
Worth 28	453	144	289	11	9
Worth 29	536	109	411	10	6
Worth 30	740	322	386	22	10
Worth 31	824	248	545	19	12
Worth 32	434	178	233	18	5
Worth 33	678	280	363	23	12
Worth 34	643	169	453	15	6
Worth 35	782	371	385	15	11
Worth 36	691	234	418	21	18
Worth 37	507	94	388	11	14
Worth 38	656	166	458	23	9
Worth 39	651	253	363	28	7
Worth 40	738	235	474	15	14
Worth 41	355	141	196	11	7
Worth 42	608	239	334	27	8
Worth 43	449	14	429	3	3
Worth 44	477	219	239	8	11
Worth 45	544	218	287	30	9
Worth 46	833	347	431	41	14
Worth 47	389	179	196	9	5
Worth 48	487	205	258	13	11
Worth 49	427	176	237	10	4
Worth 50	748	381	342	16	9
Worth 51	517	274	225	9	9
Worth 52	436	203	206	21	6
Worth 53	707	306	372	17	12
Worth 54	708	223	450	19	16
Worth 55	416	152	249	7	8
Worth 56	699	351	313	28	7
Worth 57	704	273	395	28	8
Worth 58	757	318	398	29	12
Worth 59	823	118	684	6	15
Worth 60	413	189	194	19	11
Worth 61	599	305	265	18	11
Worth 62	392	179	186	21	6
Worth 63	682	211	443	19	9
Worth 64	956	550	359	30	17
Worth 65	992	557	381	40	14
Worth 66	501	250	230	15	6
Worth 67	448	236	188	21	3
Worth 68	509	94	395	12	8
Worth 69	750	198	517	28	7
Worth 70	801	359	406	25	11
Worth 71	547	257	259	23	8
Worth 72	742	244	460	30	8
Worth 73	422	139	259	18	6
Worth 74	353	168	172	10	3
Worth 75	813	332	427	32	22
Worth 76	346	121	205	8	12
Worth 77	702	266	406	20	10
Worth 78	818	355	424	25	14
Worth 79	467	272	181	9	5
Worth 80	744	155	557	16	16
Worth 81	490	276	198	12	4
Worth 82	664	321	303	24	16
Worth 83	338	91	238	5	4
Worth 84	685	299	346	33	7
Worth 85	659	279	348	16	16
Worth 86	687	318	343	19	7
Worth 87	571	248	299	19	5
Worth 88	403	144	245	7	7
Worth 89	862	474	348	30	10
Worth 90	735	259	453	13	10
Worth 91	384	149	217	13	5
Worth 92	725	308	378	28	11
Worth 93	388	154	206	19	9
Worth 94	781	327	418	17	19
Worth 95	691	391	256	28	16
Worth 96	801	204	568	18	11
Worth 97	522	95	415	8	4
Worth 98	778	337	390	34	17
