Precinct	total_votes	votes|Iris Y. Martinez	votes|Barbara Bellar
38034	502	373	129
38035	516	397	119
38036	518	355	163
38037	528	360	168
38038	530	311	219
38039	564	404	160
38040	527	369	158
38041	478	380	98
39001	536	320	216
39002	426	271	155
39003	594	476	118
39004	526	317	209
39005	559	403	156
39006	551	433	118
39007	486	375	111
39008	571	434	137
39009	498	368	130
39010	258	226	32
39011	518	367	151
39012	713	599	114
39013	480	351	129
39014	528	401	127
39015	645	354	291
39016	519	394	125
39017	554	402	152
39018	534	401	133
39019	520	390	130
39020	685	383	302
39021	546	305	241
39022	532	423	109
39023	547	329	218
39024	675	385	290
39025	464	374	90
39026	511	290	221
39027	80	54	26
39028	654	553	101
39029	296	249	47
39030	624	529	95
39031	474	390	84
39032	491	282	209
39033	553	424	129
39034	644	515	129
39035	543	427	116
39036	134	99	35
39037	509	333	176
39038	290	210	80
39039	334	239	95
39040	556	335	221
39041	564	352	212
39042	564	299	265
39043	551	309	242
39044	437	259	178
39045	485	292	193
40001	547	399	148
40002	614	503	111
40003	744	654	90
40004	371	299	72
40005	634	535	99
40006	699	618	81
40007	580	506	74
40008	790	693	97
40009	485	391	94
40010	669	541	128
40011	606	523	83
40012	528	456	72
40013	862	784	78
40014	577	416	161
40015	598	467	131
40016	786	697	89
40017	493	388	105
40018	489	421	68
40019	723	579	144
40020	631	509	122
40021	658	581	77
40022	721	625	96
40023	701	629	72
40024	560	407	153
40025	697	620	77
40026	639	571	68
40027	762	655	107
40028	624	553	71
40029	604	469	135
40030	505	373	132
40031	669	601	68
40032	649	569	80
40033	573	515	58
40034	554	405	149
40035	426	322	104
40036	538	460	78
40037	623	528	95
40038	740	630	110
40039	256	193	63
41001	548	230	318
41002	587	252	335
41003	557	306	251
41004	537	275	262
41005	681	362	319
41006	624	332	292
41007	594	292	302
41008	566	262	304
41009	570	315	255
41010	558	288	270
41011	621	291	330
41012	621	294	327
41013	692	338	354
41014	601	359	242
41015	721	381	340
41016	539	283	256
41017	517	280	237
41018	533	275	258
41019	620	373	247
41020	432	214	218
41021	568	303	265
41022	643	328	315
41023	617	238	379
41024	546	249	297
41025	594	308	286
41026	506	255	251
41027	562	238	324
41028	649	371	278
41029	513	258	255
41030	560	302	258
41031	521	281	240
41032	484	245	239
41033	553	281	272
41034	542	274	268
41035	689	326	363
41036	565	290	275
41037	634	331	303
41038	576	306	270
41039	598	310	288
41040	644	283	361
41041	622	286	336
41042	578	268	310
41043	605	312	293
41044	568	236	332
41045	573	304	269
41046	577	292	285
41047	615	327	288
42001	561	364	197
42002	848	626	222
42003	701	550	151
42004	1682	1169	513
42005	580	405	175
42006	623	420	203
42007	777	526	251
42008	546	421	125
42009	896	682	214
42010	950	693	257
42011	452	291	161
42012	562	371	191
42013	513	338	175
42014	959	622	337
42015	973	625	348
42016	701	518	183
42017	1128	706	422
42018	896	620	276
42019	848	551	297
42020	892	559	333
42021	835	643	192
42022	399	251	148
42023	795	488	307
42024	637	423	214
42025	814	525	289
42026	1152	772	380
42027	468	336	132
42028	696	491	205
42029	816	528	288
42030	512	329	183
42031	852	564	288
42032	838	551	287
42033	744	579	165
42034	541	343	198
42035	862	646	216
42036	1239	866	373
42037	541	336	205
42038	673	435	238
42039	1257	857	400
42040	1027	745	282
42041	717	539	178
42042	1229	934	295
43001	356	271	85
43002	709	516	193
43003	622	431	191
43004	832	570	262
43005	612	434	178
43006	521	394	127
43007	415	302	113
43008	493	370	123
43009	676	493	183
43010	817	587	230
43011	631	416	215
43012	412	306	106
43013	640	504	136
43014	653	470	183
43015	663	470	193
43016	941	701	240
43017	527	356	171
43018	754	522	232
43019	661	483	178
43020	801	608	193
43021	765	571	194
43022	481	367	114
43023	472	334	138
43024	497	344	153
43025	526	399	127
43026	396	307	89
43027	587	426	161
43028	812	587	225
43029	926	681	245
43030	682	513	169
43031	617	453	164
43032	697	549	148
43033	655	441	214
43034	424	327	97
43035	660	443	217
43036	444	333	111
43037	750	597	153
43038	492	313	179
43039	529	368	161
43040	496	393	103
43041	794	581	213
43042	633	493	140
43043	667	449	218
43044	660	486	174
43045	394	288	106
43046	423	327	96
44001	1038	890	148
44002	716	542	174
44003	361	302	59
44004	542	441	101
44005	699	592	107
44006	911	755	156
44007	449	337	112
44008	956	809	147
44009	711	553	158
44010	775	586	189
44011	805	613	192
44012	737	597	140
44013	596	447	149
44014	664	529	135
44015	656	544	112
44016	826	659	167
44017	908	790	118
44018	809	626	183
44019	834	688	146
44020	851	696	155
44021	822	700	122
44022	662	543	119
44023	663	558	105
44024	480	371	109
44025	717	588	129
44026	873	748	125
44027	823	656	167
44028	742	626	116
44029	832	663	169
44030	865	689	176
44031	641	493	148
44032	826	648	178
44033	753	683	70
44034	731	635	96
44035	774	611	163
44036	794	654	140
44037	772	659	113
44038	884	654	230
44039	762	595	167
44040	707	524	183
44041	934	781	153
45001	453	387	66
45002	555	484	71
45003	501	414	87
45004	657	513	144
45005	589	451	138
45006	740	589	151
45007	796	601	195
45008	565	434	131
45009	558	416	142
45010	569	427	142
45011	435	325	110
45012	536	394	142
45013	453	343	110
45014	798	619	179
45015	656	527	129
45016	461	335	126
45017	625	422	203
45018	615	407	208
45019	319	215	104
45020	410	292	118
45021	501	315	186
45022	555	352	203
45023	532	319	213
45024	439	257	182
45025	360	216	144
45026	330	171	159
45027	542	322	220
45028	467	307	160
45029	378	231	147
45030	519	400	119
45031	460	350	110
45032	523	369	154
45033	394	298	96
45034	580	395	185
45035	595	407	188
45036	573	375	198
45037	543	339	204
45038	557	376	181
45039	554	348	206
45040	518	306	212
45041	504	304	200
45042	515	309	206
45043	578	309	269
45044	531	300	231
45045	384	196	188
45046	434	241	193
45047	401	225	176
45048	467	226	241
46001	479	410	69
46002	625	557	68
46003	760	624	136
46004	609	551	58
46005	870	711	159
46006	575	508	67
46007	670	547	123
46008	462	418	44
46009	710	633	77
46010	1138	976	162
46011	674	531	143
46012	703	642	61
46013	677	590	87
46014	727	621	106
46015	681	577	104
46016	712	627	85
46017	696	571	125
46018	765	603	162
46019	444	357	87
46020	557	495	62
46021	510	409	101
46022	457	406	51
46023	586	532	54
46024	807	688	119
46025	618	566	52
46026	908	809	99
46027	856	754	102
46028	600	488	112
46029	537	439	98
46030	695	603	92
46031	679	609	70
46032	631	543	88
46033	700	591	109
46034	825	736	89
46035	733	644	89
46036	609	487	122
46037	531	465	66
46038	771	674	97
46039	622	497	125
46040	540	467	73
47001	469	380	89
47002	652	522	130
47003	628	507	121
47004	782	639	143
47005	702	610	92
47006	807	684	123
47007	632	511	121
47008	647	527	120
47009	653	517	136
47010	795	702	93
47011	696	554	142
47012	718	615	103
47013	651	551	100
47014	615	507	108
47015	788	734	54
47016	653	527	126
47017	665	524	141
47018	638	509	129
47019	1043	963	80
47020	675	584	91
47021	641	547	94
47022	720	600	120
47023	747	676	71
47024	713	606	107
47025	826	698	128
47026	900	819	81
47027	575	468	107
47028	621	531	90
47029	782	641	141
47030	831	754	77
47031	694	609	85
47032	797	717	80
47033	698	563	135
47034	685	593	92
47035	661	524	137
47036	756	674	82
47037	631	550	81
47038	676	584	92
47039	673	575	98
47040	621	541	80
47041	721	630	91
47042	634	553	81
47043	618	478	140
47044	607	495	112
47045	601	519	82
47046	707	541	166
47047	815	663	152
47048	47	38	9
48001	616	563	53
48002	280	234	46
48003	719	629	90
48004	591	542	49
48005	341	288	53
48006	759	658	101
48007	653	607	46
48008	318	253	65
48009	435	321	114
48010	860	789	71
48011	505	452	53
48012	785	698	87
48013	805	657	148
48014	307	241	66
48015	400	328	72
48016	693	610	83
48017	540	479	61
48018	413	348	65
48019	429	385	44
48020	653	588	65
48021	812	700	112
48022	484	380	104
48023	572	464	108
48024	765	558	207
48025	515	447	68
48026	316	261	55
48027	625	557	68
48028	742	562	180
48029	278	233	45
48030	525	476	49
48031	895	785	110
48032	681	613	68
48033	332	284	48
48034	536	474	62
48035	395	316	79
48036	354	292	62
48037	664	586	78
48038	617	534	83
48039	489	399	90
48040	551	500	51
48041	801	730	71
48042	681	640	41
48043	733	648	85
48044	776	716	60
48045	459	421	38
48046	404	345	59
49001	404	386	18
49002	387	363	24
49003	774	717	57
49004	808	738	70
49005	583	529	54
49006	554	503	51
49007	517	447	70
49008	558	502	56
49009	653	579	74
49010	713	633	80
49011	796	736	60
49012	760	681	79
49013	727	645	82
49014	501	445	56
49015	473	426	47
49016	576	495	81
49017	485	408	77
49018	782	719	63
49019	603	554	49
49020	953	881	72
49021	398	341	57
49022	665	596	69
49023	812	720	92
49024	517	481	36
49025	800	709	91
49026	750	663	87
49027	722	657	65
49028	885	806	79
49029	759	686	73
49030	669	587	82
49031	457	399	58
49032	590	538	52
49033	489	446	43
50001	492	261	231
50002	327	189	138
50003	447	254	193
50004	564	419	145
50005	360	167	193
50006	528	400	128
50007	576	489	87
50008	507	439	68
50009	427	300	127
50010	546	303	243
50011	334	108	226
50012	235	131	104
50013	613	518	95
50014	178	91	87
50015	584	479	105
50016	165	92	73
50017	565	378	187
50018	82	28	54
50019	409	336	73
50020	520	408	112
50021	466	345	121
50022	480	281	199
50023	383	240	143
50024	384	148	236
50025	509	240	269
50026	550	376	174
50027	179	100	79
50028	540	445	95
50029	521	423	98
50030	392	324	68
50031	675	582	93
50032	587	506	81
50033	374	165	209
50034	650	439	211
50035	631	531	100
50036	515	401	114
50037	522	441	81
50038	199	125	74
50039	344	214	130
50040	485	166	319
Barrington 1	806	360	446
Barrington 2	715	389	326
Barrington 3	943	330	613
Barrington 4	1,224	498	726
Barrington 5	892	281	611
Barrington 6	980	503	477
Barrington 7	285	97	188
Barrington 8	1,336	553	783
Barrington 9	577	272	305
Barrington 10	1,087	569	518
Barrington 11	708	269	439
Berwyn Ward 1 Precinct 1	510	379	131
Berwyn Ward 1 Precinct 2	561	432	129
Berwyn Ward 1 Precinct 3	851	645	206
Berwyn Ward 1 Precinct 4	506	385	121
Berwyn Ward 1 Precinct 5	483	356	127
Berwyn Ward 2 Precinct 1	364	284	80
Berwyn Ward 2 Precinct 2	559	422	137
Berwyn Ward 2 Precinct 3	785	595	190
Berwyn Ward 2 Precinct 4	989	768	221
Berwyn Ward 3 Precinct 1	580	447	133
Berwyn Ward 3 Precinct 2	421	305	116
Berwyn Ward 3 Precinct 3	480	366	114
Berwyn Ward 3 Precinct 4	619	473	146
Berwyn Ward 3 Precinct 5	760	579	181
Berwyn Ward 4 Precinct 1	441	340	101
Berwyn Ward 4 Precinct 2	644	507	137
Berwyn Ward 4 Precinct 3	783	628	155
Berwyn Ward 4 Precinct 4	400	307	93
Berwyn Ward 5 Precinct 1	943	797	146
Berwyn Ward 5 Precinct 2	572	480	92
Berwyn Ward 5 Precinct 3	506	409	97
Berwyn Ward 6 Precinct 1	323	261	62
Berwyn Ward 6 Precinct 2	446	362	84
Berwyn Ward 6 Precinct 3	605	502	103
Berwyn Ward 6 Precinct 4	709	602	107
Berwyn Ward 7 Precinct 1	540	457	83
Berwyn Ward 7 Precinct 2	554	460	94
Berwyn Ward 7 Precinct 3	700	564	136
Berwyn Ward 7 Precinct 4	760	626	134
Berwyn Ward 8 Precinct 1	1,017	816	201
Berwyn Ward 8 Precinct 2	632	508	124
Berwyn Ward 8 Precinct 3	346	288	58
Bloom 1	755	575	180
Bloom 2	756	559	197
Bloom 3	504	372	132
Bloom 4	534	477	57
Bloom 5	475	316	159
Bloom 6	209	196	13
Bloom 7	711	479	232
Bloom 8	730	419	311
Bloom 9	652	374	278
Bloom 10	192	180	12
Bloom 11	480	262	218
Bloom 12	615	522	93
Bloom 13	974	833	141
Bloom 14	935	711	224
Bloom 15	582	412	170
Bloom 16	623	482	141
Bloom 17	514	459	55
Bloom 18	558	400	158
Bloom 19	615	513	102
Bloom 20	602	409	193
Bloom 21	125	117	8
Bloom 22	526	416	110
Bloom 23	591	531	60
Bloom 24	1,119	912	207
Bloom 25	439	358	81
Bloom 26	465	333	132
Bloom 27	612	510	102
Bloom 28	646	467	179
Bloom 29	237	221	16
Bloom 30	776	651	125
Bloom 31	608	377	231
Bloom 32	466	409	57
Bloom 33	516	457	59
Bloom 34	379	331	48
Bloom 35	321	272	49
Bloom 36	793	720	73
Bloom 37	353	324	29
Bloom 38	1,413	1,272	141
Bloom 39	465	401	64
Bloom 40	422	359	63
Bloom 41	762	686	76
Bloom 42	567	503	64
Bloom 43	572	535	37
Bloom 44	735	510	225
Bloom 45	853	749	104
Bloom 46	476	404	72
Bloom 47	863	594	269
Bloom 48	499	429	70
Bloom 49	593	560	33
Bloom 50	598	483	115
Bloom 51	314	292	22
Bloom 52	435	421	14
Bloom 53	321	228	93
Bloom 54	646	479	167
Bloom 55	526	460	66
Bloom 56	566	359	207
Bloom 57	590	425	165
Bloom 58	434	380	54
Bloom 59	483	404	79
Bloom 60	519	483	36
Bloom 61	584	367	217
Bremen 1	518	479	39
Bremen 2	700	360	340
Bremen 3	624	329	295
Bremen 4	631	381	250
Bremen 5	490	310	180
Bremen 6	500	324	176
Bremen 7	379	337	42
Bremen 8	455	424	31
Bremen 9	529	279	250
Bremen 10	814	396	418
Bremen 11	767	411	356
Bremen 12	474	428	46
Bremen 13	683	421	262
Bremen 14	478	358	120
Bremen 15	473	352	121
Bremen 16	658	263	395
Bremen 17	459	428	31
Bremen 18	901	448	453
Bremen 19	197	178	19
Bremen 20	456	229	227
Bremen 21	707	557	150
Bremen 22	555	284	271
Bremen 23	168	159	9
Bremen 24	536	222	314
Bremen 25	776	427	349
Bremen 26	553	480	73
Bremen 27	706	434	272
Bremen 28	499	274	225
Bremen 29	833	780	53
Bremen 30	637	279	358
Bremen 31	552	511	41
Bremen 32	482	451	31
Bremen 33	606	297	309
Bremen 34	847	371	476
Bremen 35	378	367	11
Bremen 36	465	208	257
Bremen 37	274	245	29
Bremen 38	441	417	24
Bremen 39	249	229	20
Bremen 40	898	815	83
Bremen 41	409	213	196
Bremen 42	874	430	444
Bremen 43	472	360	112
Bremen 44	461	419	42
Bremen 45	298	276	22
Bremen 46	624	276	348
Bremen 47	507	477	30
Bremen 48	450	422	28
Bremen 49	457	435	22
Bremen 50	686	305	381
Bremen 51	686	638	48
Bremen 52	537	295	242
Bremen 53	427	222	205
Bremen 54	551	234	317
Bremen 55	531	425	106
Bremen 56	621	578	43
Bremen 57	693	277	416
Bremen 58	758	361	397
Bremen 59	617	327	290
Bremen 60	543	269	274
Bremen 61	609	310	299
Bremen 62	704	403	301
Bremen 63	752	693	59
Bremen 64	779	415	364
Bremen 65	229	220	9
Bremen 66	431	415	16
Bremen 67	878	382	496
Bremen 68	421	177	244
Bremen 69	653	418	235
Bremen 70	397	365	32
Bremen 71	399	378	21
Bremen 72	446	246	200
Bremen 73	648	388	260
Bremen 74	761	476	285
Bremen 75	737	614	123
Bremen 76	523	267	256
Bremen 77	948	489	459
Bremen 78	520	485	35
Bremen 79	665	284	381
Bremen 80	533	516	17
Calumet 1	597	526	71
Calumet 2	546	450	96
Calumet 3	605	565	40
Calumet 4	479	453	26
Calumet 5	506	477	29
Calumet 6	859	768	91
Calumet 7	637	555	82
Calumet 8	376	324	52
Calumet 9	425	399	26
Calumet 10	625	590	35
Calumet 11	788	755	33
Calumet 12	431	407	24
Cicero 1	783	705	78
Cicero 2	352	300	52
Cicero 3	470	407	63
Cicero 4	556	480	76
Cicero 5	746	602	144
Cicero 6	623	522	101
Cicero 7	389	341	48
Cicero 8	325	281	44
Cicero 9	633	552	81
Cicero 10	660	573	87
Cicero 11	653	527	126
Cicero 12	478	384	94
Cicero 13	582	470	112
Cicero 14	558	458	100
Cicero 15	647	562	85
Cicero 16	478	406	72
Cicero 17	732	633	99
Cicero 18	427	375	52
Cicero 19	821	683	138
Cicero 20	434	372	62
Cicero 21	602	508	94
Cicero 22	508	438	70
Cicero 23	795	681	114
Cicero 24	717	631	86
Cicero 25	568	492	76
Cicero 26	464	401	63
Cicero 27	705	605	100
Cicero 28	632	552	80
Cicero 29	597	527	70
Cicero 30	500	454	46
Cicero 31	455	391	64
Cicero 32	490	425	65
Elk Grove 1	625	387	238
Elk Grove 2	628	411	217
Elk Grove 3	800	440	360
Elk Grove 4	760	434	326
Elk Grove 5	945	535	410
Elk Grove 6	515	311	204
Elk Grove 7	808	445	363
Elk Grove 8	630	296	334
Elk Grove 9	690	346	344
Elk Grove 10	984	511	473
Elk Grove 11	805	411	394
Elk Grove 12	472	199	273
Elk Grove 13	684	409	275
Elk Grove 14	847	431	416
Elk Grove 15	610	309	301
Elk Grove 16	744	368	376
Elk Grove 17	676	378	298
Elk Grove 18	975	533	442
Elk Grove 19	892	447	445
Elk Grove 20	747	372	375
Elk Grove 21	643	372	271
Elk Grove 22	762	480	282
Elk Grove 23	1,064	584	480
Elk Grove 24	660	319	341
Elk Grove 25	610	293	317
Elk Grove 26	611	293	318
Elk Grove 27	873	391	482
Elk Grove 28	755	505	250
Elk Grove 29	647	328	319
Elk Grove 30	663	323	340
Elk Grove 31	467	275	192
Elk Grove 32	542	325	217
Elk Grove 33	451	211	240
Elk Grove 34	1,190	679	511
Elk Grove 35	678	390	288
Elk Grove 36	524	399	125
Elk Grove 37	870	424	446
Elk Grove 38	509	389	120
Elk Grove 39	994	587	407
Elk Grove 40	726	402	324
Elk Grove 41	531	249	282
Elk Grove 42	598	391	207
Elk Grove 43	666	359	307
Elk Grove 44	597	285	312
Elk Grove 45	607	302	305
Elk Grove 46	526	216	310
Elk Grove 47	861	438	423
Elk Grove 48	415	214	201
Elk Grove 49	892	500	392
Elk Grove 50	419	235	184
Elk Grove 51	969	439	530
Elk Grove 52	321	227	94
Evanston Ward 1 Precinct 1	195	184	11
Evanston Ward 1 Precinct 2	831	704	127
Evanston Ward 1 Precinct 3	719	610	109
Evanston Ward 1 Precinct 4	990	863	127
Evanston Ward 2 Precinct 1	1,468	1,267	201
Evanston Ward 2 Precinct 2	559	518	41
Evanston Ward 2 Precinct 3	736	697	39
Evanston Ward 2 Precinct 4	976	923	53
Evanston Ward 2 Precinct 5	672	629	43
Evanston Ward 3 Precinct 1	832	728	104
Evanston Ward 3 Precinct 2	949	818	131
Evanston Ward 3 Precinct 3	811	717	94
Evanston Ward 3 Precinct 4	408	352	56
Evanston Ward 3 Precinct 5	896	776	120
Evanston Ward 3 Precinct 6	784	689	95
Evanston Ward 3 Precinct 7	671	605	66
Evanston Ward 4 Precinct 1	423	379	44
Evanston Ward 4 Precinct 2	688	609	79
Evanston Ward 4 Precinct 3	631	534	97
Evanston Ward 4 Precinct 4	1,065	955	110
Evanston Ward 4 Precinct 5	431	376	55
Evanston Ward 4 Precinct 6	938	799	139
Evanston Ward 5 Precinct 1	686	648	38
Evanston Ward 5 Precinct 2	958	861	97
Evanston Ward 5 Precinct 3	691	657	34
Evanston Ward 5 Precinct 4	449	431	18
Evanston Ward 6 Precinct 1	1,138	938	200
Evanston Ward 6 Precinct 2	596	525	71
Evanston Ward 6 Precinct 3	594	515	79
Evanston Ward 6 Precinct 4	799	709	90
Evanston Ward 6 Precinct 5	1,018	843	175
Evanston Ward 6 Precinct 6	575	436	139
Evanston Ward 6 Precinct 7	935	806	129
Evanston Ward 7 Precinct 1	1,126	983	143
Evanston Ward 7 Precinct 2	1,216	1,028	188
Evanston Ward 7 Precinct 3	124	115	9
Evanston Ward 7 Precinct 4	532	471	61
Evanston Ward 7 Precinct 5	996	838	158
Evanston Ward 7 Precinct 6	14	14	0
Evanston Ward 8 Precinct 1	887	809	78
Evanston Ward 8 Precinct 2	681	631	50
Evanston Ward 8 Precinct 3	595	543	52
Evanston Ward 8 Precinct 4	732	663	69
Evanston Ward 8 Precinct 5	954	853	101
Evanston Ward 9 Precinct 1	629	576	53
Evanston Ward 9 Precinct 2	698	651	47
Evanston Ward 9 Precinct 3	1,011	921	90
Evanston Ward 9 Precinct 4	852	772	80
Evanston Ward 9 Precinct 5	528	472	56
Evanston Ward 9 Precinct 6	696	621	75
Hanover 1	1,164	714	450
Hanover 2	833	476	357
Hanover 3	332	230	102
Hanover 4	804	495	309
Hanover 5	805	476	329
Hanover 6	624	406	218
Hanover 7	765	472	293
Hanover 8	685	408	277
Hanover 9	742	383	359
Hanover 10	417	277	140
Hanover 11	751	511	240
Hanover 12	563	415	148
Hanover 13	525	345	180
Hanover 14	991	596	395
Hanover 15	632	421	211
Hanover 16	1,038	554	484
Hanover 17	611	353	258
Hanover 18	741	496	245
Hanover 19	661	311	350
Hanover 20	1,292	717	575
Hanover 21	528	274	254
Hanover 22	696	425	271
Hanover 23	795	463	332
Hanover 24	765	543	222
Hanover 25	707	399	308
Hanover 26	1,126	595	531
Hanover 27	2,464	1,419	1,045
Hanover 28	1,045	607	438
Hanover 29	444	336	108
Hanover 30	741	444	297
Hanover 31	596	259	337
Hanover 32	626	418	208
Hanover 33	795	510	285
Hanover 34	887	572	315
Hanover 35	734	530	204
Hanover 36	621	371	250
Hanover 37	1,016	615	401
Hanover 38	873	479	394
Hanover 39	903	564	339
Hanover 40	881	517	364
Hanover 41	1,016	619	397
Hanover 42	815	394	421
Hanover 43	842	510	332
Hanover 44	891	448	443
Lemont 1	886	290	596
Lemont 2	599	211	388
Lemont 3	965	327	638
Lemont 4	822	255	567
Lemont 5	880	370	510
Lemont 6	891	327	564
Lemont 7	687	307	380
Lemont 8	944	413	531
Lemont 9	542	169	373
Lemont 10	646	290	356
Lemont 11	1,136	410	726
Lemont 12	1,296	440	856
Lemont 13	1,167	373	794
Lemont 14	834	252	582
Leyden 1	524	322	202
Leyden 2	397	217	180
Leyden 3	806	468	338
Leyden 4	629	431	198
Leyden 5	657	407	250
Leyden 6	874	547	327
Leyden 7	378	232	146
Leyden 8	819	499	320
Leyden 9	876	449	427
Leyden 10	916	546	370
Leyden 11	753	398	355
Leyden 12	688	164	524
Leyden 13	808	535	273
Leyden 14	590	354	236
Leyden 15	728	465	263
Leyden 16	810	513	297
Leyden 17	606	316	290
Leyden 18	472	284	188
Leyden 19	787	460	327
Leyden 20	365	194	171
Leyden 21	445	378	67
Leyden 22	483	213	270
Leyden 23	1,134	564	570
Leyden 24	743	510	233
Leyden 25	541	232	309
Leyden 26	1,058	571	487
Leyden 27	183	94	89
Leyden 28	406	265	141
Leyden 29	470	342	128
Leyden 30	895	460	435
Leyden 31	787	533	254
Leyden 32	842	485	357
Leyden 33	736	459	277
Leyden 34	627	367	260
Leyden 35	338	241	97
Leyden 36	679	425	254
Leyden 37	490	231	259
Leyden 38	285	138	147
Leyden 39	494	300	194
Leyden 40	627	397	230
Leyden 41	363	252	111
Leyden 42	733	282	451
Leyden 43	531	319	212
Leyden 44	654	337	317
Leyden 45	627	286	341
Leyden 46	656	397	259
Leyden 47	629	393	236
Leyden 48	741	494	247
Leyden 49	1,039	566	473
Leyden 50	966	602	364
Lyons 1	71	48	23
Lyons 2	555	359	196
Lyons 3	606	350	256
Lyons 4	1,018	666	352
Lyons 5	707	403	304
Lyons 6	487	297	190
Lyons 7	653	530	123
Lyons 8	389	210	179
Lyons 9	810	558	252
Lyons 10	604	380	224
Lyons 11	516	320	196
Lyons 12	490	185	305
Lyons 13	315	296	19
Lyons 14	870	519	351
Lyons 15	741	433	308
Lyons 16	1,264	796	468
Lyons 17	465	217	248
Lyons 18	595	379	216
Lyons 19	682	445	237
Lyons 20	1,169	594	575
Lyons 21	1,073	566	507
Lyons 22	461	314	147
Lyons 23	879	399	480
Lyons 24	572	278	294
Lyons 25	722	360	362
Lyons 26	465	212	253
Lyons 27	693	231	462
Lyons 28	988	432	556
Lyons 29	663	298	365
Lyons 30	104	50	54
Lyons 31	648	313	335
Lyons 32	285	134	151
Lyons 33	270	141	129
Lyons 34	320	173	147
Lyons 35	669	251	418
Lyons 36	768	276	492
Lyons 37	482	299	183
Lyons 38	379	238	141
Lyons 39	703	364	339
Lyons 40	593	323	270
Lyons 41	456	190	266
Lyons 42	661	324	337
Lyons 43	577	323	254
Lyons 44	1,076	496	580
Lyons 45	974	625	349
Lyons 46	616	271	345
Lyons 47	682	391	291
Lyons 48	639	364	275
Lyons 49	437	177	260
Lyons 50	798	474	324
Lyons 51	578	295	283
Lyons 52	787	419	368
Lyons 53	724	337	387
Lyons 54	375	207	168
Lyons 55	768	306	462
Lyons 56	930	664	266
Lyons 57	736	579	157
Lyons 58	623	310	313
Lyons 59	587	405	182
Lyons 60	963	837	126
Lyons 61	701	345	356
Lyons 62	336	132	204
Lyons 63	1,026	400	626
Lyons 64	655	426	229
Lyons 65	898	455	443
Lyons 66	441	289	152
Lyons 67	737	473	264
Lyons 68	545	348	197
Lyons 69	934	446	488
Lyons 70	441	411	30
Lyons 71	348	231	117
Lyons 72	900	503	397
Lyons 73	635	351	284
Lyons 74	383	212	171
Lyons 75	491	272	219
Lyons 76	541	260	281
Lyons 77	572	265	307
Lyons 78	466	193	273
Maine 1	593	351	242
Maine 2	618	369	249
Maine 3	290	182	108
Maine 4	681	406	275
Maine 5	996	598	398
Maine 6	935	568	367
Maine 7	490	266	224
Maine 8	790	409	381
Maine 9	1,153	710	443
Maine 10	494	313	181
Maine 11	493	272	221
Maine 12	463	264	199
Maine 13	739	423	316
Maine 14	834	497	337
Maine 15	399	232	167
Maine 16	507	291	216
Maine 17	715	410	305
Maine 18	581	349	232
Maine 19	489	280	209
Maine 20	434	243	191
Maine 21	857	474	383
Maine 22	843	455	388
Maine 23	667	394	273
Maine 24	958	506	452
Maine 25	761	427	334
Maine 26	700	445	255
Maine 27	463	265	198
Maine 28	393	268	125
Maine 29	1,081	493	588
Maine 30	1,565	806	759
Maine 31	732	405	327
Maine 32	470	212	258
Maine 33	591	408	183
Maine 34	866	524	342
Maine 35	782	516	266
Maine 36	654	302	352
Maine 37	734	318	416
Maine 38	546	284	262
Maine 39	731	348	383
Maine 40	734	399	335
Maine 41	552	299	253
Maine 42	949	521	428
Maine 43	579	249	330
Maine 44	491	263	228
Maine 45	337	223	114
Maine 46	840	421	419
Maine 47	743	446	297
Maine 48	759	439	320
Maine 49	662	390	272
Maine 50	658	317	341
Maine 51	844	468	376
Maine 52	586	368	218
Maine 53	634	398	236
Maine 54	677	375	302
Maine 55	659	322	337
Maine 56	924	537	387
Maine 57	550	287	263
Maine 58	865	381	484
Maine 59	727	342	385
Maine 60	1,245	586	659
Maine 61	422	231	191
Maine 62	405	207	198
Maine 63	538	307	231
Maine 64	575	266	309
Maine 65	486	228	258
Maine 66	327	164	163
Maine 67	989	440	549
Maine 68	493	295	198
Maine 69	740	371	369
Maine 70	839	500	339
Maine 71	369	209	160
Maine 72	611	289	322
Maine 73	282	136	146
Maine 74	634	372	262
Maine 75	603	303	300
Maine 76	419	237	182
Maine 77	1,093	605	488
Maine 78	664	415	249
Maine 79	649	474	175
Maine 80	583	285	298
Maine 81	546	276	270
Maine 82	653	366	287
Maine 83	500	234	266
Maine 84	456	219	237
Maine 85	397	202	195
Maine 86	523	344	179
Maine 87	421	229	192
Maine 88	434	159	275
Maine 89	513	281	232
Maine 90	465	218	247
Maine 91	1,018	554	464
Maine 92	603	299	304
New Trier 1	1,156	809	347
New Trier 2	1,197	856	341
New Trier 3	752	558	194
New Trier 4	952	649	303
New Trier 5	627	446	181
New Trier 6	527	363	164
New Trier 7	787	492	295
New Trier 8	683	363	320
New Trier 9	838	439	399
New Trier 10	756	409	347
New Trier 11	1,032	518	514
New Trier 12	910	494	416
New Trier 13	1,141	690	451
New Trier 14	922	487	435
New Trier 15	1,086	623	463
New Trier 16	1,050	537	513
New Trier 17	728	517	211
New Trier 18	590	348	242
New Trier 19	600	241	359
New Trier 20	1,131	643	488
New Trier 21	825	588	237
New Trier 22	767	386	381
New Trier 23	799	328	471
New Trier 24	998	727	271
New Trier 25	699	400	299
New Trier 26	581	400	181
New Trier 27	770	567	203
New Trier 28	665	416	249
