Precinct	total_votes	votes|Michael G. Grace	votes|Mike Cashman	votes|Frank Avila	votes|Heather Boyle	votes|M Cameron ''Cam'' Davis	votes|Kimberly Neely Dubuclet	votes|Eira L. Corral Sepúlveda	votes|Patricia Theresa Flynn	votes|Shundar Lin	votes|Deyon Dean
41017	527	42	30	67	85	59	88	56	71	21	8
41018	519	45	32	90	94	39	65	39	95	13	7
41019	598	42	47	56	83	76	107	61	86	29	11
41020	399	43	28	63	57	41	51	34	63	12	7
41021	576	49	29	87	91	55	90	56	89	21	9
41022	702	64	53	95	103	76	100	56	109	24	22
41023	472	44	25	91	81	43	49	25	79	22	13
41024	469	50	24	72	72	41	67	45	70	19	9
41025	270	29	12	36	38	29	34	27	46	12	7
41026	618	50	32	93	94	73	98	63	90	21	4
41027	308	28	19	54	51	27	36	29	48	9	7
41028	364	33	22	51	55	38	49	35	51	19	11
41029	251	26	20	42	33	22	39	23	32	8	6
41030	482	39	41	81	87	38	63	36	69	19	9
41031	613	52	35	68	91	68	104	56	109	19	11
41032	490	32	23	61	79	63	73	54	74	23	8
41033	472	36	22	65	84	53	69	44	78	12	9
41034	520	39	22	85	92	63	81	52	60	20	6
41035	693	54	43	97	108	77	115	61	108	21	9
41036	534	36	20	64	67	82	88	75	66	26	10
41037	663	60	46	94	114	80	85	45	112	17	10
41038	511	50	29	84	80	44	74	54	73	14	9
41039	675	44	51	95	115	75	89	51	118	26	11
41040	532	45	26	84	91	58	71	35	95	18	9
41041	481	43	32	91	102	41	46	33	67	17	9
41042	509	39	30	77	93	58	63	34	88	17	10
41043	531	43	25	85	77	63	75	58	74	19	12
41044	556	35	35	121	94	55	69	46	80	12	9
41045	541	44	41	93	62	64	74	63	70	20	10
41046	692	49	32	86	102	81	112	72	117	28	13
41047	624	46	43	88	102	65	94	61	92	25	8
42001	530	29	27	38	44	103	121	69	72	22	5
42002	493	25	20	42	52	75	106	73	56	32	12
42003	593	25	19	49	49	105	135	94	60	44	13
42004	1051	54	49	81	124	196	222	111	150	46	18
42005	486	23	16	31	48	102	118	56	67	14	11
42006	644	43	30	52	65	119	141	75	84	23	12
42007	658	33	19	41	65	133	159	92	84	24	8
42008	616	35	31	38	64	108	136	93	79	21	11
42009	731	37	30	60	83	115	145	112	87	39	23
42010	892	44	46	74	85	154	187	124	111	50	17
42011	266	17	7	23	17	50	61	44	28	13	6
42012	564	24	15	42	43	119	143	92	65	17	4
42013	727	34	39	60	65	144	165	84	103	19	14
42014	552	34	23	53	60	95	118	66	73	22	8
42015	539	24	28	44	68	92	121	57	76	21	8
42016	539	36	28	55	61	96	113	67	49	25	9
42017	529	38	23	30	56	107	121	71	59	16	8
42018	497	24	24	38	64	81	110	75	48	21	12
42019	711	31	24	38	43	171	185	111	75	22	11
42020	481	28	19	32	63	78	103	50	73	24	11
42021	464	16	18	35	39	92	117	74	48	18	7
42022	189	13	7	12	17	48	40	23	19	6	4
42023	568	24	32	50	54	104	126	75	70	23	10
42024	423	26	19	44	38	76	95	59	49	12	5
42025	541	29	17	50	64	96	126	69	65	18	7
42026	671	36	30	46	63	130	159	70	90	28	19
42027	522	29	24	44	55	83	112	54	78	31	12
42028	575	34	28	34	51	112	129	76	71	24	16
42029	501	25	26	35	39	94	119	58	66	28	11
42030	475	15	16	33	39	104	115	74	54	17	8
42031	636	43	21	45	77	111	147	83	80	20	9
42032	466	34	27	34	63	69	96	42	65	23	13
42033	739	34	28	50	94	130	159	94	98	34	18
42034	454	29	24	35	47	74	101	58	63	20	3
42035	715	36	37	43	85	127	152	90	91	33	21
42036	644	37	26	41	87	104	142	85	79	32	11
42037	357	23	23	30	32	65	75	46	45	13	5
42038	460	28	22	35	50	88	107	52	59	17	2
42039	625	41	23	52	75	104	144	69	83	26	8
42040	633	41	18	49	64	116	138	84	82	28	13
42041	585	30	30	40	67	98	128	70	74	32	16
42042	1095	57	43	80	105	214	242	169	119	51	15
43001	288	17	10	13	29	54	73	51	30	7	4
43002	661	28	25	42	79	139	157	113	53	20	5
43003	645	25	35	47	52	133	164	125	38	22	4
43004	554	30	17	50	76	104	117	82	48	23	7
43005	586	28	26	37	42	133	139	114	38	19	10
43006	457	21	17	26	60	88	112	74	39	16	4
43007	489	29	23	36	35	99	117	86	41	14	9
43008	441	24	19	34	46	86	102	68	42	11	9
43009	668	42	35	58	84	109	138	92	76	21	13
43010	818	36	33	55	75	164	206	163	48	23	15
43011	460	18	17	27	54	94	117	76	37	16	4
43012	356	20	19	25	42	59	79	55	36	17	4
43013	563	33	19	42	71	102	127	83	56	18	12
43014	772	29	35	43	79	159	183	143	64	22	15
43015	600	28	34	50	84	90	124	83	71	29	7
43016	697	47	42	64	97	111	124	100	66	40	6
43017	475	29	15	23	49	96	118	82	36	22	5
43018	671	33	29	43	72	124	157	115	51	30	17
43019	704	24	20	36	74	141	169	142	60	30	8
43020	704	27	30	57	75	134	157	123	60	27	14
43021	677	36	39	37	75	129	162	119	44	25	11
43022	422	22	21	27	50	82	88	80	32	14	6
43023	435	21	15	36	47	78	102	75	33	19	9
43024	413	39	27	42	49	52	83	45	55	16	5
43025	577	28	32	25	73	115	137	94	58	13	2
43026	525	21	20	23	54	110	127	97	44	19	10
43027	650	37	28	45	73	126	144	110	52	25	10
43028	552	37	20	40	83	100	113	83	42	21	13
43029	778	40	31	58	85	148	172	127	65	34	18
43030	744	35	37	45	94	130	173	133	59	24	14
43031	612	53	32	60	75	97	113	79	67	24	12
43032	710	25	20	43	67	135	187	138	49	34	12
43033	672	22	36	46	68	133	158	111	63	27	8
43034	416	23	18	25	28	86	101	77	36	14	8
43035	608	20	27	32	51	132	148	120	50	21	7
43036	364	23	19	34	49	50	75	57	34	15	8
43037	593	33	30	42	87	85	123	93	57	31	12
43038	511	26	28	27	48	113	127	94	36	6	6
43039	435	24	26	36	51	62	96	63	55	16	6
43040	491	27	18	36	69	81	105	82	41	24	8
43041	869	40	34	55	81	176	201	172	63	34	13
43042	589	20	28	42	75	95	138	103	51	27	10
43043	672	29	32	49	70	134	170	102	66	17	3
43044	580	32	25	42	56	121	131	97	42	28	6
43045	438	19	22	33	39	88	111	79	31	10	6
43046	322	13	11	16	37	58	80	58	32	11	6
44001	903	40	34	61	104	162	205	172	76	35	14
44002	608	36	18	35	79	113	141	99	58	23	6
44003	542	24	19	40	53	115	129	90	50	15	7
44004	472	29	25	34	51	79	105	67	49	27	6
44005	576	32	26	50	59	105	133	89	50	19	13
44006	909	41	34	78	106	160	204	147	71	48	20
44007	552	33	34	39	58	97	130	92	50	14	5
44008	690	39	26	63	74	120	151	112	64	26	15
44009	586	30	31	54	93	87	118	86	56	24	7
44010	621	25	39	56	78	116	120	93	45	31	18
44011	750	42	42	63	106	128	154	104	69	34	8
44012	800	45	33	65	94	142	172	127	68	43	11
44013	575	23	33	42	83	101	132	85	51	21	4
44014	432	11	23	36	54	64	99	80	32	28	5
44015	691	33	30	48	75	124	166	116	53	33	13
44016	800	48	31	59	104	128	178	121	78	38	15
44017	922	35	40	75	106	172	216	153	69	37	19
44018	673	36	28	44	85	118	151	110	58	32	11
44019	928	50	43	82	119	140	197	148	87	40	22
44020	703	29	29	59	68	128	164	116	53	42	15
44021	769	29	28	65	99	130	178	125	78	26	11
44022	809	51	38	61	113	133	180	122	75	22	14
44023	708	34	19	58	98	119	157	128	57	28	10
44024	515	25	16	32	56	101	129	85	50	17	4
44025	701	39	33	50	98	112	149	107	70	31	12
44026	903	47	46	71	117	138	198	138	89	41	18
44027	884	42	39	62	98	161	209	148	73	38	14
44028	641	32	29	53	82	101	144	101	49	36	14
44029	698	29	27	60	86	129	145	124	55	34	9
44030	794	48	41	72	96	143	159	115	63	41	16
44031	529	27	34	39	63	84	116	83	49	26	8
44032	749	31	34	52	97	125	176	121	60	44	9
44033	688	31	29	50	86	114	155	122	56	34	11
44034	757	58	42	72	94	127	151	101	69	30	13
44035	631	33	18	35	66	131	152	100	61	28	7
44036	603	34	22	44	76	112	122	98	48	39	8
44037	902	40	27	65	121	161	206	152	76	42	12
44038	586	31	32	53	79	82	130	85	55	23	16
44039	641	33	34	73	92	95	144	89	44	30	7
44040	666	34	20	51	89	112	141	118	54	37	10
44041	887	51	30	71	124	133	191	141	94	37	15
45001	560	33	16	63	56	93	114	89	56	28	12
45002	610	32	18	64	64	116	128	97	52	24	15
45003	632	46	18	68	80	100	116	91	52	42	19
45004	828	44	36	98	114	120	157	115	89	39	16
45005	725	54	36	78	81	104	147	109	76	24	16
45006	944	53	31	102	102	157	195	154	84	48	18
45007	923	58	41	106	110	132	182	149	95	39	11
45008	547	44	20	70	63	79	92	80	63	25	11
45009	477	44	21	71	53	63	69	65	65	16	10
45010	534	35	21	71	62	79	97	79	57	25	8
45011	400	25	13	57	54	48	65	53	58	19	8
45012	520	33	31	65	66	66	86	81	55	19	18
45013	609	38	20	59	78	92	116	96	72	23	15
45014	830	64	41	107	134	86	132	92	119	33	22
45015	908	58	43	124	110	120	164	103	121	49	16
45016	553	29	16	73	67	80	109	83	66	19	11
45017	624	46	32	74	86	77	105	69	79	41	15
45018	583	58	40	79	77	66	92	66	74	19	12
45019	273	20	13	38	38	32	34	35	32	18	13
45020	367	30	12	49	43	48	59	55	36	20	15
45021	502	34	18	76	74	54	80	70	63	24	9
45022	395	36	26	56	56	45	67	41	50	10	8
45023	428	40	24	61	61	53	65	48	50	17	9
45024	390	45	21	72	51	40	47	45	49	11	9
45025	348	34	20	57	58	29	54	28	54	10	4
45026	253	19	10	51	32	28	38	29	29	12	5
45027	508	37	30	69	75	57	86	57	75	15	7
45028	338	25	9	34	47	45	63	51	46	12	6
45029	298	21	18	42	42	35	49	29	39	16	7
45030	471	37	14	62	67	54	71	60	65	34	7
45031	509	34	21	62	68	66	95	72	60	24	7
45032	513	34	28	81	70	66	87	61	66	16	4
45033	422	32	20	50	48	53	78	65	46	21	9
45034	661	44	35	90	78	87	115	84	77	31	20
45035	667	59	28	79	111	78	109	69	94	26	14
45036	655	57	42	87	97	60	106	80	78	32	16
45037	526	38	26	62	65	72	91	74	70	17	11
45038	520	38	32	79	67	55	72	61	75	28	13
45039	485	45	30	78	58	51	67	56	59	31	10
45040	451	33	37	67	75	36	71	24	84	10	14
45041	509	64	24	81	81	40	60	44	80	25	10
45042	582	54	33	93	91	58	72	52	104	15	10
45043	486	51	22	87	80	41	49	38	82	20	16
45044	588	60	31	84	94	61	86	48	99	14	11
45045	321	30	16	61	53	34	39	27	48	10	3
45046	334	34	17	50	53	38	48	28	50	12	4
45047	344	30	22	58	41	30	50	36	61	11	5
45048	364	34	18	53	65	36	57	36	50	8	7
46001	618	41	30	44	63	107	133	98	42	37	23
46002	755	36	23	48	77	162	166	132	56	37	18
46003	915	47	38	67	119	165	199	146	84	38	12
46004	748	45	23	67	97	118	160	121	64	36	17
46005	852	34	37	69	105	156	181	146	67	40	17
46006	671	50	33	47	89	102	136	91	56	42	25
46007	791	51	32	66	89	137	170	125	72	34	15
46008	495	30	24	37	60	71	107	69	49	30	18
46009	918	47	41	76	114	150	190	135	86	54	25
46010	1153	58	62	100	141	197	227	189	102	52	25
46011	626	27	21	60	61	120	127	109	60	24	17
46012	993	38	33	93	110	162	224	162	87	59	25
46013	721	32	21	56	80	134	163	127	61	36	11
46014	495	63	37	39	52	70	87	49	53	22	23
46015	740	42	39	58	97	126	150	99	77	33	19
46016	1032	32	36	68	112	195	237	187	83	50	32
46017	900	45	31	76	117	143	191	138	96	43	20
46018	769	51	29	60	113	111	161	108	81	32	23
46019	589	46	28	57	70	99	118	93	50	20	8
46020	579	43	26	56	69	93	107	82	62	28	13
46021	386	22	19	32	40	62	80	66	36	20	9
46022	575	28	22	46	55	105	132	96	43	37	11
46023	647	49	21	45	86	95	135	90	62	37	27
46024	868	45	31	71	111	151	194	130	77	35	23
46025	729	38	25	58	72	133	165	123	61	38	16
46026	928	39	39	71	106	170	205	153	73	45	27
46027	901	52	37	71	109	150	185	141	74	64	18
46028	547	30	25	40	53	108	126	94	43	17	11
46029	541	22	24	37	45	107	120	99	44	29	14
46030	830	73	35	79	117	117	157	104	91	33	24
46031	835	39	23	70	95	153	194	128	73	47	13
46032	673	46	28	63	69	108	141	98	57	37	26
46033	798	35	22	69	94	146	175	145	61	34	17
46034	810	32	26	68	109	139	191	129	60	40	16
46035	606	34	24	57	70	99	129	88	59	26	20
46036	758	57	42	78	84	138	142	118	60	29	10
46037	499	30	18	36	48	95	107	96	31	28	10
46038	716	57	29	64	92	109	132	114	61	29	29
46039	606	40	24	46	87	103	119	85	57	30	15
46040	721	31	25	61	71	129	156	120	68	39	21
47001	502	22	26	36	57	98	112	82	34	25	10
47002	886	35	30	63	78	195	202	170	62	39	12
47003	653	40	27	61	85	105	126	105	71	25	8
47004	946	39	31	58	94	211	213	185	66	36	13
47005	819	44	32	69	97	148	173	136	60	42	18
47006	856	36	31	55	88	171	208	148	74	33	12
47007	762	39	25	62	86	133	168	139	61	31	18
47008	795	34	22	62	88	151	183	147	75	23	10
47009	664	28	29	58	85	118	144	102	54	30	16
47010	1113	36	32	86	105	219	271	204	76	63	21
47011	681	43	27	50	72	125	154	113	61	25	11
47012	842	43	19	54	93	173	193	155	60	35	17
47013	907	30	33	76	84	185	214	170	57	38	20
47014	787	29	21	47	65	175	184	155	57	40	14
47015	1200	36	24	80	106	244	308	251	74	58	19
47016	882	33	34	64	86	182	202	171	61	38	11
47017	776	40	36	64	95	140	155	130	73	28	15
47018	726	31	24	40	84	148	168	136	58	28	9
47019	1236	36	34	96	121	250	295	227	85	70	22
47020	835	35	24	42	83	167	209	163	59	38	15
47021	836	40	17	60	85	165	199	159	61	40	10
47022	979	51	33	73	107	195	214	172	81	36	17
47023	1108	33	27	79	120	225	266	216	74	47	21
47024	854	45	30	56	99	171	206	145	71	24	7
47025	844	41	24	50	76	181	207	156	60	33	16
47026	1048	40	18	75	112	214	246	195	69	56	23
47027	726	31	14	51	67	155	181	140	50	30	7
47028	800	34	25	59	83	158	189	148	62	28	14
47029	862	47	36	75	81	146	187	156	64	47	23
47030	1006	42	42	89	110	188	241	156	79	40	19
47031	848	30	22	67	103	164	186	148	67	45	16
47032	1071	29	30	72	101	211	261	225	77	49	16
47033	688	39	21	42	92	123	152	115	60	29	15
47034	990	40	29	62	98	207	238	191	68	43	14
47035	799	34	28	59	76	158	189	148	64	33	10
47036	1006	35	19	66	105	205	261	191	70	36	18
47037	804	29	27	66	79	170	184	148	55	28	18
47038	787	24	26	61	81	156	186	139	64	29	21
47039	898	33	27	55	95	175	215	173	67	42	16
47040	963	28	30	57	84	212	249	169	77	39	18
47041	995	40	36	77	112	180	228	180	72	50	20
47042	878	33	19	65	82	182	217	163	68	35	14
47043	653	32	29	55	62	134	144	111	56	24	6
47044	590	31	21	55	64	117	127	90	51	25	9
47045	858	27	20	54	76	198	222	167	55	25	14
47046	713	53	40	66	89	120	134	99	67	33	12
47047	872	32	29	56	106	170	206	153	73	37	10
47048	77	13	8	10	10	5	13	4	8	5	1
48001	902	32	22	68	112	163	214	155	77	36	23
48002	405	14	13	31	35	87	95	75	35	14	6
48003	910	50	43	82	120	152	183	134	80	37	29
48004	731	29	14	58	82	141	172	140	60	29	6
48005	549	33	20	50	43	112	126	93	53	17	2
48006	989	65	38	87	114	166	198	163	86	42	30
48007	901	30	29	61	92	171	208	180	70	45	15
48008	415	16	18	31	53	69	92	74	43	17	2
48009	534	23	25	54	60	88	107	86	48	24	19
48010	1291	43	33	90	137	272	304	233	93	61	25
48011	792	25	24	59	79	162	193	150	49	33	18
48012	1068	36	39	68	118	216	261	190	85	38	17
48013	979	55	35	102	127	162	190	135	103	38	32
48014	330	17	13	21	44	58	69	55	30	11	12
48015	490	28	23	39	62	86	98	69	48	21	16
48016	787	34	41	74	92	124	169	122	60	44	27
48017	715	45	21	46	84	129	161	114	69	24	22
48018	462	36	28	49	48	69	82	51	55	25	19
48019	701	41	34	45	80	136	142	114	69	24	16
48020	987	44	33	87	119	189	222	154	88	31	20
48021	922	68	45	86	113	141	174	116	97	56	26
48022	710	47	31	72	85	126	137	96	67	24	25
48023	898	49	30	65	82	186	203	163	80	22	18
48024	742	43	27	65	106	116	146	113	71	38	17
48025	737	23	23	49	85	143	167	147	66	26	8
48026	309	13	9	29	33	56	66	57	26	9	11
48027	740	39	31	64	85	123	142	117	63	51	25
48028	708	54	22	65	105	120	133	93	70	28	18
48029	202	10	4	12	21	42	48	34	19	9	3
48030	851	34	25	58	85	184	217	149	51	33	15
48031	901	62	29	80	116	134	184	133	86	48	29
48032	843	53	41	80	93	130	178	132	69	41	26
48033	464	31	21	39	57	85	101	68	44	10	8
48034	696	20	21	59	61	142	165	115	55	45	13
48035	454	40	24	53	45	74	85	53	43	19	18
48036	488	16	13	36	66	94	102	81	54	17	9
48037	837	23	18	73	85	151	198	172	62	32	23
48038	982	32	28	61	99	214	248	184	66	33	17
48039	543	21	17	51	54	111	122	112	39	11	5
48040	799	26	33	64	88	143	187	140	57	41	20
48041	930	46	29	78	106	157	198	169	86	39	22
48042	999	35	30	78	102	195	236	175	78	46	24
48043	896	38	33	65	95	167	199	148	84	46	21
48044	1074	30	30	72	105	206	258	205	87	52	29
48045	642	23	19	40	68	125	144	125	47	34	17
48046	517	29	12	49	55	93	123	79	48	20	9
49001	445	34	26	52	51	65	86	44	37	20	30
49002	525	21	24	37	77	86	97	92	46	34	11
49003	869	26	23	64	80	196	207	156	59	34	24
49004	1133	47	28	104	123	217	251	192	80	52	39
49005	771	36	35	81	80	144	157	106	79	22	31
49006	723	29	17	62	75	144	173	113	53	34	23
49007	695	35	27	47	75	128	155	122	55	33	18
49008	570	33	21	58	64	118	112	79	48	25	12
49009	814	31	22	61	82	173	191	135	62	42	15
49010	878	29	27	75	80	163	213	153	83	38	17
49011	970	32	31	84	93	193	232	177	62	39	27
49012	1053	37	31	78	99	216	233	200	79	58	22
49013	843	35	26	68	99	173	198	147	52	30	15
49014	517	23	19	54	49	98	106	81	43	21	23
49015	498	25	16	49	55	95	101	68	42	16	31
49016	720	41	29	66	73	131	156	107	60	35	22
49017	522	33	23	42	59	96	102	69	54	23	21
49018	1137	37	17	95	111	249	251	209	85	51	32
49019	649	45	24	66	55	119	128	102	57	29	24
49020	1245	36	26	81	129	270	306	233	82	43	39
49021	398	37	19	49	41	67	67	51	44	12	11
49022	724	39	20	74	72	147	154	98	70	26	24
49023	1087	48	36	89	109	205	240	188	81	58	33
49024	470	31	20	37	57	75	95	63	41	25	26
49025	853	29	32	66	67	179	201	148	59	35	37
49026	976	54	25	74	103	187	220	153	84	43	33
49027	799	44	22	63	92	145	174	133	54	46	26
49028	1166	49	30	111	110	217	267	192	90	63	37
49029	984	29	20	77	94	211	225	185	71	46	26
49030	713	41	30	64	62	146	162	92	51	33	32
49031	582	35	19	57	58	114	129	79	53	20	18
49032	729	53	36	60	69	124	144	103	83	36	21
49033	582	27	28	61	61	103	119	98	39	20	26
50001	541	37	35	68	48	101	96	62	50	27	17
50002	358	27	22	39	35	60	62	57	32	13	11
50003	507	41	31	65	55	74	96	61	59	17	8
50004	557	34	34	59	68	91	105	67	67	17	15
50005	306	22	30	42	33	54	52	32	32	7	2
50006	553	33	31	64	69	94	111	60	61	14	16
50007	801	37	48	89	81	152	165	102	82	25	20
50008	469	32	13	58	57	70	86	60	45	28	20
50009	451	28	27	38	52	75	84	51	53	25	18
50010	425	51	40	56	44	59	63	44	30	19	19
50011	302	27	34	35	26	57	51	32	23	8	9
50012	202	14	11	23	24	27	39	24	20	16	4
50013	507	52	32	54	63	65	89	50	64	22	16
50014	182	16	15	27	22	17	21	21	22	12	9
50015	844	37	41	89	90	147	187	118	82	29	24
50016	155	11	13	18	14	23	31	17	17	6	5
50017	377	40	27	49	52	47	55	36	38	21	12
50018	67	11	12	7	3	6	10	7	6	1	4
50019	318	27	13	39	30	52	56	42	33	18	8
50020	574	29	20	60	59	101	117	88	66	22	12
50021	512	30	26	49	61	92	97	70	58	14	15
50022	380	20	31	45	42	58	67	49	42	15	11
50023	307	36	18	52	41	34	45	29	32	12	8
50024	329	31	25	55	34	48	53	33	33	7	10
50025	448	37	35	64	44	77	76	51	32	18	14
50026	383	25	18	47	45	61	67	40	43	23	14
50027	134	11	15	16	15	15	18	13	20	7	4
50028	471	47	21	58	60	48	67	49	65	34	22
50029	317	33	24	43	30	38	51	39	28	19	12
50030	346	32	32	48	42	37	48	40	35	22	10
50031	589	46	31	73	64	78	113	73	64	24	23
50032	433	31	21	48	47	65	81	48	51	25	16
50033	367	34	23	52	30	55	56	44	44	18	11
50034	774	45	54	74	96	141	158	89	73	34	10
50035	733	43	34	81	74	133	138	89	87	37	17
50036	605	33	29	69	56	112	123	81	64	20	18
50037	646	42	24	74	62	114	126	86	73	26	19
50038	234	17	16	28	29	40	40	24	26	8	6
50039	242	24	23	37	20	26	42	22	18	18	12
50040	419	52	55	65	44	50	57	27	36	23	10
Barrington 4	266	20	28	36	42	27	44	24	20	23	2
Barrington 8	34	4	3	3	5	4	5	3	2	3	2
Barrington 10	670	49	44	61	109	74	131	54	109	24	15
Barrington 11	0	0	0	0	0	0	0	0	0	0	0
Berwyn Ward 1 Precinct 1	447	33	16	48	44	63	64	85	58	24	12
Berwyn Ward 1 Precinct 2	481	38	28	65	56	54	67	75	67	19	12
Berwyn Ward 1 Precinct 3	852	78	37	159	70	97	85	147	125	36	18
Berwyn Ward 1 Precinct 4	563	38	27	77	65	71	79	85	77	24	20
Berwyn Ward 1 Precinct 5	502	37	23	60	58	70	71	90	68	17	8
Berwyn Ward 2 Precinct 1	338	30	17	66	34	41	39	51	33	18	9
Berwyn Ward 2 Precinct 2	441	38	20	83	42	55	37	77	62	15	12
Berwyn Ward 2 Precinct 3	697	57	37	128	76	85	68	111	96	23	16
Berwyn Ward 2 Precinct 4	828	60	38	128	87	99	103	137	119	35	22
Berwyn Ward 3 Precinct 1	544	47	26	87	51	68	68	88	73	27	9
Berwyn Ward 3 Precinct 2	426	33	26	79	52	44	50	65	50	17	10
Berwyn Ward 3 Precinct 3	479	41	24	79	56	51	63	80	60	13	12
Berwyn Ward 3 Precinct 4	602	49	22	109	61	66	80	94	79	22	20
Berwyn Ward 3 Precinct 5	737	54	33	105	91	95	121	104	86	35	13
Berwyn Ward 4 Precinct 1	308	34	18	66	41	25	31	38	34	12	9
Berwyn Ward 4 Precinct 2	578	49	24	112	66	60	68	90	77	23	9
Berwyn Ward 4 Precinct 3	647	54	24	133	71	69	75	99	87	24	11
Berwyn Ward 4 Precinct 4	421	42	25	92	38	45	37	66	56	10	10
Berwyn Ward 5 Precinct 1	860	69	31	169	67	104	105	139	110	39	27
Berwyn Ward 5 Precinct 2	494	47	28	86	47	57	62	75	50	23	19
Berwyn Ward 5 Precinct 3	417	45	33	82	39	39	37	62	56	12	12
Berwyn Ward 6 Precinct 1	280	28	19	56	34	24	30	35	34	13	7
Berwyn Ward 6 Precinct 2	399	25	17	76	43	44	55	53	58	17	11
Berwyn Ward 6 Precinct 3	539	47	22	102	46	67	68	85	67	23	12
Berwyn Ward 6 Precinct 4	601	62	27	126	46	74	55	101	76	19	15
Berwyn Ward 7 Precinct 1	523	46	24	81	44	81	57	87	69	23	11
Berwyn Ward 7 Precinct 2	450	35	17	84	39	49	52	69	75	16	14
Berwyn Ward 7 Precinct 3	665	54	34	102	69	88	76	110	93	20	19
Berwyn Ward 7 Precinct 4	640	55	30	130	67	68	66	90	82	31	21
Berwyn Ward 8 Precinct 1	929	87	56	147	88	104	128	127	122	46	24
Berwyn Ward 8 Precinct 2	566	47	32	98	55	74	70	87	71	20	12
Berwyn Ward 8 Precinct 3	385	31	13	48	44	63	39	64	58	17	8
Bloom 1	758	57	38	73	94	130	149	99	73	20	25
Bloom 3	15	0	1	3	2	2	2	1	0	1	3
Bloom 5	374	42	30	47	45	51	49	37	42	9	22
Bloom 7	219	27	26	31	19	35	31	13	24	0	13
Bloom 9	0	0	0	0	0	0	0	0	0	0	0
Bloom 10	187	40	16	23	14	23	26	6	25	4	10
Bloom 14	807	81	59	101	96	107	141	65	108	17	32
Bloom 16	644	75	31	78	81	79	107	59	74	11	49
Bloom 18	532	50	39	59	74	68	87	43	73	11	28
Bloom 21	101	14	8	13	10	16	13	4	9	4	10
Bloom 22	389	45	32	39	48	62	58	28	49	11	17
Bloom 23	467	60	33	41	49	84	78	32	55	8	27
Bloom 24	979	110	55	111	123	156	152	88	102	19	63
Bloom 26	291	35	21	30	37	44	41	16	39	3	25
Bloom 27	388	48	28	46	39	48	66	25	56	10	22
Bloom 28	4	2	0	1	1	0	0	0	0	0	0
Bloom 29	241	21	17	30	29	39	36	11	26	6	26
Bloom 32	409	61	33	43	53	64	57	25	38	11	24
Bloom 33	703	67	44	54	77	116	122	71	76	19	57
Bloom 36	1005	109	48	82	113	191	188	100	87	21	66
Bloom 37	539	63	28	53	52	96	104	50	43	11	39
Bloom 38	1869	196	68	185	183	352	367	218	159	17	124
Bloom 41	1019	111	53	88	110	198	188	98	88	19	66
Bloom 42	475	37	20	37	47	96	98	65	34	11	30
Bloom 43	795	103	56	73	84	136	146	69	83	17	28
Bloom 44	666	76	38	96	79	83	102	64	82	20	26
Bloom 45	1062	107	58	138	108	156	180	81	102	22	110
Bloom 49	875	101	53	86	97	154	147	75	89	18	55
Bloom 50	649	61	29	67	70	117	128	80	47	19	31
Bloom 53	268	35	21	38	27	35	36	20	36	7	13
Bloom 55	448	54	30	44	53	78	65	26	45	10	43
Bloom 60	673	76	35	76	65	127	118	58	63	9	46
Bremen 1	652	71	33	72	62	122	112	51	69	20	40
Bremen 2	514	57	39	63	84	49	68	44	88	11	11
Bremen 3	347	27	19	38	48	43	51	42	52	13	14
Bremen 4	432	36	27	48	59	51	69	45	81	7	9
Bremen 5	295	30	18	44	40	34	34	30	49	8	8
Bremen 6	329	41	24	53	41	33	45	27	42	11	12
Bremen 7	381	47	21	37	35	69	68	30	32	5	37
Bremen 8	436	50	27	39	44	74	78	42	43	7	32
Bremen 9	364	28	19	40	58	36	59	40	59	18	7
Bremen 10	468	38	38	50	73	46	77	37	82	15	12
Bremen 11	500	47	36	54	81	37	73	33	118	10	11
Bremen 12	430	41	23	54	44	70	65	34	45	9	45
Bremen 13	467	56	38	61	56	43	69	37	79	10	18
Bremen 14	312	35	19	57	32	34	38	24	42	14	17
Bremen 15	364	38	18	49	40	55	56	32	44	9	23
Bremen 16	442	45	31	57	54	35	54	22	121	13	10
Bremen 17	523	68	36	59	68	77	76	22	65	14	38
Bremen 18	483	52	41	52	84	42	75	36	76	11	14
Bremen 19	206	22	11	23	25	36	33	17	21	6	12
Bremen 20	292	23	17	38	53	26	46	17	54	13	5
Bremen 21	597	57	26	68	59	109	101	63	63	22	29
Bremen 22	335	33	17	30	47	39	56	29	55	18	11
Bremen 23	165	25	14	25	16	20	25	6	22	3	9
Bremen 24	304	34	25	28	40	29	53	28	46	12	9
Bremen 25	548	55	41	87	65	65	69	54	90	10	12
Bremen 27	452	54	34	54	71	53	61	31	72	12	10
Bremen 28	211	21	14	26	25	25	33	21	32	7	7
Bremen 29	1041	118	74	96	96	184	196	100	104	13	60
Bremen 30	346	35	20	43	50	44	52	28	58	8	8
Bremen 31	576	70	28	49	53	104	113	65	54	13	27
Bremen 32	639	48	32	49	57	131	130	75	62	16	39
Bremen 33	370	38	19	44	54	37	63	33	64	12	6
Bremen 34	429	52	40	37	76	35	75	28	66	14	6
Bremen 35	380	56	28	32	38	71	55	25	41	8	26
Bremen 36	249	31	22	25	37	28	35	21	45	2	3
Bremen 37	375	52	26	43	36	66	55	26	39	9	23
Bremen 38	417	57	28	33	44	75	74	36	36	5	29
Bremen 39	353	44	17	48	28	66	62	24	29	11	24
