Precinct	total_votes	votes|Joseph R. Biden & Kamala D. Harris	votes|Donald J. Trump & Michael R. Pence	votes|Howie Hawkins & Angela Walker	votes|Gloria La Riva & Leonard Peltier	votes|Brian Carroll & Amar Patel	votes|Jo Jorgensen & Jeremy ''Spike'' Cohen
20020	371	310	54	0	3	0	4
20021	391	373	17	0	0	0	1
20022	622	586	26	4	1	2	3
20023	454	433	16	1	3	1	0
20024	615	570	30	3	0	7	5
20025	338	314	19	4	0	0	1
20026	455	422	21	4	5	1	2
20027	271	254	14	0	0	2	1
20028	291	280	8	1	0	1	1
20029	551	525	24	2	0	0	0
20030	222	208	12	1	1	0	0
20031	589	555	28	2	2	2	0
20032	407	386	20	0	1	0	0
20033	288	268	16	2	1	1	0
20034	629	577	40	4	0	3	5
20035	352	328	11	6	2	4	1
20036	158	151	4	1	0	0	2
20037	143	136	5	1	1	0	0
20038	172	149	20	2	0	1	0
20039	39	37	2	0	0	0	0
21001	492	476	14	2	0	0	0
21002	386	368	14	1	0	2	1
21003	452	428	16	4	3	0	1
21004	438	427	10	1	0	0	0
21005	476	465	9	0	0	0	2
21006	396	380	13	1	1	1	0
21007	457	438	15	2	0	0	2
21008	487	457	26	2	1	0	1
21009	476	466	8	1	0	0	1
21010	388	363	18	5	0	2	0
21011	432	418	9	2	0	2	1
21012	406	385	14	4	1	1	1
21013	469	438	22	8	0	0	1
21014	483	448	29	2	2	0	2
21015	415	404	10	0	0	0	1
21016	440	418	19	2	1	0	0
21017	403	380	18	3	1	0	1
21018	516	504	10	2	0	0	0
21019	497	480	9	5	1	0	2
21020	416	402	12	1	0	0	1
21021	377	357	13	2	2	0	3
21022	415	396	16	1	0	0	2
21023	419	410	6	1	1	0	1
21024	464	452	10	1	0	1	0
21025	396	380	13	3	0	0	0
21026	497	473	20	3	1	0	0
21027	486	460	18	4	1	0	3
21028	542	519	16	4	0	1	2
21029	481	466	13	1	1	0	0
21030	412	392	16	2	1	0	1
21031	336	322	10	2	0	1	1
21032	461	441	17	0	1	2	0
21033	393	375	10	3	1	1	3
21034	445	422	16	4	2	1	0
21035	538	515	19	1	1	0	2
21036	446	428	14	3	0	0	1
21037	336	324	7	4	0	1	0
21038	468	454	6	2	2	3	1
21039	407	393	9	1	3	0	1
21040	427	411	11	3	1	0	1
21041	476	455	18	0	2	1	0
21042	492	476	15	1	0	0	0
21043	455	434	14	5	0	0	2
21044	483	465	16	1	0	1	0
21045	435	423	9	2	0	0	1
21046	487	469	13	2	0	3	0
21047	427	406	18	3	0	0	0
21048	451	427	23	1	0	0	0
21049	495	475	18	2	0	0	0
21050	335	316	13	2	1	0	3
21051	457	436	16	3	1	0	1
21052	465	451	8	1	2	1	2
21053	379	356	19	3	1	0	0
21054	399	386	9	1	0	1	2
22001	265	254	7	1	1	0	2
22002	597	400	191	5	0	0	1
22003	719	610	91	6	6	0	6
22004	393	343	39	3	3	0	5
22005	457	385	60	4	1	3	4
22006	457	391	60	2	1	1	2
22007	375	344	26	3	1	0	1
22008	685	535	146	1	0	1	2
22009	384	339	37	7	0	1	0
22010	632	536	78	5	9	0	4
22011	399	349	41	3	4	1	1
22012	419	314	94	7	1	0	3
22013	506	445	59	1	1	0	0
22014	399	351	42	3	2	0	1
22015	393	338	49	1	2	0	3
22016	395	346	46	2	0	0	1
22017	639	534	101	2	2	0	0
22018	396	346	40	2	4	3	1
22019	227	212	12	1	0	1	1
22020	466	407	52	1	3	1	2
22021	460	432	24	2	1	0	1
22022	464	384	64	1	5	6	4
22023	533	503	23	4	3	0	0
22024	552	475	61	4	5	1	6
22025	457	401	48	0	2	5	1
23001	463	214	244	2	0	1	2
23002	505	263	231	4	3	0	4
23003	457	216	232	2	0	1	6
23004	531	291	232	2	1	2	3
23005	482	404	68	8	1	0	1
23006	514	372	135	2	0	0	5
23007	437	344	80	2	7	0	4
23008	583	378	192	3	0	0	10
23009	451	383	61	0	5	1	1
23010	534	411	118	1	2	0	2
23011	534	443	81	4	1	1	4
23012	525	215	298	1	0	4	7
23013	448	383	61	1	2	1	0
23014	466	231	231	1	0	0	3
23015	426	351	62	6	3	2	2
23016	485	231	251	2	0	0	1
23017	381	315	58	1	6	1	0
23018	439	219	218	0	0	0	2
23019	393	333	59	0	1	0	0
23020	331	266	60	1	3	0	1
23021	470	209	255	1	0	0	5
23022	494	283	204	4	0	1	2
23023	461	259	195	1	0	1	5
23024	413	337	73	1	1	0	1
23025	426	313	105	5	0	1	2
23026	472	341	124	4	2	0	1
23027	447	210	230	2	1	0	4
23028	538	278	253	1	2	0	4
23029	417	248	165	3	1	0	0
23030	556	416	131	3	3	0	3
23031	425	343	72	6	1	0	3
23032	442	376	63	1	0	0	2
23033	514	424	80	3	2	0	5
23034	522	434	83	3	1	0	1
23035	383	192	183	3	2	0	3
23036	481	227	249	0	1	1	3
23037	528	247	276	1	0	0	4
23038	444	251	189	3	0	0	1
23039	509	435	71	1	1	0	1
24001	364	348	14	1	1	0	0
24002	407	388	13	3	2	1	0
24003	484	460	19	0	1	1	3
24004	340	327	10	1	1	0	1
24005	230	217	9	2	1	1	0
24006	401	385	10	4	0	1	1
24007	290	266	17	2	3	1	1
24008	193	177	14	0	1	1	0
24009	402	379	17	1	1	3	1
24010	192	185	5	1	0	0	1
24011	483	460	21	0	1	0	1
24012	260	245	13	0	0	1	1
24013	240	221	11	2	4	0	2
24014	377	362	12	2	1	0	0
24015	226	215	11	0	0	0	0
24016	1167	821	307	9	14	2	14
24017	308	294	10	0	3	1	0
24018	418	400	14	2	2	0	0
24019	467	448	15	1	2	0	1
24020	343	319	17	5	0	1	1
24021	215	199	11	2	2	0	1
24022	496	463	23	1	5	1	3
24023	355	326	25	3	1	0	0
24024	454	425	21	4	3	0	1
24025	324	305	13	5	0	0	1
24026	594	565	25	2	2	0	0
24027	399	385	10	4	0	0	0
24028	254	239	12	2	0	1	0
24029	299	284	7	6	0	2	0
24030	246	231	12	2	1	0	0
24031	445	415	17	3	3	3	4
24032	214	204	5	2	0	1	2
24033	258	246	9	3	0	0	0
24034	406	387	13	3	0	1	2
24035	413	384	22	3	2	2	0
24036	456	423	23	3	0	3	4
24037	224	215	6	2	0	1	0
24038	301	287	10	1	0	3	0
24039	409	374	33	1	0	1	0
24040	500	471	24	4	1	0	0
24041	288	274	13	1	0	0	0
25001	481	426	50	1	1	1	2
25002	722	655	50	11	2	1	3
25003	1124	929	177	4	0	2	12
25004	477	417	53	0	3	1	3
25005	633	542	76	6	6	0	3
25006	248	173	75	0	0	0	0
25007	629	561	52	3	7	2	4
25008	688	627	47	6	3	2	3
25009	600	540	42	7	2	1	8
25010	918	763	144	3	0	1	7
25011	630	542	68	7	7	2	4
25012	562	483	67	3	5	2	2
25013	727	654	53	4	9	3	4
25014	513	405	98	3	0	5	2
25015	537	445	78	4	6	0	4
25016	1137	867	247	3	2	0	18
25017	657	583	59	5	4	0	6
25018	476	322	145	5	1	1	2
25019	638	568	56	8	3	1	2
25020	380	358	18	2	1	1	0
25021	1197	1034	131	11	3	0	18
25022	603	551	35	6	3	1	7
25023	679	611	52	7	4	0	5
25024	621	562	41	8	3	1	6
25025	562	404	143	5	2	0	8
25026	587	516	63	3	3	0	2
25027	854	693	140	5	0	1	15
25028	637	564	55	10	2	2	4
25029	492	450	37	1	4	0	0
25030	594	501	72	11	4	1	5
25031	1307	1034	243	5	0	2	23
25032	558	435	112	1	4	1	5
26001	508	442	50	3	4	1	8
26002	413	345	60	1	4	0	3
26003	586	487	82	6	3	0	8
26004	358	296	57	1	1	2	1
26005	411	371	32	1	3	0	4
26006	411	351	52	6	2	0	0
26007	436	394	36	6	0	0	0
26008	299	249	39	5	3	1	2
26009	396	338	47	5	2	1	3
26010	466	407	52	2	2	0	3
26011	450	359	82	4	2	1	2
26012	484	416	55	9	4	0	0
26013	294	234	50	5	3	1	1
26014	386	332	46	4	2	1	1
26015	327	255	62	4	5	1	0
26016	269	205	58	2	2	1	1
26017	427	318	107	0	1	0	1
26018	346	286	54	0	0	2	4
26019	303	267	31	4	0	0	1
26020	441	377	54	1	3	1	5
26021	548	494	46	2	3	0	3
26022	283	234	46	1	2	0	0
26023	357	315	35	4	0	0	3
26024	390	338	46	2	1	1	2
26025	393	351	34	4	1	1	2
26026	338	299	27	4	1	4	3
26027	531	454	63	4	4	0	6
26028	607	514	82	1	3	0	7
26029	258	219	37	0	0	1	1
26030	381	342	26	3	6	0	4
26031	229	184	39	2	0	0	4
26032	576	487	74	2	1	3	9
26033	558	498	47	7	1	0	5
26034	510	434	66	5	0	1	4
26035	418	359	45	7	5	0	2
26036	489	411	71	2	1	1	3
26037	495	433	55	2	3	1	1
26038	270	221	46	0	1	1	1
26039	560	472	74	4	2	4	4
26040	317	259	47	3	4	0	4
26041	506	441	54	6	2	2	1
26042	381	339	33	3	1	1	4
26043	298	258	31	3	3	0	3
26044	264	226	34	1	3	0	0
26045	244	201	39	1	0	0	3
26046	388	269	114	2	1	0	2
26047	362	301	55	1	1	0	4
26048	487	438	38	5	1	0	5
26049	320	266	51	2	1	0	0
27001	1356	1105	220	5	0	0	26
27002	623	524	83	8	0	0	8
27003	285	264	18	2	0	1	0
27004	292	262	19	5	3	0	3
27005	437	397	38	0	0	1	1
27006	692	571	109	2	1	1	8
27007	821	734	74	4	0	0	9
27008	411	369	40	0	0	0	2
27009	311	238	68	0	0	0	5
27010	479	447	25	2	2	0	3
27011	741	598	125	3	0	0	15
27012	500	416	80	0	0	0	4
27013	740	674	57	2	1	0	6
27014	261	239	15	3	1	1	2
27015	284	266	13	1	3	0	1
27016	703	556	128	2	0	4	13
27017	538	475	58	3	0	0	2
27018	370	331	31	3	2	2	1
27019	273	232	31	1	4	2	3
27020	413	392	15	6	0	0	0
27021	583	471	104	3	0	0	5
27022	259	238	19	0	0	0	2
27023	367	338	23	3	1	0	2
27024	356	327	26	0	1	0	2
27025	502	450	45	3	0	1	3
27026	354	325	23	3	1	0	2
27027	689	627	44	4	3	3	8
27028	828	621	179	4	0	2	22
27029	331	288	38	3	1	1	0
27030	246	230	15	0	0	1	0
27031	396	364	27	3	0	2	0
27032	487	436	41	7	0	0	3
27033	802	684	103	5	0	1	9
27034	352	340	10	0	0	1	1
27035	732	606	108	6	0	0	12
27036	366	332	23	3	2	2	4
27037	636	537	86	2	0	2	9
27038	771	619	135	2	2	3	10
27039	357	333	24	0	0	0	0
27040	842	663	155	8	1	0	15
27041	435	415	17	0	0	1	2
27042	406	334	65	0	0	0	7
27043	396	364	23	6	0	2	1
27044	369	342	23	2	0	1	1
27045	1779	1461	291	5	0	1	21
27046	530	411	109	4	0	0	6
27047	369	325	33	6	1	3	1
27048	1136	958	154	8	4	4	8
27049	358	336	16	3	3	0	0
27050	490	464	18	2	1	1	4
28001	307	285	17	2	0	2	1
28002	383	350	28	4	0	1	0
28003	310	292	15	1	0	1	1
28004	472	395	70	1	1	0	5
28005	281	263	18	0	0	0	0
28006	243	207	33	3	0	0	0
28007	413	395	15	2	0	1	0
28008	684	585	91	2	1	1	4
28009	402	377	18	3	1	2	1
28010	594	508	76	5	0	0	5
28011	964	849	95	8	4	0	8
28012	376	359	12	2	1	1	1
28013	497	466	25	3	1	0	2
28014	394	378	11	1	0	2	2
28015	84	81	1	1	0	1	0
28016	265	251	10	2	0	1	1
28017	347	331	13	2	1	0	0
28018	337	319	15	1	1	1	0
28019	365	314	46	3	0	1	1
28020	339	318	16	1	1	0	3
28021	318	305	9	3	0	0	1
28022	386	361	16	4	1	2	2
28023	515	481	23	6	2	1	2
28024	347	312	31	3	0	0	1
28025	598	556	31	3	5	0	3
28026	402	386	13	1	0	0	2
28027	478	340	118	6	0	6	8
28028	586	453	123	1	0	1	8
28029	223	202	17	1	1	1	1
28030	56	54	2	0	0	0	0
28031	518	484	24	3	3	4	0
28032	386	369	13	2	2	0	0
28033	432	414	17	1	0	0	0
28034	726	671	42	6	1	1	5
28035	476	449	24	0	1	1	1
28036	218	206	9	1	0	0	2
28037	462	442	17	1	1	1	0
28038	152	138	11	1	0	1	1
28039	315	294	18	1	1	1	0
28040	500	480	16	2	0	0	2
28041	271	259	11	0	1	0	0
28042	418	393	16	4	2	0	3
28043	526	510	12	1	2	1	0
28044	304	290	12	2	0	0	0
28045	682	553	108	5	0	1	15
28046	804	660	125	10	1	0	8
29001	687	560	117	2	0	2	6
29002	638	608	22	4	1	2	1
29003	533	506	21	3	1	1	1
29004	581	538	36	2	2	2	1
29005	404	373	28	1	0	2	0
29006	388	376	11	1	0	0	0
29007	522	456	60	4	1	0	1
29008	464	429	22	6	2	1	4
29009	558	421	127	5	1	0	4
29010	648	522	116	4	1	0	5
29011	285	267	14	2	0	2	0
29012	581	541	33	3	2	0	2
29013	511	483	22	3	1	2	0
29014	434	419	11	1	0	1	2
29015	530	504	22	2	1	1	0
29016	468	450	15	3	0	0	0
29017	460	437	14	7	1	1	0
29018	481	461	14	2	1	1	2
29019	489	462	20	3	1	1	2
29020	507	485	15	4	1	0	2
29021	674	638	26	3	5	1	1
29022	429	386	39	1	2	0	1
29023	623	433	182	2	1	1	4
29024	469	441	20	3	4	1	0
29025	546	524	17	3	0	0	2
29026	458	426	23	4	1	2	2
29027	443	428	12	1	1	0	1
29028	611	587	14	7	2	0	1
29029	673	415	247	11	0	0	0
29030	704	587	112	0	1	0	4
29031	633	331	292	0	1	1	8
29032	626	349	264	4	2	1	6
29033	353	338	14	0	1	0	0
29034	381	339	40	0	0	0	2
29035	371	355	11	1	3	0	1
29036	408	385	22	1	0	0	0
29037	455	417	29	2	1	5	1
29038	653	473	167	9	1	1	2
29039	640	413	218	5	0	1	3
29040	544	515	17	7	3	1	1
29041	420	387	22	6	2	1	2
29042	546	521	19	4	0	0	2
29043	625	552	64	5	1	0	3
29044	639	595	39	0	2	2	1
30001	644	496	137	2	4	1	4
30002	640	448	186	1	2	2	1
30003	453	381	62	3	3	0	4
30004	592	410	170	2	2	3	5
30005	461	360	98	2	1	0	0
30006	479	372	104	0	0	2	1
30007	628	497	121	2	1	4	3
30008	683	556	112	6	5	1	3
30009	536	384	144	4	2	0	2
30010	636	483	143	3	0	1	6
30011	573	470	95	4	2	1	1
30012	548	419	117	3	3	0	6
30013	578	416	154	2	1	0	5
30014	453	349	101	2	0	1	0
30015	507	415	79	6	1	0	6
30016	355	261	91	1	0	0	2
30017	621	452	158	3	0	0	8
30018	707	620	73	4	3	0	7
30019	598	483	108	2	4	0	1
30020	641	504	129	4	0	0	4
30021	446	295	147	0	2	0	2
30022	824	700	100	9	3	3	9
30023	718	576	120	10	4	0	8
30024	848	714	119	4	2	1	8
30025	862	709	128	10	5	1	9
30026	374	286	83	2	1	0	2
30027	434	327	105	0	1	0	1
30028	569	496	64	3	3	0	3
30029	423	337	75	2	2	4	3
30030	258	213	43	2	0	0	0
30031	379	300	76	1	0	0	2
30032	479	416	59	1	1	0	2
31001	373	301	66	2	0	0	4
31002	346	291	53	0	0	0	2
31003	395	286	101	5	0	1	2
31004	486	433	44	3	3	1	2
31005	401	313	77	3	2	1	5
31006	286	235	46	0	0	3	2
31007	574	519	45	3	0	2	5
31008	349	283	61	3	1	1	0
31009	432	354	71	4	2	0	1
31010	454	389	62	0	0	1	2
31011	348	269	75	4	0	0	0
31012	353	252	94	2	0	2	3
31013	436	353	74	3	3	2	1
31014	392	302	89	0	1	0	0
31015	412	307	102	1	0	0	2
31016	467	415	44	2	1	0	5
31017	381	290	81	2	6	0	2
31018	379	308	64	2	1	4	0
31019	366	274	86	1	3	1	1
31020	352	268	79	1	2	1	1
31021	358	271	83	1	3	0	0
31022	351	300	45	2	0	0	4
31023	410	338	64	2	3	1	2
31024	426	343	76	1	1	1	4
31025	388	297	85	1	2	1	2
31026	416	320	90	2	3	0	1
31027	455	340	106	3	1	2	3
31028	344	268	71	3	2	0	0
31029	379	299	73	1	4	0	2
31030	318	265	49	0	1	0	3
31031	358	267	87	0	0	1	3
31032	331	258	67	5	0	1	0
31033	396	304	85	6	1	0	0
31034	413	311	93	6	1	0	2
31035	466	373	86	5	2	0	0
31036	419	334	80	3	0	1	1
31037	381	315	62	3	0	0	1
31038	362	297	59	6	0	0	0
31039	442	382	50	2	5	1	2
31040	449	381	52	5	6	0	5
31041	377	308	64	1	2	0	2
32001	919	765	134	6	2	0	12
32002	837	721	98	1	0	1	16
32003	746	668	63	5	2	3	5
32004	691	610	71	3	1	0	6
32005	780	696	71	3	3	0	7
32006	882	800	65	3	0	0	14
32007	861	743	96	4	1	1	16
32008	970	791	150	2	1	5	21
32009	776	665	93	4	1	2	11
32010	871	695	148	6	1	1	20
32011	628	577	39	2	5	0	5
32012	501	448	33	9	6	3	2
32013	881	704	151	3	1	3	19
32014	743	679	50	3	4	2	5
32015	710	586	108	3	3	1	9
32016	719	624	86	2	1	1	5
32017	673	607	46	4	6	0	10
32018	746	600	132	3	1	0	10
32019	713	617	78	4	1	0	13
32020	664	611	40	10	1	1	1
32021	745	649	79	2	2	1	12
32022	833	755	56	5	6	1	10
32023	793	672	103	1	1	3	13
32024	692	530	146	3	0	0	13
32025	730	625	94	3	0	2	6
32026	713	638	58	7	6	0	4
32027	845	645	177	2	0	3	18
32028	689	625	51	3	1	0	9
32029	766	674	84	2	1	2	3
32030	796	649	134	5	0	0	8
32031	812	666	126	1	3	0	16
32032	865	760	87	4	0	0	14
32033	743	611	116	4	0	1	11
32034	834	731	83	2	0	0	18
32035	764	632	118	1	2	1	10
32036	826	716	95	1	1	0	13
32037	882	740	123	5	0	0	14
32038	778	640	119	5	1	0	13
32039	910	727	171	1	0	1	10
32040	778	662	102	2	0	0	12
32041	807	668	119	2	0	2	16
32042	746	609	122	0	1	0	14
32043	631	564	51	4	1	0	11
33001	761	656	92	1	7	1	4
33002	1023	816	185	10	2	5	5
33003	994	860	108	8	4	1	13
33004	982	820	139	9	7	0	7
33005	735	621	101	5	1	0	7
33006	645	559	72	5	1	0	8
33007	779	656	110	8	3	0	2
33008	894	788	82	12	4	3	5
33009	824	674	132	9	2	1	6
33010	648	538	97	5	3	2	3
33011	751	616	113	10	5	0	7
33012	747	617	109	6	4	0	11
33013	687	594	83	3	3	1	3
33014	353	306	42	3	0	0	2
33015	739	632	88	7	4	3	5
33016	1015	829	172	4	3	0	7
33017	762	625	117	6	1	3	10
33018	1057	904	121	14	6	2	10
33019	889	749	127	7	2	0	4
33020	918	797	103	8	4	2	4
33021	754	668	75	6	3	0	2
33022	686	551	129	4	0	0	2
33023	798	689	97	8	2	1	1
33024	858	753	83	9	0	1	12
33025	877	732	126	8	7	1	3
33026	567	503	55	4	2	0	3
33027	881	722	141	12	0	2	4
33028	663	591	60	3	4	0	5
34001	480	469	10	0	1	0	0
34002	391	367	14	6	1	2	1
34003	457	434	16	2	3	0	2
34004	340	325	15	0	0	0	0
34005	410	392	12	1	1	1	3
34006	516	485	24	4	0	0	3
34007	494	474	8	2	3	1	6
34008	397	387	8	2	0	0	0
34009	316	295	19	1	0	0	1
34010	460	435	21	2	1	0	1
34011	398	370	20	3	3	2	0
34012	485	469	13	2	1	0	0
34013	449	431	15	2	0	0	1
34014	368	354	11	1	0	2	0
34015	425	405	15	2	0	1	2
34016	405	386	16	1	0	1	1
34017	562	533	21	7	1	0	0
34018	325	310	12	1	1	0	1
34019	515	490	22	1	2	0	0
34020	490	474	14	2	0	0	0
34021	515	504	10	0	0	0	1
34022	451	431	15	4	0	0	1
34023	379	367	12	0	0	0	0
34024	399	381	13	3	0	1	1
34025	680	662	14	1	2	1	0
34026	517	501	11	3	2	0	0
34027	379	362	14	1	0	1	1
34028	304	291	10	2	0	0	1
34029	379	368	9	1	0	1	0
34030	420	399	17	3	1	0	0
34031	375	358	14	0	1	2	0
34032	452	434	15	1	2	0	0
34033	382	364	15	3	0	0	0
34034	509	494	11	3	1	0	0
34035	566	534	26	4	1	0	1
34036	389	377	10	2	0	0	0
34037	261	245	12	2	2	0	0
34038	229	212	12	1	2	0	2
34039	341	320	17	2	1	0	1
34040	516	496	16	2	1	0	1
34041	287	274	10	2	0	0	1
34042	439	428	6	3	0	0	2
34043	395	378	13	1	0	0	3
34044	439	421	13	4	0	1	0
34045	459	438	18	2	1	0	0
34046	308	299	8	0	0	0	1
34047	415	405	8	1	0	1	0
34048	452	435	10	5	0	2	0
34049	424	406	11	4	2	0	1
34050	373	358	13	2	0	0	0
34051	482	453	18	8	0	0	3
34052	338	322	13	2	0	0	1
34053	314	293	13	4	1	1	2
35001	660	561	80	13	0	0	6
35002	632	552	72	4	0	0	4
35003	564	478	75	3	2	0	6
35004	616	503	96	4	2	0	11
35005	548	477	62	2	3	0	4
35006	640	562	60	10	1	0	7
35007	640	585	47	3	2	1	2
35008	631	543	72	7	4	1	4
35009	634	488	138	5	1	1	1
35010	713	654	44	9	4	0	2
35011	726	624	86	4	4	1	7
35012	463	370	77	5	3	0	8
35013	498	416	74	3	2	0	3
35014	520	439	71	3	4	0	3
35015	740	642	70	9	10	1	8
35016	376	315	55	5	1	0	0
35017	652	584	59	2	2	0	5
35018	436	357	76	1	2	0	0
35019	431	355	71	2	3	0	0
35020	649	541	87	5	7	2	7
35021	636	568	56	4	3	0	5
35022	753	643	90	7	7	3	3
35023	653	540	94	8	5	0	6
35024	566	490	59	6	5	0	6
35025	640	554	66	7	3	3	7
35026	532	444	80	2	2	1	3
35027	583	491	74	4	6	1	7
35028	602	529	57	6	2	1	7
35029	639	497	126	3	4	4	5
35030	628	514	104	4	1	0	5
35031	670	550	102	6	3	2	7
36001	528	401	118	4	1	0	4
36002	543	438	97	6	1	0	1
36003	468	362	101	1	2	1	1
36004	571	462	105	2	1	0	1
36005	472	394	72	4	1	1	0
36006	500	385	111	1	2	0	1
36007	639	370	260	3	0	0	6
36008	446	370	71	4	0	0	1
36009	520	419	90	2	3	2	4
36010	697	504	184	3	0	1	5
36011	386	310	70	5	0	0	1
36012	392	313	72	4	3	0	0
36013	404	335	65	1	0	0	3
36014	594	443	145	0	2	0	4
36015	579	387	188	0	1	0	3
36016	545	403	134	3	1	0	4
36017	670	471	191	3	0	0	5
36018	614	419	184	4	0	1	6
36019	686	525	151	7	1	0	2
36020	620	436	179	3	1	0	1
36021	497	389	99	6	1	0	2
36022	477	380	95	1	0	0	1
36023	500	389	98	4	5	1	3
36024	663	444	206	2	5	0	6
36025	551	449	98	1	0	1	2
36026	559	325	228	4	2	0	0
36027	505	376	121	5	1	0	2
36028	575	361	207	2	1	2	2
36029	602	398	198	1	0	1	4
36030	542	387	148	3	0	0	4
37001	384	353	28	0	2	0	1
37002	385	354	27	2	1	0	1
37003	323	311	9	3	0	0	0
37004	363	326	33	0	0	3	1
37005	460	435	24	0	0	1	0
37006	476	442	27	2	3	2	0
37007	360	318	36	1	2	0	3
37008	335	300	29	1	4	0	1
37009	463	439	19	2	1	0	2
37010	560	509	46	3	0	0	2
37011	299	283	9	2	1	2	2
37012	417	379	34	0	0	3	1
37013	327	302	19	3	0	1	2
37014	474	448	21	2	1	1	1
37015	456	423	27	4	0	2	0
37016	520	485	24	6	1	1	3
37017	322	305	14	1	1	0	1
37018	389	364	22	2	1	0	0
37019	335	314	21	0	0	0	0
37020	393	365	25	1	0	2	0
37021	412	374	30	1	3	0	4
37022	428	379	42	3	4	0	0
37023	424	404	20	0	0	0	0
37024	463	429	30	4	0	0	0
37025	392	361	25	2	2	0	2
37026	581	518	55	3	3	1	1
37027	411	384	22	3	0	0	2
37028	401	366	31	2	1	0	1
37029	423	394	26	2	1	0	0
37030	430	405	21	2	1	0	1
37031	502	470	28	2	1	0	1
37032	388	364	22	0	2	0	0
37033	484	453	26	4	0	1	0
37034	391	371	15	1	2	1	1
37035	419	401	14	1	0	0	3
37036	424	401	20	1	1	1	0
37037	488	453	28	4	2	1	0
37038	469	433	32	2	1	0	1
37039	420	393	22	4	1	0	0
37040	462	440	20	2	0	0	0
37041	473	437	29	4	2	1	0
38001	541	385	132	8	2	6	8
38002	633	213	415	3	0	0	2
38003	634	338	290	4	0	0	2
38004	589	307	268	4	2	4	4
38005	631	355	268	4	1	0	3
38006	641	337	300	2	0	0	2
38007	581	281	290	2	2	0	6
38008	585	333	248	0	0	0	4
38009	679	335	332	7	0	1	4
38010	533	315	211	2	0	0	5
38011	528	334	183	1	0	1	9
38012	632	240	382	4	0	1	5
38013	675	362	302	2	3	1	5
38014	631	401	214	3	1	1	11
38015	571	372	183	4	2	0	10
38016	593	338	247	4	0	0	4
38017	727	332	380	5	1	1	8
38018	641	382	244	4	1	2	8
38019	683	395	276	5	0	1	6
38020	623	281	337	4	1	0	0
38021	573	387	177	1	1	1	6
38022	540	377	155	2	2	2	2
38023	603	401	190	6	0	1	5
38024	632	323	302	4	0	0	3
38025	566	331	222	6	0	1	6
38026	646	367	266	2	2	1	8
38027	629	337	285	5	0	0	2
38028	730	349	373	3	0	0	5
38029	627	371	248	4	1	0	3
38030	623	303	313	2	0	0	5
38031	576	412	146	5	0	5	8
38032	579	378	190	4	2	0	5
38033	591	399	185	2	1	1	3
38034	575	413	151	3	1	2	5
38035	585	435	134	4	1	2	9
38036	573	382	177	7	0	1	6
38037	596	393	191	4	1	0	7
38038	604	341	248	12	1	0	2
38039	631	443	177	2	1	1	7
38040	592	403	176	3	0	4	6
38041	523	419	95	0	5	1	3
39001	588	373	199	7	0	1	8
39002	568	326	235	2	1	1	3
39003	632	507	114	2	2	0	7
39004	577	362	204	3	0	3	5
39005	608	442	157	4	0	2	3
39006	605	462	133	5	4	0	1
39007	533	406	119	2	1	0	5
39008	653	483	162	4	1	0	3
39009	560	402	147	4	0	2	5
39010	280	235	42	3	0	0	0
39011	572	396	161	7	0	0	8
39012	803	653	128	11	2	3	6
39013	565	393	164	4	2	0	2
39014	590	446	130	6	2	0	6
39015	729	409	309	2	0	0	9
39016	614	454	146	2	3	3	6
39017	607	439	165	0	0	1	2
39018	585	425	156	1	1	0	2
39019	578	433	129	3	1	1	11
39020	744	419	314	6	0	1	4
39021	590	341	239	2	2	0	6
39022	629	466	151	6	2	0	4
39023	591	355	223	5	0	1	7
39024	741	426	306	2	1	0	6
39025	531	423	101	3	0	0	4
39026	595	359	229	2	1	0	4
39027	94	61	32	1	0	0	0
39028	718	603	102	8	0	1	4
39029	351	278	62	7	2	0	2
39030	703	584	109	6	2	2	0
39031	527	416	103	2	0	1	5
39032	584	323	255	3	1	1	1
39033	649	487	154	5	0	0	3
39034	721	560	138	10	3	2	8
39035	618	479	123	7	0	3	6
39036	156	110	43	2	0	0	1
39037	557	385	156	7	0	3	6
39038	308	223	84	0	0	0	1
39039	373	266	100	5	0	1	1
39040	627	396	222	0	1	0	8
39041	615	399	202	4	1	3	6
39042	621	374	238	1	1	1	6
39043	619	370	239	1	2	0	7
39044	484	300	176	3	0	0	5
39045	534	340	182	3	1	1	7
40001	640	446	186	4	1	0	3
40002	671	528	136	3	2	0	2
40003	797	692	94	4	2	0	5
40004	408	322	85	0	0	0	1
40005	715	584	119	2	5	0	5
40006	760	670	73	7	2	1	7
40007	622	541	62	6	0	4	9
40008	857	773	74	3	1	2	4
40009	564	428	127	6	1	0	2
40010	762	595	152	5	1	2	7
40011	647	568	64	4	1	0	10
40012	587	509	64	6	3	0	5
40013	935	851	70	6	5	0	3
40014	669	468	191	1	3	0	6
40015	678	522	144	3	5	3	1
40016	849	753	68	11	5	0	12
40017	548	428	113	2	2	2	1
40018	567	473	84	7	2	0	1
40019	813	630	169	7	1	0	6
40020	700	555	130	6	2	2	5
40021	722	645	65	3	0	0	9
40022	774	690	74	3	1	0	6
40023	765	678	72	6	2	2	5
40024	642	447	181	5	3	1	5
40025	760	685	66	2	2	0	5
40026	698	629	55	5	0	1	8
40027	849	712	122	6	2	2	5
40028	670	590	63	9	3	0	5
40029	656	501	145	5	2	0	3
